Unnamed: 0,id,nct_id,agency_class,lead_or_collaborator,name,new_class
76,8798839,NCT03102099,OTHER,lead,Peking University Third Hospital,Health care Institution
77,8799397,NCT03096613,OTHER,collaborator,The Luhe Teaching Hospital of the Capital Medical University,Health care Institution
78,8799398,NCT03096613,OTHER,collaborator,Tianjin Medical University Second Hospital,Health care Institution
79,8799399,NCT03096613,OTHER,collaborator,The First Hospital of Hebei Medical University,Health care Institution
80,8799400,NCT03096613,OTHER,collaborator,Henan Provincial People's Hospital,Health care Institution
81,8799435,NCT03095963,OTHER,lead,Azienda USL Modena,Other
82,8799642,NCT03093909,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
83,8799396,NCT03096613,OTHER,lead,"Chinese Academy of Medical Sciences, Fuwai Hospital",Health care Institution
84,8799643,NCT03093909,UNKNOWN,collaborator,James B. and Lois R. Archer Charitable Foundation,Other
85,8799644,NCT03093909,OTHER,collaborator,Gateway for Cancer Research,Other
86,8799868,NCT03091140,OTHER,lead,Aristotle University Of Thessaloniki,University
87,8801712,NCT03072654,OTHER,lead,University of Southern Denmark,University
88,8800719,NCT03082742,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
89,8800395,NCT03085615,OTHER,lead,University of Illinois at Chicago,University
90,8800396,NCT03085615,OTHER,collaborator,American Society for Parenteral and Enteral Nutrition,Other
91,8800397,NCT03085615,OTHER,collaborator,Rush University Medical Center,Health care Institution
92,8802581,NCT03063190,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
93,8802271,NCT03066076,OTHER,lead,Medical University of Vienna,University
94,8802457,NCT03064542,OTHER_GOV,lead,"Clinical Nutrition Research Centre, Singapore",Other
95,8802458,NCT03064542,OTHER,collaborator,"Agency for Science, Technology and Research",Other
96,8803055,NCT03057925,OTHER,lead,Wenjun Wu,Other
97,8802733,NCT03061318,OTHER,lead,Hernán González,Other
98,8803056,NCT03057925,OTHER,collaborator,First Affiliated Hospital of Wenzhou Medical University,Health care Institution
99,8803459,NCT03053115,OTHER,lead,Azienda USL Modena,Other
100,8803387,NCT03053999,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
101,8804309,NCT03044600,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
102,8803638,NCT03051126,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
103,8803931,NCT03048708,OTHER,lead,University Hospitals Coventry and Warwickshire NHS Trust,Health care Institution
104,8803546,NCT03052075,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
105,8803910,NCT03048877,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
106,8804135,NCT03046524,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
107,8805632,NCT03031639,OTHER,lead,Khon Kaen University,University
108,8804902,NCT03039439,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
109,8804903,NCT03039439,NIH,collaborator,National Cancer Institute (NCI),Government Agency
110,8805138,NCT03036956,INDUSTRY,lead,Abbott,Other
111,8805139,NCT03036956,INDUSTRY,collaborator,Dimension Research,Other
112,8805328,NCT03034707,OTHER,lead,University of Minnesota,University
113,8805329,NCT03034707,OTHER,collaborator,Johns Hopkins University,University
114,8805330,NCT03034707,OTHER,collaborator,Boston Medical Center,Health care Institution
115,8805331,NCT03034707,OTHER,collaborator,Children's Mercy Hospital Kansas City,Health care Institution
116,8805565,NCT03032198,INDUSTRY,lead,Seno Medical Instruments Inc.,Industry
117,8805877,NCT03029429,OTHER,lead,Vanderbilt University Medical Center,Health care Institution
118,8805878,NCT03029429,OTHER,collaborator,Harvard University,University
119,8806073,NCT03027349,OTHER,lead,Azienda USL Modena,Other
120,8809362,NCT02993562,OTHER,lead,Herlev Hospital,Health care Institution
121,8806465,NCT03023748,OTHER,lead,The University of Hong Kong,University
122,8806466,NCT03023748,INDUSTRY,collaborator,AbbVie,Other
123,8807851,NCT03009279,OTHER,lead,Lin Liao,Other
124,8807852,NCT03009357,OTHER,lead,Seoul National University Bundang Hospital,Health care Institution
125,8808114,NCT03006289,OTHER,lead,Lin Liao,Other
126,8808354,NCT03004209,OTHER,lead,Seoul National University Hospital,Health care Institution
127,8806394,NCT03024151,OTHER,lead,Inje University,University
128,8806395,NCT03024151,OTHER,collaborator,Dongnam Institute of Radiological & Medical Sciences,Other
129,8807365,NCT03013257,OTHER,lead,The University of Hong Kong,University
130,8807536,NCT03011736,OTHER,lead,Roswell Park Cancer Institute,Other
131,8809363,NCT02993562,UNKNOWN,collaborator,"Center for Diabetes Research, Herlev and Gentofte Hospital.",Health care Institution
132,8813265,NCT02952612,OTHER,lead,Dong Jun Lim,Other
133,8809693,NCT02989428,OTHER,lead,University of Aarhus,University
134,8516724,NCT01221896,OTHER,lead,Hadassah Medical Organization,Other
135,8516735,NCT01222026,OTHER,lead,Medical University of Vienna,University
136,8516736,NCT01222026,OTHER_GOV,collaborator,National Bank of Austria,Other
137,8813202,NCT02953288,OTHER,lead,Shanghai 10th People's Hospital,Health care Institution
138,8809705,NCT02989103,NIH,lead,National Cancer Institute (NCI),Government Agency
139,8516572,NCT01220050,OTHER,lead,Mario Negri Institute for Pharmacological Research,Other
140,8809981,NCT02986607,OTHER,lead,University of Bergen,University
141,8809982,NCT02986607,OTHER,collaborator,Haukeland University Hospital,Health care Institution
142,8812025,NCT02966405,OTHER,lead,Xiaomei Zhang,Other
143,8813742,NCT02947399,OTHER,lead,Medstar Health Research Institute,Other
144,8382295,NCT03106337,OTHER,lead,Massachusetts General Hospital,Health care Institution
145,8516865,NCT01223638,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
146,8815941,NCT02924532,OTHER,lead,Centre Hospitalier Universitaire de Nīmes,Health care Institution
147,8814570,NCT02938702,OTHER,lead,Seoul National University Hospital,Health care Institution
148,8516975,NCT01225016,OTHER,lead,University of Alabama at Birmingham,University
149,8517181,NCT01227499,OTHER,lead,xiaolong zhao,Other
150,8817154,NCT02911155,NIH,lead,National Cancer Institute (NCI),Government Agency
151,8816564,NCT02917863,OTHER,lead,Meyer Children's Hospital,Health care Institution
152,8816788,NCT02915172,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
153,8816789,NCT02915172,INDUSTRY,collaborator,Eisai Inc.,Industry
154,8517115,NCT01226810,OTHER,lead,Rambam Health Care Campus,Other
155,8517182,NCT01227499,OTHER,collaborator,Zhongda Hospital,Health care Institution
156,8517183,NCT01227499,OTHER,collaborator,Fudan University,University
157,8818405,NCT04019379,OTHER,lead,University of Minnesota,University
158,8818406,NCT04019379,OTHER,collaborator,Indiana University,University
159,8517290,NCT01228786,OTHER_GOV,lead,Postgraduate Institute of Medical Education and Research,Other
160,8517382,NCT01229865,INDUSTRY,lead,Vascular Biogenics Ltd. operating as VBL Therapeutics,Industry
161,8819208,NCT02904330,INDUSTRY,lead,AV7 Limited,Other
162,8819413,NCT02901873,OTHER,lead,Sheffield Teaching Hospitals NHS Foundation Trust,Health care Institution
163,8820408,NCT02891668,OTHER,lead,Herlev Hospital,Health care Institution
164,8820068,NCT02895061,OTHER,lead,Phramongkutklao College of Medicine and Hospital,Health care Institution
165,8822490,NCT02870569,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
166,8820544,NCT02890472,OTHER,lead,Centre Hospitalier Universitaire de Nīmes,Health care Institution
167,8820936,NCT02886949,OTHER,lead,Taichung Veterans General Hospital,Health care Institution
168,8382535,NCT03131206,OTHER,lead,Dana-Farber Cancer Institute,Health care Institution
169,8382536,NCT03131206,INDUSTRY,collaborator,"Genentech, Inc.",Industry
170,8822686,NCT02868476,OTHER,lead,National Taiwan University Hospital,Health care Institution
171,8822554,NCT02869620,OTHER,lead,Institut Paoli-Calmettes,Other
172,8823217,NCT02862470,OTHER,lead,National Taiwan University Hospital,Health care Institution
173,8825497,NCT04420689,INDUSTRY,lead,"Alume Biosciences, Inc.",Industry
174,8823991,NCT02854345,OTHER,lead,Centre Hospitalier Universitaire de Besancon,Health care Institution
175,8382724,NCT03150108,INDUSTRY,lead,Shire,Other
176,8825185,NCT05241626,OTHER,lead,Minia University,University
177,8825514,NCT04400474,OTHER,lead,Grupo Espanol de Tumores Neuroendocrinos,Other
178,8825515,NCT04400474,INDUSTRY,collaborator,Ipsen,Other
179,8825516,NCT04400474,INDUSTRY,collaborator,Roche Pharma AG,Other
180,8823796,NCT02856347,OTHER,lead,Institut Claudius Regaud,Other
181,8382914,NCT03174925,OTHER,lead,Stanford University,University
182,8826076,NCT02843542,OTHER,lead,Assuta Medical Center,Health care Institution
183,8383225,NCT05347082,OTHER,lead,Hospital Regional 1o de Octubre,Health care Institution
184,8383226,NCT05347082,OTHER,collaborator,Universidad Nacional Autonoma de Mexico,University
185,8383227,NCT05347082,OTHER,collaborator,"National Polytechnic Institute, Mexico",Other
186,8383344,NCT05242055,OTHER,lead,Capital Medical University,University
187,8383345,NCT05241834,INDUSTRY,lead,Eli Lilly and Company,Other
188,8383346,NCT05241834,INDUSTRY,collaborator,"Loxo Oncology, Inc.",Industry
189,8383904,NCT04644315,INDUSTRY,lead,Hoffmann-La Roche,Other
190,8827278,NCT02831179,OTHER,lead,Vanderbilt-Ingram Cancer Center,Health care Institution
191,8826400,NCT02839655,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
192,8827279,NCT02831179,NIH,collaborator,National Cancer Institute (NCI),Government Agency
193,8827293,NCT02830789,OTHER,lead,University of Aarhus,University
194,8828863,NCT02814032,OTHER,lead,The Affiliated Hospital of Inner Mongolia Medical University,Health care Institution
195,8827656,NCT02826746,OTHER,lead,Ajou University School of Medicine,University
196,8827908,NCT02824016,OTHER,lead,Institut Jean-Godinot,Other
197,8827826,NCT02824718,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
198,8827827,NCT02824718,OTHER_GOV,collaborator,"Ministry of Health, France",Other
199,8828940,NCT02812888,OTHER,lead,Hu Hao,Other
200,8831144,NCT02789800,OTHER,lead,Université de Sherbrooke,Other
201,8830265,NCT02798965,OTHER,lead,"Centre Hospitalier Universitaire, Amiens",Health care Institution
202,8831145,NCT02789800,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
203,8831146,NCT02789800,OTHER,collaborator,"Western University, Canada",University
204,8831147,NCT02789800,OTHER,collaborator,Agence de la Sante et des Services Sociaux du Saguenay-Lac-Saint-Jean,Other
205,8831370,NCT02787486,INDUSTRY,lead,"Progenity, Inc.",Industry
206,8832811,NCT02772705,OTHER,lead,West China Hospital,Health care Institution
207,8831648,NCT02784223,OTHER,lead,Centre Francois Baclesse,Health care Institution
208,8831649,NCT02784223,OTHER,collaborator,Canceropôle Nord Ouest,Other
209,8832180,NCT02778412,INDUSTRY,lead,Pathway Genomics,Other
210,8832812,NCT02772705,OTHER,collaborator,Beijing Tongren Hospital,Health care Institution
211,8832813,NCT02772705,OTHER,collaborator,Guangzhou Panyu Central Hospital,Health care Institution
212,8832814,NCT02772705,OTHER,collaborator,Hebei General Hospital,Health care Institution
213,8832815,NCT02772705,OTHER,collaborator,"Air Force Military Medical University, China",University
214,8832816,NCT02772705,OTHER,collaborator,Zhejiang Cancer Hospital,Health care Institution
215,8832817,NCT02772705,OTHER,collaborator,The First Affiliated Hospital of Zhengzhou University,Health care Institution
216,8832818,NCT02772705,OTHER,collaborator,Tianjin Medical University General Hospital,Health care Institution
217,8833644,NCT02764554,INDUSTRY,lead,Eisai Korea Inc.,Industry
218,8833408,NCT02766660,OTHER,lead,Neon Hospital,Health care Institution
219,8833409,NCT02766660,OTHER,collaborator,Ondokuz Mayıs University,University
220,8833310,NCT02767245,OTHER,lead,Ramathibodi Hospital,Health care Institution
221,8250801,NCT04953195,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
222,8384393,NCT03922087,OTHER,lead,Sun Yat-sen University,University
223,8384394,NCT03922087,UNKNOWN,collaborator,Huizhou No.1 Maternal and Child Care Service Cencer,Other
224,8250868,NCT04952012,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
225,8834230,NCT02758158,OTHER,lead,"University Health Network, Toronto",University
226,8648440,NCT04433936,OTHER,lead,Ameera Gamal Abdelhameed,Other
227,8250869,NCT04952012,UNKNOWN,collaborator,First People's Hospital of Yuhang,Health care Institution
228,8250870,NCT04952012,UNKNOWN,collaborator,Taizhou Women and Children's Hospital Affiliated to Wenzhou Medical University,Health care Institution
229,8250871,NCT04952012,UNKNOWN,collaborator,Changxing People's Hospital,Health care Institution
230,8251154,NCT04948437,OTHER,lead,National Taiwan University Hospital,Health care Institution
231,8835196,NCT02747979,OTHER,lead,Sun Yat-sen University,University
232,8386205,NCT03211117,OTHER,lead,Mayo Clinic,Health care Institution
233,8251308,NCT04946123,INDUSTRY,lead,Lo.Li.Pharma s.r.l,Other
234,8835740,NCT02742597,OTHER,lead,Lawson Health Research Institute,Other
235,8835741,NCT02742597,OTHER,collaborator,"Western University, Canada",University
236,8835742,NCT02742597,OTHER,collaborator,Université de Sherbrooke,Other
237,8835743,NCT02742597,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
238,8835744,NCT02742597,OTHER,collaborator,Sunnybrook Health Sciences Centre,Other
239,8835745,NCT02742597,OTHER,collaborator,Unity Health Toronto,Other
240,8835746,NCT02742597,OTHER,collaborator,"University Health Network, Toronto",University
241,8835747,NCT02742597,OTHER,collaborator,Michael Garron Hospital,Health care Institution
242,8835748,NCT02742597,OTHER,collaborator,Providence Healthcare,Other
243,8835749,NCT02742597,OTHER,collaborator,"Mount Sinai Hospital, Canada",Health care Institution
244,8835750,NCT02742597,OTHER,collaborator,Toronto Central Community Care Access Centre,Other
245,8835751,NCT02742597,OTHER,collaborator,Women's College Hospital,Health care Institution
246,8386206,NCT03211117,NIH,collaborator,National Cancer Institute (NCI),Government Agency
247,8386818,NCT03283098,INDUSTRY,lead,Amgen,Other
248,8386794,NCT03280264,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
249,8251537,NCT04943146,UNKNOWN,collaborator,Ningbo Women and Children's Hospital,Health care Institution
250,8457937,NCT03986593,OTHER,lead,Instituto do Cancer do Estado de São Paulo,Other
251,8457938,NCT03986593,OTHER,collaborator,University of Sao Paulo General Hospital,Health care Institution
252,8457944,NCT03960554,OTHER,lead,"Thomas Nickolas, MD MS",Other
253,8386976,NCT03299244,INDUSTRY,lead,Amgen,Other
254,8387583,NCT03364738,INDUSTRY,lead,Shire,Other
255,8388341,NCT03463889,OTHER,lead,"University of California, San Francisco",University
256,8251536,NCT04943146,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
257,8251538,NCT04943146,UNKNOWN,collaborator,People's Hospital of Jinhua,Health care Institution
258,8251565,NCT04942769,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
259,8388876,NCT03535974,OTHER,lead,Fundatia Bio-Forum,Other
260,8837120,NCT02727738,OTHER,lead,University of Pisa,University
261,8594905,NCT01969019,OTHER,lead,Ruijin Hospital,Health care Institution
262,8837265,NCT02726282,OTHER,lead,Mayo Clinic,Health care Institution
263,8837200,NCT02726503,OTHER,lead,"Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",Other
264,8838886,NCT02708368,OTHER,lead,RWTH Aachen University,University
265,8837450,NCT02724176,OTHER,lead,Beijing Cancer Hospital,Health care Institution
266,8837659,NCT02721992,OTHER,lead,University of Pisa,University
267,8390044,NCT03764007,OTHER,lead,Thomas Hope,Other
268,8390065,NCT03835728,OTHER,lead,University of Texas Southwestern Medical Center,Health care Institution
269,8390066,NCT03835728,INDUSTRY,collaborator,"Genentech, Inc.",Industry
270,8838277,NCT02714946,OTHER,lead,Campus Bio-Medico University,University
271,8838651,NCT02711059,OTHER,lead,Karolinska University Hospital,Health care Institution
272,8838664,NCT02710799,OTHER,lead,Hospital de Clinicas de Porto Alegre,Health care Institution
273,8838665,NCT02710799,UNKNOWN,collaborator,Secretaria Estadual da Saúde do Estado do Rio Grande do Sul,Other
274,8838666,NCT02710799,UNKNOWN,collaborator,Programa de Pesquisa e Pós-Graduação em Epidemiologia da UFRGS,Other
275,8838667,NCT02710799,UNKNOWN,collaborator,TelessaúdeRS / UFRGS,Other
276,8837286,NCT02725879,OTHER,lead,Aristotle University Of Thessaloniki,University
277,8458625,NCT05002998,INDUSTRY,lead,"Horizon Therapeutics USA, Inc.",Industry
278,8838451,NCT02713269,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
279,8838452,NCT02713269,NIH,collaborator,National Cancer Institute (NCI),Government Agency
280,8392047,NCT03630120,OTHER,lead,H. Lee Moffitt Cancer Center and Research Institute,Health care Institution
281,8839052,NCT02706743,OTHER,lead,"Southern Medical University, China",University
282,8458792,NCT04542278,OTHER,lead,"University of Wisconsin, Madison",University
283,8839141,NCT05264857,OTHER,lead,Stony Brook University,University
284,8392027,NCT03720210,OTHER,lead,Mayo Clinic,Health care Institution
285,8393271,NCT01269749,OTHER,lead,University of Florida,University
286,8392753,NCT01974284,OTHER,lead,Yale University,University
287,8839719,NCT04948671,OTHER,lead,Centre Hospitalier Universitaire Vaudois,Health care Institution
288,8839720,NCT04948671,OTHER,collaborator,The Novartis Foundation,Other
289,8839315,NCT05260255,OTHER_GOV,lead,Rajavithi Hospital,Health care Institution
290,8839391,NCT05239221,INDUSTRY,lead,Amolyt Pharma,Other
291,8393272,NCT01269749,OTHER,collaborator,Baylor College of Medicine,Other
292,8393415,NCT01127503,INDUSTRY,lead,"Bausch Health Americas, Inc.",Industry
293,8840542,NCT03836300,OTHER,lead,RTI International,Other
294,8393510,NCT01012414,OTHER,lead,Thomas Jefferson University,University
295,8393511,NCT01012414,INDUSTRY,collaborator,Abbott,Other
296,8252000,NCT04936698,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
297,8840543,NCT03836300,OTHER,collaborator,"University of North Carolina, Chapel Hill",University
298,8393978,NCT00646282,OTHER,lead,Emory University,University
299,8840460,NCT03931109,OTHER,lead,University of Pennsylvania,University
300,8840581,NCT03779906,INDUSTRY,lead,"Bracco Diagnostics, Inc",Other
301,8841152,NCT05329935,INDUSTRY,lead,Enzyvant Therapeutics GmBH,Other
302,8394082,NCT00582712,OTHER,lead,"University of Wisconsin, Madison",University
303,8840846,NCT05345119,OTHER,lead,University of Pisa,University
304,8394432,NCT00206375,OTHER,lead,Baylor College of Medicine,Other
305,8394497,NCT00100828,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Health care Institution
306,8394498,NCT00100828,NIH,collaborator,National Cancer Institute (NCI),Government Agency
307,8394433,NCT00206375,INDUSTRY,collaborator,Eli Lilly and Company,Other
308,8394434,NCT00206375,INDUSTRY,collaborator,TAP Pharmaceutical Products Inc.,Industry
309,8841504,NCT05016518,OTHER,lead,Gangnam Severance Hospital,Health care Institution
310,8841977,NCT03435952,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
311,8520414,NCT01263951,OTHER,lead,Thomas Jefferson University,University
312,8520415,NCT01263951,INDUSTRY,collaborator,Bayer,Other
313,8520416,NCT01263951,INDUSTRY,collaborator,Novartis Pharmaceuticals,Other
314,8520556,NCT01265381,NIH,lead,National Cancer Institute (NCI),Government Agency
315,8841864,NCT03822507,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
316,8841865,NCT03822507,INDUSTRY,collaborator,"Kyowa Hakko Kirin China Pharmaceutical Co., LTD.",Industry
317,8841866,NCT03822507,INDUSTRY,collaborator,"Kyowa Kirin Korea Co., Ltd.",Industry
318,8469021,NCT00665795,OTHER,lead,University of Sao Paulo,University
319,8841978,NCT03435952,INDUSTRY,collaborator,"BioMed Valley Discoveries, Inc",Other
320,8841979,NCT03435952,INDUSTRY,collaborator,Merck Sharp & Dohme LLC,Other
321,8459433,NCT05334771,OTHER,lead,Assiut University,University
322,8520992,NCT01270425,OTHER,lead,Meir Medical Center,Health care Institution
323,8521277,NCT01273714,OTHER,lead,Jagiellonian University,University
324,8521168,NCT01272414,OTHER,lead,University of Toronto,University
325,8521169,NCT01272414,INDUSTRY,collaborator,Allergan,Other
326,8252304,NCT04932135,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
327,8459495,NCT05334069,OTHER,lead,Alliance for Clinical Trials in Oncology,Other
328,8396336,NCT00001394,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
329,8396573,NCT00001730,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
330,8459496,NCT05334069,NIH,collaborator,National Cancer Institute (NCI),Government Agency
331,8459736,NCT05263141,OTHER,lead,Sun Yat-sen University,University
332,8842395,NCT02145143,INDUSTRY,collaborator,"Genentech, Inc.",Industry
333,8521882,NCT01280214,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
334,8521889,NCT01280292,OTHER_GOV,lead,Sheba Medical Center,Health care Institution
335,8842394,NCT02145143,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
336,8842444,NCT01539486,OTHER,lead,University of Arkansas,University
337,8842461,NCT01087619,OTHER,lead,Region Skane,Other
338,8252378,NCT04931576,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
339,8843301,NCT02697578,OTHER,lead,Maimónides Biomedical Research Institute of Córdoba,Other
340,8399363,NCT00004048,OTHER,lead,Garden State Cancer Center at the Center for Molecular Medicine and Immunology,Health care Institution
341,8843402,NCT05323669,OTHER,lead,Belarusian State Medical University,University
342,8843403,NCT05323669,UNKNOWN,collaborator,The Institute of Genetics and Cytology National Academy of Sciences of Belarus,Other
