Unnamed: 0,id,nct_id,status,name,city,state,zip,country,continent,iso
131,42212155,NCT03157466,,Fondazione Policlinico Universitario Agostino Gemelli,Rome,,,Italy,Europe,ITA
132,41711704,NCT02012231,,Scottsdale Healthcare,Scottsdale,Arizona,85258,United States,North America,USA
133,41711705,NCT02012231,,Huntsman Cancer Institute,Salt Lake City,Utah,84112,United States,North America,USA
134,41711706,NCT02012231,,Evergreen Hematology & Oncology,Spokane,Washington,99218,United States,North America,USA
135,41711908,NCT02013479,,"Clinic of Medical Endocrinology, Copenhagen University Hospital, Rigshospitalet",Copenhagen,,,Denmark,Europe,DNK
136,41711909,NCT02013479,,"Department of Endocrinology and Gastroenterology, Bispebjerg Hospital",Copenhagen,,,Denmark,Europe,DNK
137,41711910,NCT02013479,,"Department of Internal Medicine, Hospital of South West Denmark",Esbjerg,,,Denmark,Europe,DNK
138,41711911,NCT02013479,,"Department of Endorcrinology and Metabolism, Odense University Hospital",Odense,,,Denmark,Europe,DNK
139,42212018,NCT03158961,,Queen Mary Hospital,Hong Kong,,,Hong Kong,East Asia,HKG
140,41713729,NCT02024906,,University of Kansas Medical Center,Kansas City,Kansas,66160,United States,North America,USA
141,41712859,NCT02018276,,"Department of Anesthesiology and Pain MedicineSeverance Hospital, Yonsei University Health System",Seoul,,120-752,"Korea, Republic of",East Asia,KOR
142,41716040,NCT02041260,,Abramson Cancer Center of the University of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,North America,USA
143,42214126,NCT05070091,,7 Szpital Marynarki Wojennej,Gdańsk,,,Poland,Europe,POL
144,41718658,NCT02055989,,Royal Marsden Hospital,London,,SW3 6JJ,United Kingdom,Europe,GBR
145,41720942,NCT02070211,,Bambino Gesù Hospital and Research Institute,Vatican City,Vatican City State,00165,Holy See (Vatican City State),Europe,VAT
146,41723351,NCT02084732,,Instituto Nacional de Cancerología,Bogotá,Cundinamarca,00000,Colombia,South America,COL
147,41718746,NCT02056730,,Chulalongkorn Memorial Hospital,Bangkok,Pathumwan,10330,Thailand,Southeast Asia,THA
148,41719194,NCT02059655,,University Hospital of Wales,Cardiff,,CF14 4XW,United Kingdom,Europe,GBR
149,41719356,NCT02061111,,Gynaecologic-Obstetrics Department Naestved Hospital,Naestved,,4700,Denmark,Europe,DNK
150,42213488,NCT03149354,Recruiting,CHU Amiens Picardie,Amiens,Picardie,80054,France,Europe,FRA
151,41724205,NCT02088645,Recruiting,"University Hospital Basel, Clinic for radiology and nuclear medicine",Basel,,4031,Switzerland,Europe,CHE
152,41724335,NCT02089542,,Department of General Surgery,Sheffield,South Yorkshire,S10 2JF,United Kingdom,Europe,GBR
153,42214127,NCT05070091,,Medical University of Gdansk,Gdańsk,,,Poland,Europe,POL
154,41724469,NCT02090907,,Khorshid endocrinology clinic,Isfahan,,,"Iran, Islamic Republic of",Middle East,IRN
155,42214102,NCT05152927,Recruiting,"University of California, San Francisco",San Francisco,California,94143,United States,North America,USA
156,43850139,NCT00095693,,Ohio State University Medical Center,Columbus,Ohio,43210,United States,North America,USA
157,41724823,NCT02094079,,"Endocrine Unit O, Herlev Hospital, University of Copenhagen",Herlev,,dk 2730,Denmark,Europe,DNK
158,41727017,NCT02107794,,Mayo Clinic,Rochester,Minnesota,55905,United States,North America,USA
159,41728302,NCT02114619,Recruiting,"Nuclear Medicine Research Center, Ghaem Hospital",Mashhad,Khorasan-Razavi,9919991766,"Iran, Islamic Republic of",Middle East,IRN
160,41727138,NCT02109250,,Clinique du Sud Luxembourg,Arlon,,6700,Belgium,Europe,BEL
161,41727139,NCT02109250,,AZ Klina,Brasschaat,,2930,Belgium,Europe,BEL
162,41727140,NCT02109250,,Institut Jules Bordet,Brussels,,1000,Belgium,Europe,BEL
163,41727141,NCT02109250,,UZ Brussel,Brussels,,1090,Belgium,Europe,BEL
164,41727142,NCT02109250,,UCL St-Luc,Brussels,,1200,Belgium,Europe,BEL
165,41727143,NCT02109250,,UZ Gent,Gent,,9000,Belgium,Europe,BEL
166,41727144,NCT02109250,,AZ Delta,Roeselare,,8800,Belgium,Europe,BEL
167,41727145,NCT02109250,,CH de Wallonie,Tournai,,7500,Belgium,Europe,BEL
168,41729871,NCT02126683,,National Taiwan University Hospital,Taipei,,100,Taiwan,East Asia,TWN
169,43852073,NCT00098852,,UCSF Helen Diller Family Comprehensive Cancer Center,San Francisco,California,94115,United States,North America,USA
170,41731252,NCT02133040,,Aarhus University Hospital,Aarhus,Region Midtjylland,8000,Denmark,Europe,DNK
171,43307179,NCT01496313,,Research Site,Houston,Texas,,United States,North America,USA
172,43307180,NCT01496313,,Research Site,Olomouc,,,Czechia,Europe,CZE
173,43307181,NCT01496313,,Research Site,Praha 5,,,Czechia,Europe,CZE
174,43307182,NCT01496313,,Research Site,Bangalore Karnataka,,,India,South Asia,IND
175,43307183,NCT01496313,,Research Site,Vellore,,,India,South Asia,IND
176,43307184,NCT01496313,,Research Site,Beer Sheva,,,Israel,Middle East,ISR
177,43307185,NCT01496313,,Research Site,Haifa,,,Israel,Middle East,ISR
178,43307186,NCT01496313,,Research Site,Jerusalem,,,Israel,Middle East,ISR
179,43307187,NCT01496313,,Research Site,Petach Tikva,,,Israel,Middle East,ISR
180,43307188,NCT01496313,,Research Site,Catania,,,Italy,Europe,ITA
181,43307189,NCT01496313,,Research Site,Milano,,,Italy,Europe,ITA
182,43307190,NCT01496313,,Research Site,Palermo,,,Italy,Europe,ITA
183,43307191,NCT01496313,,Research Site,Pisa,,,Italy,Europe,ITA
184,43307192,NCT01496313,,Research Site,Roma,,,Italy,Europe,ITA
185,43307193,NCT01496313,,Research Site,Siena,,,Italy,Europe,ITA
186,43307194,NCT01496313,,Research Site,Torino,,,Italy,Europe,ITA
187,43307195,NCT01496313,,Research Site,Groningen,,,Netherlands,Europe,NLD
188,43307196,NCT01496313,,Research Site,Leiden,,,Netherlands,Europe,NLD
189,43307197,NCT01496313,,Research Site,Gliwice,,,Poland,Europe,POL
190,43307198,NCT01496313,,Research Site,Warszawa,,,Poland,Europe,POL
191,43307199,NCT01496313,,Research Site,Zgierz,,,Poland,Europe,POL
192,43307200,NCT01496313,,Research Site,Saint Petersburg,,,Russian Federation,North Asia,RUS
193,43307201,NCT01496313,,Research Site,Cardiff,,,United Kingdom,Europe,GBR
194,43307202,NCT01496313,,Research Site,Greater London,,,United Kingdom,Europe,GBR
195,43307203,NCT01496313,,Research Site,London,,,United Kingdom,Europe,GBR
196,43307204,NCT01496313,,Research Site,Tyne & Wear,,,United Kingdom,Europe,GBR
197,41732511,NCT02140476,Not yet recruiting,"Hospital Das Clinicas, Universidad de Sao Paulo",Sao Paulo,,05403-010,Brazil,South America,BRA
198,41732512,NCT02140476,Recruiting,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Mexico City,,14000,Mexico,North America,MEX
199,43309270,NCT01502410,,University of California San Francisco Medical Center-Parnassus,San Francisco,California,94143,United States,North America,USA
200,41733104,NCT02143271,,Kyowa Hakko Kirin,Tokyo,,,Japan,East Asia,JPN
201,43309246,NCT01501110,,Hospital de Clínicas de Porto Alegre,Porto Alegre,Rio Grande do Sul,90540001,Brazil,South America,BRA
202,43309247,NCT01501110,,Instituto de Cardiologia,Porto Alegre,Rio Grande do Sul,90540001,Brazil,South America,BRA
203,43309261,NCT01502410,,Children's Hospital of Alabama,Birmingham,Alabama,35233,United States,North America,USA
204,43309262,NCT01502410,,University of Alabama at Birmingham,Birmingham,Alabama,35294,United States,North America,USA
205,43309263,NCT01502410,,University of Arkansas for Medical Sciences,Little Rock,Arkansas,72205,United States,North America,USA
206,43309271,NCT01502410,,Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center,Denver,Colorado,80218,United States,North America,USA
207,43309300,NCT01502410,,University of Minnesota Medical Center-Fairview,Minneapolis,Minnesota,55455,United States,North America,USA
208,43309299,NCT01502410,,Bronson Methodist Hospital,Kalamazoo,Michigan,49007,United States,North America,USA
209,43309264,NCT01502410,,Southern California Permanente Medical Group,Downey,California,90242,United States,North America,USA
210,43309265,NCT01502410,,Miller Children's Hospital,Long Beach,California,90806,United States,North America,USA
211,43309266,NCT01502410,,Children's Hospital Los Angeles,Los Angeles,California,90027,United States,North America,USA
212,43309267,NCT01502410,,Children's Hospital Central California,Madera,California,93636-8762,United States,North America,USA
213,43309268,NCT01502410,,Childrens Hospital of Orange County,Orange,California,92868-3874,United States,North America,USA
214,43309269,NCT01502410,,Rady Children's Hospital - San Diego,San Diego,California,92123,United States,North America,USA
215,43309272,NCT01502410,,Connecticut Children's Medical Center,Hartford,Connecticut,06106,United States,North America,USA
216,43309273,NCT01502410,,Alfred I duPont Hospital for Children,Wilmington,Delaware,19803,United States,North America,USA
217,43309274,NCT01502410,,Children's National Medical Center,Washington,District of Columbia,20010,United States,North America,USA
218,43309275,NCT01502410,,Lee Memorial Health System,Fort Myers,Florida,33901,United States,North America,USA
219,43309276,NCT01502410,,Nemours Children's Clinic - Jacksonville,Jacksonville,Florida,32207,United States,North America,USA
220,43309277,NCT01502410,,Florida Hospital,Orlando,Florida,32803,United States,North America,USA
221,43309278,NCT01502410,,Nemours Children's Clinic - Orlando,Orlando,Florida,32806,United States,North America,USA
222,43309279,NCT01502410,,Nemours Children's Clinic - Pensacola,Pensacola,Florida,32504,United States,North America,USA
223,43309280,NCT01502410,,All Children's Hospital,Saint Petersburg,Florida,33701,United States,North America,USA
224,43309281,NCT01502410,,Saint Joseph Children's Hospital of Tampa,Tampa,Florida,33607,United States,North America,USA
225,43309282,NCT01502410,,Children's Healthcare of Atlanta - Egleston,Atlanta,Georgia,30322,United States,North America,USA
226,43309283,NCT01502410,,University of Hawaii,Honolulu,Hawaii,96813,United States,North America,USA
227,43309284,NCT01502410,,Saint Luke's Mountain States Tumor Institute,Boise,Idaho,83712,United States,North America,USA
228,43309285,NCT01502410,,Lurie Children's Hospital-Chicago,Chicago,Illinois,60611,United States,North America,USA
229,43309286,NCT01502410,,University of Illinois,Chicago,Illinois,60612,United States,North America,USA
230,43309287,NCT01502410,,University of Chicago,Chicago,Illinois,60637,United States,North America,USA
231,43309288,NCT01502410,,Saint Jude Midwest Affiliate,Peoria,Illinois,61602,United States,North America,USA
232,43309289,NCT01502410,,Southern Illinois University,Springfield,Illinois,62702,United States,North America,USA
233,43309290,NCT01502410,,Riley Hospital for Children,Indianapolis,Indiana,46202,United States,North America,USA
234,43309291,NCT01502410,,University of Kentucky,Lexington,Kentucky,40536,United States,North America,USA
235,43309292,NCT01502410,,Kosair Children's Hospital,Louisville,Kentucky,40202,United States,North America,USA
236,43309293,NCT01502410,,Tulane University Health Sciences Center,New Orleans,Louisiana,70112,United States,North America,USA
237,43309294,NCT01502410,,Sinai Hospital of Baltimore,Baltimore,Maryland,21215,United States,North America,USA
238,43309295,NCT01502410,,Mark O Hatfield-Warren Grant Magnuson Clinical Center,Bethesda,Maryland,20892,United States,North America,USA
239,43309296,NCT01502410,,Dana-Farber Cancer Institute,Boston,Massachusetts,02115,United States,North America,USA
240,43309297,NCT01502410,,Dana-Farber Harvard Cancer Center,Boston,Massachusetts,02115,United States,North America,USA
241,43309298,NCT01502410,,Wayne State University/Karmanos Cancer Institute,Detroit,Michigan,48201,United States,North America,USA
242,43309301,NCT01502410,,Mayo Clinic,Rochester,Minnesota,55905,United States,North America,USA
243,43309302,NCT01502410,,University of Mississippi Medical Center,Jackson,Mississippi,39216,United States,North America,USA
244,43309307,NCT01502410,,Morristown Memorial Hospital,Morristown,New Jersey,07962,United States,North America,USA
245,41733732,NCT02147782,Recruiting,Anhui Province Hospital of TCM,Hefei,Anhui,230031,China,East Asia,CHN
246,41733733,NCT02147782,Suspended,Jiangsu Province Hospital of TCM,Nanjing,Jiangsu,,China,East Asia,CHN
247,41733734,NCT02147782,Recruiting,Longhua hospital affiliated to Shanghai University of TCM,Shanghai,Shanghai,200032,China,East Asia,CHN
248,43309303,NCT01502410,,The Childrens Mercy Hospital,Kansas City,Missouri,64108,United States,North America,USA
249,41733735,NCT02147782,Completed,Huadong Hospital Affiliated to Fudan University,Shanghai,Shanghai,200040,China,East Asia,CHN
250,43309304,NCT01502410,,Washington University School of Medicine,Saint Louis,Missouri,63110,United States,North America,USA
251,43309305,NCT01502410,,Children's Hospital and Medical Center of Omaha,Omaha,Nebraska,68114,United States,North America,USA
252,43309306,NCT01502410,,Hackensack University Medical Center,Hackensack,New Jersey,07601,United States,North America,USA
253,43309335,NCT01502410,,Driscoll Children's Hospital,Corpus Christi,Texas,78411,United States,North America,USA
254,43309316,NCT01502410,,State University of New York Upstate Medical University,Syracuse,New York,13210,United States,North America,USA
255,43309317,NCT01502410,,University of North Carolina,Chapel Hill,North Carolina,27599,United States,North America,USA
256,43309318,NCT01502410,,Carolinas Medical Center,Charlotte,North Carolina,28203,United States,North America,USA
257,43309319,NCT01502410,,Novant Health Presbyterian Medical Center,Charlotte,North Carolina,28204,United States,North America,USA
258,43309320,NCT01502410,,Wake Forest University Health Sciences,Winston-Salem,North Carolina,27157,United States,North America,USA
259,43309321,NCT01502410,,Children's Hospital Medical Center of Akron,Akron,Ohio,44308,United States,North America,USA
260,43309322,NCT01502410,,Cincinnati Children's Hospital Medical Center,Cincinnati,Ohio,45229,United States,North America,USA
261,43309323,NCT01502410,,Rainbow Babies and Childrens Hospital,Cleveland,Ohio,44106,United States,North America,USA
262,43309324,NCT01502410,,Nationwide Children's Hospital,Columbus,Ohio,43205,United States,North America,USA
263,43309325,NCT01502410,,Dayton Children's Hospital,Dayton,Ohio,45404,United States,North America,USA
