Unnamed: 0,id,nct_id,agency_class,lead_or_collaborator,name,new_class
98,9688252,NCT01226914,OTHER,lead,Medical University of South Carolina,University
99,9688253,NCT01226914,INDUSTRY,collaborator,"Ethicon, Inc.",Industry
100,9598517,NCT04948437,OTHER,lead,National Taiwan University Hospital,Health care Institution
101,9596301,NCT04976816,OTHER,lead,Assiut University,University
102,9598236,NCT04952012,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
103,9598237,NCT04952012,UNKNOWN,collaborator,First People's Hospital of Yuhang,Health care Institution
104,9598238,NCT04952012,UNKNOWN,collaborator,Taizhou Women and Children's Hospital Affiliated to Wenzhou Medical University,Health care Institution
105,9598239,NCT04952012,UNKNOWN,collaborator,Changxing People's Hospital,Health care Institution
106,9315193,NCT04521348,OTHER,lead,Fudan University,University
107,9598169,NCT04953195,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
108,9688621,NCT01240590,NIH,lead,National Cancer Institute (NCI),Government Agency
109,9598661,NCT04946123,INDUSTRY,lead,Lo.Li.Pharma s.r.l,Other
110,9598885,NCT04943146,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
111,9598886,NCT04943146,UNKNOWN,collaborator,Ningbo Women and Children's Hospital,Health care Institution
112,9598887,NCT04943146,UNKNOWN,collaborator,People's Hospital of Jinhua,Health care Institution
113,9598914,NCT04942769,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
114,9600313,NCT04922892,OTHER,lead,The Second Hospital of Nanjing Medical University,Health care Institution
115,9688969,NCT01254565,INDUSTRY,lead,KAI Pharmaceuticals,Other
116,9599330,NCT04936698,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
117,9599698,NCT04931576,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
118,9600031,NCT04927468,OTHER,lead,Sun Yat-sen University,University
119,9599627,NCT04932135,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
120,9689283,NCT01265992,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
121,9600593,NCT04919694,OTHER,lead,Sun Yat-sen University,University
122,9689284,NCT01265992,INDUSTRY,collaborator,Pharma Consulting Group AB,Other
123,9689394,NCT01270321,OTHER,lead,Emory University,University
124,9600914,NCT04916262,OTHER,lead,Qianfoshan Hospital,Health care Institution
125,9689347,NCT01268098,INDUSTRY,lead,Shire,Other
126,9689395,NCT01270321,INDUSTRY,collaborator,Novartis,Other
127,9689472,NCT01273597,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
128,9689473,NCT01273597,UNKNOWN,collaborator,Planimeter Ltd,Other
129,9689560,NCT01277510,INDUSTRY,lead,Amgen,Other
130,9602078,NCT04905641,OTHER,lead,Mahidol University,University
131,9602193,NCT04904159,OTHER_GOV,lead,Dr. Lutfi Kirdar Kartal Training and Research Hospital,Health care Institution
132,9604001,NCT04880798,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
133,9602841,NCT04895631,OTHER,lead,Thomas Hope,Other
134,9689786,NCT01286753,INDUSTRY,lead,Hoffmann-La Roche,Other
135,9689900,NCT01290029,INDUSTRY,lead,Amgen,Other
136,9689949,NCT01291498,OTHER,lead,Oxford University Hospitals NHS Trust,Health care Institution
137,9689950,NCT01291498,INDUSTRY,collaborator,Theraclion,Other
138,9603048,NCT04892303,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Health care Institution
139,9603049,NCT04892303,NIH,collaborator,National Cancer Institute (NCI),Government Agency
140,9603763,NCT04883294,OTHER,lead,Maastricht University Medical Center,Health care Institution
141,9604002,NCT04880798,OTHER,collaborator,Beijing Cancer Hospital,Health care Institution
142,9604190,NCT04878614,OTHER,lead,"University of California, Los Angeles",University
143,9690124,NCT01298323,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
144,9604154,NCT04879173,OTHER,lead,Dong Jun Lim,Other
145,9604233,NCT04877665,OTHER,lead,"Aga Khan University Hospital, Pakistan",Health care Institution
146,9604238,NCT04877613,OTHER,lead,University of Pennsylvania,University
147,9604709,NCT04000880,OTHER,lead,University of Alabama at Birmingham,University
148,9604710,NCT04000880,OTHER,collaborator,University of Tennessee Health Science Center,University
149,9604711,NCT04000880,NIH,collaborator,National Cancer Institute (NCI),Government Agency
150,9606438,NCT04857086,OTHER,collaborator,The First Affiliated Hospital of Kunming Medical College,Health care Institution
151,9604645,NCT04311606,OTHER,lead,Massachusetts Eye and Ear Infirmary,Health care Institution
152,9604646,NCT04311606,INDUSTRY,collaborator,Regeneron Pharmaceuticals,Other
153,9604963,NCT04876287,OTHER_GOV,lead,Institut de Radioprotection et de Surete Nucleaire,Other
154,9604966,NCT04876534,OTHER,lead,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",Other
155,9604967,NCT04876534,OTHER,collaborator,Mauriziano Umberto I Hospital,Health care Institution
156,9604968,NCT04876534,OTHER,collaborator,Istituto Auxologico Italiano,Other
157,9604969,NCT04876534,OTHER,collaborator,"Azienda Ospedaliera ""Sant'Andrea""",Health care Institution
158,9604970,NCT04876534,OTHER,collaborator,"Azienda Ospedaliero, Universitaria Pisana",Health care Institution
159,9606180,NCT04860622,OTHER,lead,Sehit Prof. Dr. Ilhan Varank Sancaktepe Training and Research Hospital,Health care Institution
160,9690083,NCT01297309,INDUSTRY,lead,Shire,Other
161,9605617,NCT04868045,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
162,9690335,NCT01306656,OTHER,lead,Columbia University,University
163,9690336,NCT01306656,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
164,9606439,NCT04857086,OTHER,collaborator,Sir Run Run Shaw Hospital,Health care Institution
165,9606440,NCT04857086,OTHER,collaborator,"China-Japan Union Hospital, Jilin University",Health care Institution
166,9606441,NCT04857086,OTHER,collaborator,Chinese PLA General Hospital,Health care Institution
167,9606442,NCT04857086,OTHER,collaborator,Tongji Hospital,Health care Institution
168,9606443,NCT04857086,OTHER,collaborator,First Hospital of China Medical University,Health care Institution
169,9606444,NCT04857086,OTHER,collaborator,Gansu Cancer Hospital,Health care Institution
170,9606682,NCT04853680,OTHER,lead,Inha University Hospital,Health care Institution
171,9606435,NCT04857086,OTHER,lead,Huazhong University of Science and Technology,University
172,9606436,NCT04857086,OTHER,collaborator,"Wuhan Union Hospital, China",Health care Institution
173,9606437,NCT04857086,OTHER,collaborator,West China Hospital,Health care Institution
174,9607398,NCT04844164,OTHER_GOV,lead,"Endocrinology Research Centre, Moscow",Other
175,9690675,NCT01321554,INDUSTRY,lead,Eisai Inc.,Industry
176,9607295,NCT04846010,OTHER,lead,"All Natural Medicine Clinic, LLC",Other
177,9607307,NCT04845867,INDUSTRY,lead,ISAR-M GmbH,Other
178,9607308,NCT04845867,INDUSTRY,collaborator,CRI-The Clinical Research Institute GmbH,Other
179,9607399,NCT04844164,UNKNOWN,collaborator,Russian Science Foundation,Other
180,9608899,NCT04823728,OTHER,lead,Hospices Civils de Lyon,Health care Institution
181,9608315,NCT04831957,OTHER,lead,Universitair Ziekenhuis Brussel,Health care Institution
182,9607521,NCT04842942,OTHER,lead,"University Health Network, Toronto",University
183,9607544,NCT04842994,OTHER_GOV,lead,Tata Memorial Hospital,Health care Institution
184,9700938,NCT04639960,OTHER,lead,"University of Geneva, Switzerland",University
185,9609070,NCT04821336,OTHER,lead,Institut Claudius Regaud,Other
186,9609071,NCT04821336,UNKNOWN,collaborator,Cancer Research Center of Toulouse,Other
187,9610179,NCT04806672,OTHER,lead,Minia University,University
188,9609950,NCT04809454,OTHER_GOV,lead,"Services Institute of Medical Sciences, Pakistan",Other
189,9691183,NCT01341782,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
190,9716178,NCT02374593,OTHER,lead,Erica Eugster,Other
191,9610447,NCT04802876,OTHER,lead,SOLTI Breast Cancer Research Group,Other
192,9610448,NCT04802876,INDUSTRY,collaborator,Novartis,Other
193,9610923,NCT04795947,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
194,9610768,NCT04798092,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
195,9613608,NCT04759911,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
196,9612266,NCT04778865,OTHER,lead,Universidad de Valparaiso,University
197,9691811,NCT01368042,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
198,9613048,NCT04767763,OTHER,lead,Medical University of Gdansk,University
199,9613388,NCT04763122,OTHER,lead,Tawam Hospital,Health care Institution
200,9611056,NCT04794257,OTHER,lead,Marcin Barczynski,Other
201,9611406,NCT04789993,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
202,9611746,NCT04785443,OTHER,lead,"University Hospital, Brest",Health care Institution
203,9613611,NCT04760171,OTHER,lead,The Leeds Teaching Hospitals NHS Trust,Health care Institution
204,9613612,NCT04760171,OTHER,collaborator,University of Leeds,University
205,9614625,NCT04745793,OTHER,lead,IHU Strasbourg,Other
206,9613683,NCT04759053,OTHER,lead,Kafrelsheikh University,University
207,9613684,NCT04759053,OTHER,collaborator,Alexandria University,University
208,9614143,NCT04752202,OTHER,lead,Medical University of Bialystok,University
209,9614238,NCT04750460,OTHER,lead,"Saint Petersburg State University, Russia",University
210,9615470,NCT05314790,OTHER,lead,"Fadoi Foundation, Italy",Other
211,9692153,NCT01382212,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
212,9614978,NCT04740502,OTHER,lead,University of Cagliari,University
213,9316571,NCT04500925,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
214,9615069,NCT04739566,OTHER,lead,"Saint Petersburg State University, Russia",University
215,9616081,NCT04552769,OTHER,lead,Stanford University,University
216,9615446,NCT04734457,OTHER,lead,Ain Shams University,University
217,9615979,NCT04701203,INDUSTRY,lead,Ascendis Pharma Bone Diseases A/S,Other
218,9616096,NCT04514484,NIH,lead,National Cancer Institute (NCI),Government Agency
219,9692614,NCT01401478,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
220,9616731,NCT02152995,NIH,lead,National Cancer Institute (NCI),Government Agency
221,9616639,NCT03012620,OTHER,lead,UNICANCER,Other
222,9616640,NCT03012620,OTHER_GOV,collaborator,"National Cancer Institute, France",Government Agency
223,9616641,NCT03012620,OTHER,collaborator,"Ligue contre le cancer, France",Other
224,9616642,NCT03012620,INDUSTRY,collaborator,Merck Sharp & Dohme LLC,Other
225,9692615,NCT01401478,INDUSTRY,collaborator,Almedis,Other
226,9616998,NCT04731740,OTHER,lead,"Saint Petersburg State University, Russia",University
227,9448262,NCT03303053,OTHER,lead,"Clinical Research Centre, Malaysia",Other
228,9617068,NCT04730726,OTHER,lead,University Medical Center Groningen,Health care Institution
229,9618332,NCT04714918,OTHER,lead,Limeng Chen,Other
230,9448263,NCT03303053,OTHER_GOV,collaborator,"Ministry of Health, Malaysia",Other
231,9618517,NCT04712760,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
232,9692950,NCT01414114,INDUSTRY,lead,KAI Pharmaceuticals,Other
233,9619218,NCT04704414,OTHER,lead,University of Zurich,University
234,9618984,NCT04706962,INDUSTRY,lead,Theratechnologies,Other
235,9618985,NCT04706962,INDUSTRY,collaborator,PPD,Other
236,9620666,NCT04686006,OTHER,lead,Kyushu University,University
237,9620079,NCT04693936,OTHER,lead,University of Crete,University
238,9620286,NCT04690842,OTHER,lead,Hospital de Niños R. Gutierrez de Buenos Aires,Health care Institution
239,9693573,NCT01439867,INDUSTRY,lead,Amgen,Other
240,9621045,NCT04680650,OTHER,lead,Affiliated Cancer Hospital & Institute of Guangzhou Medical University,Health care Institution
241,9622284,NCT04664413,OTHER,lead,University of Salerno,University
242,9621740,NCT04671719,OTHER,lead,Hospices Civils de Lyon,Health care Institution
243,9622185,NCT04666103,OTHER,lead,Wuhan University,University
244,9621493,NCT04675710,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
245,9623436,NCT04648722,OTHER,lead,Medical University of Vienna,University
246,9622370,NCT04663451,OTHER,lead,Universitair Ziekenhuis Brussel,Health care Institution
247,9693907,NCT01455181,INDUSTRY,lead,Shire,Other
248,9622731,NCT04658524,OTHER,lead,Rio de Janeiro State University,University
249,9624300,NCT04637360,OTHER,lead,Min-Sheng General Hospital,Health care Institution
250,9623581,NCT04647006,OTHER_GOV,lead,MUnlu,Other
251,9623582,NCT04647006,OTHER,collaborator,Sisli Hamidiye Etfal Training and Research Hospital,Health care Institution
252,9624301,NCT04637360,OTHER,collaborator,Taipei Medical University Shuang Ho Hospital,Health care Institution
253,9624302,NCT04637360,OTHER,collaborator,Taipei Medical University,University
254,9624303,NCT04637360,OTHER,collaborator,En Chu Kong Hospital,Health care Institution
255,9624304,NCT04637360,OTHER,collaborator,National Taiwan University,University
256,9624305,NCT04637360,OTHER,collaborator,Taichung Tzu Chi Hospital,Health care Institution
257,9625948,NCT04614389,OTHER,lead,University of Southern California,University
258,9624629,NCT04632524,OTHER,lead,Fayoum University Hospital,Health care Institution
259,9625188,NCT04624477,OTHER,lead,"University Health Network, Toronto",University
260,9625189,NCT04624477,OTHER,collaborator,University of British Columbia,University
261,9625190,NCT04624477,OTHER,collaborator,University of Calgary,University
262,9625191,NCT04624477,OTHER,collaborator,Lawson Health Research Institute,Other
263,9625192,NCT04624477,OTHER,collaborator,Ottawa Hospital Research Institute,Health care Institution
264,9625193,NCT04624477,OTHER,collaborator,McMaster University,University
265,9625194,NCT04624477,OTHER,collaborator,CHU de Quebec-Universite Laval,Health care Institution
266,9625195,NCT04624477,OTHER,collaborator,Centre hospitalier de l'Université de Montréal (CHUM),Health care Institution
267,9625196,NCT04624477,OTHER,collaborator,Dalhousie University,University
268,9625197,NCT04624477,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
269,9625198,NCT04624477,OTHER,collaborator,Canadian Cancer Society (CCS),Other
270,9625887,NCT04615988,OTHER,lead,Icahn School of Medicine at Mount Sinai,Other
271,9625949,NCT04614389,INDUSTRY,collaborator,Siemens Medical Solutions USA - CSG,Other
272,9627469,NCT04594720,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
273,9626411,NCT04608253,OTHER,lead,University Medical Center Groningen,Health care Institution
274,9183228,NCT01137097,OTHER,lead,Samsung Medical Center,Health care Institution
275,9626997,NCT04600349,OTHER,lead,University of Bucharest,University
276,9626061,NCT04612894,OTHER,lead,Fudan University,University
277,9626064,NCT04613323,OTHER,lead,Centro Diagnostico Priamar,Other
278,9182564,NCT01129492,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
279,9182565,NCT01129492,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other
280,9182566,NCT01129492,OTHER_GOV,collaborator,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Other
281,9182567,NCT01129492,OTHER_GOV,collaborator,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior.,Other
282,9626935,NCT04601298,OTHER,lead,Shanghai 10th People's Hospital,Health care Institution
283,9694932,NCT01501110,UNKNOWN,collaborator,Programa de pós-graduação em endocrinologia,Other
284,9627801,NCT04589884,OTHER,lead,IHU Strasbourg,Other
285,9627802,NCT04589884,OTHER,collaborator,ARC Foundation for Cancer Research,Other
286,9628199,NCT04585126,OTHER,lead,"University Hospital, Caen",Health care Institution
287,9628200,NCT04585126,OTHER,collaborator,Centre Francois Baclesse,Health care Institution
288,9628550,NCT04580199,OTHER,lead,Mahmoud Fahd,Other
289,9701626,NCT03065218,OTHER,lead,Medstar Health Research Institute,Other
290,9694811,NCT01496313,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
291,9694930,NCT01501110,OTHER,lead,Federal University of Rio Grande do Sul,University
292,9694931,NCT01501110,OTHER,collaborator,Hospital de Clinicas de Porto Alegre,Health care Institution
293,9629282,NCT04570033,OTHER,lead,"Military Institute of Medicine, Poland",Other
294,9628720,NCT04577664,OTHER,lead,Assiut University,University
295,9694947,NCT01502410,NIH,lead,National Cancer Institute (NCI),Government Agency
296,9628961,NCT04574947,OTHER,lead,"Saint Petersburg State University, Russia",University
297,9628964,NCT04574817,INDUSTRY,lead,Taizhou Hanzhong biomedical co. LTD,Industry
298,9629016,NCT04574258,OTHER,lead,Chinese PLA General Hospital,Health care Institution
299,9629283,NCT04570033,OTHER,collaborator,Medical University of Warsaw,University
300,9629330,NCT04569513,OTHER,lead,National Taiwan University Hospital,Health care Institution
301,9629705,NCT04563780,OTHER,lead,Assiut University,University
302,9695039,NCT01506947,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
303,9630334,NCT04554680,OTHER,lead,"National University Hospital, Singapore",Health care Institution
304,9629945,NCT04560426,OTHER,lead,Fudan University,University
305,9629629,NCT04564924,OTHER,lead,Tongji Hospital,Health care Institution
306,9630335,NCT04554680,OTHER,collaborator,Singapore General Hospital,Health care Institution
307,9317467,NCT04488640,OTHER,lead,Bezmialem Vakif University,University
308,9632325,NCT04528225,OTHER,lead,Chinese Academy of Medical Sciences,Other
309,9630593,NCT04551170,OTHER,lead,Vanderbilt University Medical Center,Health care Institution
310,9630862,NCT04548284,OTHER,lead,Sun Yat-sen University,University
311,9183659,NCT01141309,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
312,9632567,NCT04447183,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
313,9695647,NCT01534897,OTHER,lead,Massachusetts General Hospital,Health care Institution
314,9695648,NCT01534897,INDUSTRY,collaborator,GlaxoSmithKline,Other
315,9633334,NCT04450472,OTHER,lead,"Jinling Hospital, China",Health care Institution
316,9317479,NCT04488406,OTHER,lead,University of Pisa,University
317,9633035,NCT04495985,OTHER,lead,The Cleveland Clinic,Other
318,9183900,NCT01143987,OTHER,lead,Chinese University of Hong Kong,University
319,9635563,NCT04141306,OTHER,lead,Hospices Civils de Lyon,Health care Institution
320,9183994,NCT01145040,OTHER,lead,Ruhr University of Bochum,Health care Institution
321,9635598,NCT04135573,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
322,9635607,NCT04133870,OTHER,lead,Royal Marsden NHS Foundation Trust,Other
323,9636487,NCT04013100,OTHER,lead,IHU Strasbourg,Other
324,9635642,NCT04128631,OTHER,lead,Assiut University,University
325,9448466,NCT03300765,OTHER,lead,"Xiayun He, MD",Other
326,9636662,NCT03986437,OTHER,lead,Institut Claudius Regaud,Other
327,9636722,NCT03978351,OTHER,lead,Assiut University,University
328,9636879,NCT03957616,OTHER,lead,Hospices Civils de Lyon,Health care Institution
329,9184441,NCT01150318,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
330,9636918,NCT03951532,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
331,9184355,NCT01149291,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
332,9258588,NCT01862510,OTHER,lead,University of Vermont,University
333,9184737,NCT01153360,OTHER,lead,Yonsei University,University
334,9636990,NCT03941184,OTHER,lead,Mayo Clinic,Health care Institution
335,9184774,NCT01153945,OTHER,lead,Meir Medical Center,Health care Institution
336,9185635,NCT01164176,OTHER,lead,Yonsei University,University
337,9185577,NCT01163565,OTHER,lead,University of Alberta,University
338,9185578,NCT01163565,INDUSTRY,collaborator,Medtronic - MITG,Other
339,9185581,NCT01163669,OTHER,lead,The Cleveland Clinic,Other
340,9185582,NCT01163669,INDUSTRY,collaborator,Amgen,Other
341,9185904,NCT01167309,INDUSTRY,lead,LEO Pharma,Other
342,9186416,NCT01173289,OTHER_GOV,lead,"National Cancer Center, Korea",Health care Institution
343,9637397,NCT03884140,OTHER,lead,Assiut University,University
344,9317712,NCT04485975,OTHER,lead,Baskent University,University
345,9186843,NCT01178450,OTHER,lead,Josep M Cruzado,Other
