Unnamed: 0,id,nct_id,agency_class,lead_or_collaborator,name,new_class
43,9588626,NCT02393690,OTHER,lead,Academic and Community Cancer Research United,Other
44,9588627,NCT02393690,NIH,collaborator,National Cancer Institute (NCI),Government Agency
45,9686701,NCT01171690,OTHER,lead,Mayo Clinic,Health care Institution
46,9589328,NCT05119296,OTHER,lead,Stanford University,University
47,9589329,NCT05119296,INDUSTRY,collaborator,Merck Sharp & Dohme LLC,Other
48,9686998,NCT01182285,NIH,lead,National Cancer Institute (NCI),Government Agency
49,9591275,NCT05052359,OTHER,lead,"National University Health System, Singapore",University
50,9591126,NCT05054634,OTHER,lead,Quironsalud,Other
51,9700236,NCT05316922,OTHER,lead,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",Other
52,9591390,NCT05049603,OTHER,lead,University of Pisa,University
53,9591391,NCT05049603,OTHER,collaborator,Università degli Studi dell'Insubria,Other
54,9314950,NCT04524884,OTHER,lead,Fudan University,University
55,9591801,NCT05043233,OTHER,lead,Shanghai Jiao Tong University School of Medicine,University
56,9591775,NCT05043584,OTHER,lead,Regional Hospital West Jutland,Health care Institution
57,9591776,NCT05043584,OTHER,collaborator,Hospital of South West Jutland,Health care Institution
58,9591392,NCT05049603,OTHER,collaborator,University of Catania,University
59,9591393,NCT05049603,OTHER,collaborator,University of Messina,University
60,9591395,NCT05049551,OTHER,lead,Centre Hospitalier Princesse Grace,Health care Institution
61,9314966,NCT04523974,OTHER,lead,Shanghai Zhongshan Hospital,Health care Institution
62,9687308,NCT01191762,INDIV,lead,"Kenneth R. Phelps, M.D.",Other
63,9687309,NCT01191762,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
64,9592946,NCT05025046,INDUSTRY,lead,Rigen Biotech,Other
65,9592200,NCT05036525,INDUSTRY,lead,HAN Biomedical Inc,Other
66,9592385,NCT05033496,OTHER_GOV,lead,Hillel Yaffe Medical Center,Health care Institution
67,9592947,NCT05025046,OTHER,collaborator,Tianjin Medical University Cancer Institute and Hospital,Health care Institution
68,9592948,NCT05025046,OTHER,collaborator,Guangdong Provincial People's Hospital,Health care Institution
69,9592949,NCT05025046,OTHER,collaborator,RenJi Hospital,Health care Institution
70,9592950,NCT05025046,OTHER,collaborator,Zhejiang Provincial People's Hospital,Health care Institution
71,9592951,NCT05025046,OTHER,collaborator,The First People's Hospital of Changzhou,Health care Institution
72,9592952,NCT05025046,OTHER,collaborator,Shenzhen People's Hospital,Health care Institution
73,9592953,NCT05025046,OTHER,collaborator,"Zhongshan People's Hospital, Guangdong, China",Health care Institution
74,9593295,NCT05019118,INDUSTRY,lead,Cooperativas Lacteas Unidas,Other
75,9593296,NCT05019118,NETWORK,collaborator,Galician South Health Research Institute,Other
76,9593869,NCT05012033,OTHER,lead,Imperial College London,Other
77,9593440,NCT05017142,OTHER,lead,University of Bern,University
78,9593441,NCT05017142,UNKNOWN,collaborator,Schweizerische Multiple Sklerose Gesellschaft,Other
79,9593442,NCT05017142,OTHER,collaborator,"University Hospital Inselspital, Berne",Health care Institution
80,9593443,NCT05017142,UNKNOWN,collaborator,Roche Pharma (Switzerland) Ltd,Other
81,9593535,NCT05015725,OTHER,lead,Semmelweis University,University
82,9687759,NCT01208051,NIH,lead,National Cancer Institute (NCI),Government Agency
83,9406969,NCT03667157,OTHER,lead,Medical University of Warsaw,University
84,9593444,NCT05017142,INDUSTRY,collaborator,Novartis,Other
85,9315097,NCT04522622,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
86,9270560,NCT01994200,OTHER,lead,Jewish General Hospital,Health care Institution
87,9270561,NCT01994200,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
88,9315094,NCT04522622,OTHER,lead,Ditte Hansen,Other
89,9594714,NCT04998968,OTHER,lead,Uppsala University,University
90,9315098,NCT04522622,OTHER,collaborator,Universiteit Antwerpen,Other
91,9315095,NCT04522622,OTHER,collaborator,Odense University Hospital,Health care Institution
92,9594384,NCT05003856,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
93,9315096,NCT04522622,OTHER,collaborator,Steno Diabetes Center Copenhagen,Other
94,9598236,NCT04952012,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
95,9688074,NCT01219855,INDUSTRY,lead,"OPKO Health, Inc.",Industry
96,9688197,NCT01224782,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
97,9688252,NCT01226914,OTHER,lead,Medical University of South Carolina,University
98,9688253,NCT01226914,INDUSTRY,collaborator,"Ethicon, Inc.",Industry
99,9315193,NCT04521348,OTHER,lead,Fudan University,University
100,9598169,NCT04953195,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
101,9315112,NCT04522570,OTHER,lead,Instituto do Cancer do Estado de São Paulo,Other
102,9596301,NCT04976816,OTHER,lead,Assiut University,University
103,9598237,NCT04952012,UNKNOWN,collaborator,First People's Hospital of Yuhang,Health care Institution
104,9598238,NCT04952012,UNKNOWN,collaborator,Taizhou Women and Children's Hospital Affiliated to Wenzhou Medical University,Health care Institution
105,9598239,NCT04952012,UNKNOWN,collaborator,Changxing People's Hospital,Health care Institution
106,9598517,NCT04948437,OTHER,lead,National Taiwan University Hospital,Health care Institution
107,9688621,NCT01240590,NIH,lead,National Cancer Institute (NCI),Government Agency
108,9598661,NCT04946123,INDUSTRY,lead,Lo.Li.Pharma s.r.l,Other
109,9598885,NCT04943146,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
110,9598914,NCT04942769,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
111,9598886,NCT04943146,UNKNOWN,collaborator,Ningbo Women and Children's Hospital,Health care Institution
112,9598887,NCT04943146,UNKNOWN,collaborator,People's Hospital of Jinhua,Health care Institution
113,9599330,NCT04936698,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
114,9688969,NCT01254565,INDUSTRY,lead,KAI Pharmaceuticals,Other
115,9599698,NCT04931576,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
116,9600031,NCT04927468,OTHER,lead,Sun Yat-sen University,University
117,9599627,NCT04932135,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
118,9600593,NCT04919694,OTHER,lead,Sun Yat-sen University,University
119,9600313,NCT04922892,OTHER,lead,The Second Hospital of Nanjing Medical University,Health care Institution
120,9689347,NCT01268098,INDUSTRY,lead,Shire,Other
121,9689283,NCT01265992,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
122,9689284,NCT01265992,INDUSTRY,collaborator,Pharma Consulting Group AB,Other
123,9600914,NCT04916262,OTHER,lead,Qianfoshan Hospital,Health care Institution
124,9689560,NCT01277510,INDUSTRY,lead,Amgen,Other
125,9602078,NCT04905641,OTHER,lead,Mahidol University,University
126,9689394,NCT01270321,OTHER,lead,Emory University,University
127,9689395,NCT01270321,INDUSTRY,collaborator,Novartis,Other
128,9689472,NCT01273597,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
129,9689473,NCT01273597,UNKNOWN,collaborator,Planimeter Ltd,Other
130,9602193,NCT04904159,OTHER_GOV,lead,Dr. Lutfi Kirdar Kartal Training and Research Hospital,Health care Institution
131,9604154,NCT04879173,OTHER,lead,Dong Jun Lim,Other
132,9603048,NCT04892303,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Health care Institution
133,9603049,NCT04892303,NIH,collaborator,National Cancer Institute (NCI),Government Agency
134,9603763,NCT04883294,OTHER,lead,Maastricht University Medical Center,Health care Institution
135,9604001,NCT04880798,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
136,9604002,NCT04880798,OTHER,collaborator,Beijing Cancer Hospital,Health care Institution
137,9604190,NCT04878614,OTHER,lead,"University of California, Los Angeles",University
138,9602841,NCT04895631,OTHER,lead,Thomas Hope,Other
139,9689786,NCT01286753,INDUSTRY,lead,Hoffmann-La Roche,Other
140,9689900,NCT01290029,INDUSTRY,lead,Amgen,Other
141,9689949,NCT01291498,OTHER,lead,Oxford University Hospitals NHS Trust,Health care Institution
142,9689950,NCT01291498,INDUSTRY,collaborator,Theraclion,Other
143,9604646,NCT04311606,INDUSTRY,collaborator,Regeneron Pharmaceuticals,Other
144,9604233,NCT04877665,OTHER,lead,"Aga Khan University Hospital, Pakistan",Health care Institution
145,9604238,NCT04877613,OTHER,lead,University of Pennsylvania,University
146,9690083,NCT01297309,INDUSTRY,lead,Shire,Other
147,9690124,NCT01298323,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
148,9604709,NCT04000880,OTHER,lead,University of Alabama at Birmingham,University
149,9604710,NCT04000880,OTHER,collaborator,University of Tennessee Health Science Center,University
150,9604711,NCT04000880,NIH,collaborator,National Cancer Institute (NCI),Government Agency
151,9604963,NCT04876287,OTHER_GOV,lead,Institut de Radioprotection et de Surete Nucleaire,Other
152,9604645,NCT04311606,OTHER,lead,Massachusetts Eye and Ear Infirmary,Health care Institution
153,9604966,NCT04876534,OTHER,lead,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",Other
154,9604967,NCT04876534,OTHER,collaborator,Mauriziano Umberto I Hospital,Health care Institution
155,9604968,NCT04876534,OTHER,collaborator,Istituto Auxologico Italiano,Other
156,9604969,NCT04876534,OTHER,collaborator,"Azienda Ospedaliera ""Sant'Andrea""",Health care Institution
157,9604970,NCT04876534,OTHER,collaborator,"Azienda Ospedaliero, Universitaria Pisana",Health care Institution
158,9606435,NCT04857086,OTHER,lead,Huazhong University of Science and Technology,University
159,9606180,NCT04860622,OTHER,lead,Sehit Prof. Dr. Ilhan Varank Sancaktepe Training and Research Hospital,Health care Institution
160,9605617,NCT04868045,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
161,9690335,NCT01306656,OTHER,lead,Columbia University,University
162,9690336,NCT01306656,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
163,9606436,NCT04857086,OTHER,collaborator,"Wuhan Union Hospital, China",Health care Institution
164,9606437,NCT04857086,OTHER,collaborator,West China Hospital,Health care Institution
165,9606438,NCT04857086,OTHER,collaborator,The First Affiliated Hospital of Kunming Medical College,Health care Institution
166,9606439,NCT04857086,OTHER,collaborator,Sir Run Run Shaw Hospital,Health care Institution
167,9606440,NCT04857086,OTHER,collaborator,"China-Japan Union Hospital, Jilin University",Health care Institution
168,9606441,NCT04857086,OTHER,collaborator,Chinese PLA General Hospital,Health care Institution
169,9606442,NCT04857086,OTHER,collaborator,Tongji Hospital,Health care Institution
170,9606443,NCT04857086,OTHER,collaborator,First Hospital of China Medical University,Health care Institution
171,9606444,NCT04857086,OTHER,collaborator,Gansu Cancer Hospital,Health care Institution
172,9690675,NCT01321554,INDUSTRY,lead,Eisai Inc.,Industry
173,9606682,NCT04853680,OTHER,lead,Inha University Hospital,Health care Institution
174,9607295,NCT04846010,OTHER,lead,"All Natural Medicine Clinic, LLC",Other
175,9607521,NCT04842942,OTHER,lead,"University Health Network, Toronto",University
176,9607307,NCT04845867,INDUSTRY,lead,ISAR-M GmbH,Other
177,9607308,NCT04845867,INDUSTRY,collaborator,CRI-The Clinical Research Institute GmbH,Other
178,9607398,NCT04844164,OTHER_GOV,lead,"Endocrinology Research Centre, Moscow",Other
179,9607399,NCT04844164,UNKNOWN,collaborator,Russian Science Foundation,Other
180,9607544,NCT04842994,OTHER_GOV,lead,Tata Memorial Hospital,Health care Institution
181,9700938,NCT04639960,OTHER,lead,"University of Geneva, Switzerland",University
182,9608899,NCT04823728,OTHER,lead,Hospices Civils de Lyon,Health care Institution
183,9608315,NCT04831957,OTHER,lead,Universitair Ziekenhuis Brussel,Health care Institution
184,9691183,NCT01341782,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
185,9609950,NCT04809454,OTHER_GOV,lead,"Services Institute of Medical Sciences, Pakistan",Other
186,9609070,NCT04821336,OTHER,lead,Institut Claudius Regaud,Other
187,9609071,NCT04821336,UNKNOWN,collaborator,Cancer Research Center of Toulouse,Other
188,9610179,NCT04806672,OTHER,lead,Minia University,University
189,9610447,NCT04802876,OTHER,lead,SOLTI Breast Cancer Research Group,Other
190,9610448,NCT04802876,INDUSTRY,collaborator,Novartis,Other
191,9611746,NCT04785443,OTHER,lead,"University Hospital, Brest",Health care Institution
192,9610768,NCT04798092,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
193,9611406,NCT04789993,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
194,9716178,NCT02374593,OTHER,lead,Erica Eugster,Other
195,9610923,NCT04795947,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
196,9611056,NCT04794257,OTHER,lead,Marcin Barczynski,Other
197,9613388,NCT04763122,OTHER,lead,Tawam Hospital,Health care Institution
198,9612266,NCT04778865,OTHER,lead,Universidad de Valparaiso,University
199,9691811,NCT01368042,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
200,9613048,NCT04767763,OTHER,lead,Medical University of Gdansk,University
201,9692153,NCT01382212,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
202,9613608,NCT04759911,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
203,9613611,NCT04760171,OTHER,lead,The Leeds Teaching Hospitals NHS Trust,Health care Institution
204,9613612,NCT04760171,OTHER,collaborator,University of Leeds,University
205,9614238,NCT04750460,OTHER,lead,"Saint Petersburg State University, Russia",University
206,9614625,NCT04745793,OTHER,lead,IHU Strasbourg,Other
207,9613683,NCT04759053,OTHER,lead,Kafrelsheikh University,University
208,9613684,NCT04759053,OTHER,collaborator,Alexandria University,University
209,9614143,NCT04752202,OTHER,lead,Medical University of Bialystok,University
210,9614978,NCT04740502,OTHER,lead,University of Cagliari,University
211,9316571,NCT04500925,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
212,9615069,NCT04739566,OTHER,lead,"Saint Petersburg State University, Russia",University
213,9615446,NCT04734457,OTHER,lead,Ain Shams University,University
214,9615979,NCT04701203,INDUSTRY,lead,Ascendis Pharma Bone Diseases A/S,Other
215,9615470,NCT05314790,OTHER,lead,"Fadoi Foundation, Italy",Other
216,9616998,NCT04731740,OTHER,lead,"Saint Petersburg State University, Russia",University
217,9616081,NCT04552769,OTHER,lead,Stanford University,University
218,9616096,NCT04514484,NIH,lead,National Cancer Institute (NCI),Government Agency
219,9616639,NCT03012620,OTHER,lead,UNICANCER,Other
220,9616640,NCT03012620,OTHER_GOV,collaborator,"National Cancer Institute, France",Government Agency
221,9616641,NCT03012620,OTHER,collaborator,"Ligue contre le cancer, France",Other
222,9616642,NCT03012620,INDUSTRY,collaborator,Merck Sharp & Dohme LLC,Other
223,9692614,NCT01401478,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
224,9692615,NCT01401478,INDUSTRY,collaborator,Almedis,Other
225,9616731,NCT02152995,NIH,lead,National Cancer Institute (NCI),Government Agency
226,9692950,NCT01414114,INDUSTRY,lead,KAI Pharmaceuticals,Other
227,9617068,NCT04730726,OTHER,lead,University Medical Center Groningen,Health care Institution
228,9448263,NCT03303053,OTHER_GOV,collaborator,"Ministry of Health, Malaysia",Other
229,9850443,NCT01074684,OTHER,lead,"National Cancer Institute, Naples",Government Agency
230,9448262,NCT03303053,OTHER,lead,"Clinical Research Centre, Malaysia",Other
231,9618332,NCT04714918,OTHER,lead,Limeng Chen,Other
232,9620079,NCT04693936,OTHER,lead,University of Crete,University
233,9618517,NCT04712760,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
234,9619218,NCT04704414,OTHER,lead,University of Zurich,University
235,9618984,NCT04706962,INDUSTRY,lead,Theratechnologies,Other
236,9618985,NCT04706962,INDUSTRY,collaborator,PPD,Other
237,9620286,NCT04690842,OTHER,lead,Hospital de Niños R. Gutierrez de Buenos Aires,Health care Institution
238,9621740,NCT04671719,OTHER,lead,Hospices Civils de Lyon,Health care Institution
239,9620666,NCT04686006,OTHER,lead,Kyushu University,University
240,9693573,NCT01439867,INDUSTRY,lead,Amgen,Other
241,9621045,NCT04680650,OTHER,lead,Affiliated Cancer Hospital & Institute of Guangzhou Medical University,Health care Institution
242,9621493,NCT04675710,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
243,9622185,NCT04666103,OTHER,lead,Wuhan University,University
244,9693907,NCT01455181,INDUSTRY,lead,Shire,Other
245,9622370,NCT04663451,OTHER,lead,Universitair Ziekenhuis Brussel,Health care Institution
246,9622284,NCT04664413,OTHER,lead,University of Salerno,University
247,9623581,NCT04647006,OTHER_GOV,lead,MUnlu,Other
248,9622731,NCT04658524,OTHER,lead,Rio de Janeiro State University,University
249,9623436,NCT04648722,OTHER,lead,Medical University of Vienna,University
250,9623582,NCT04647006,OTHER,collaborator,Sisli Hamidiye Etfal Training and Research Hospital,Health care Institution
251,9624629,NCT04632524,OTHER,lead,Fayoum University Hospital,Health care Institution
252,9624300,NCT04637360,OTHER,lead,Min-Sheng General Hospital,Health care Institution
253,9624301,NCT04637360,OTHER,collaborator,Taipei Medical University Shuang Ho Hospital,Health care Institution
254,9624302,NCT04637360,OTHER,collaborator,Taipei Medical University,University
255,9624303,NCT04637360,OTHER,collaborator,En Chu Kong Hospital,Health care Institution
256,9624304,NCT04637360,OTHER,collaborator,National Taiwan University,University
257,9624305,NCT04637360,OTHER,collaborator,Taichung Tzu Chi Hospital,Health care Institution
258,9625188,NCT04624477,OTHER,lead,"University Health Network, Toronto",University
259,9625189,NCT04624477,OTHER,collaborator,University of British Columbia,University
260,9625190,NCT04624477,OTHER,collaborator,University of Calgary,University
261,9625191,NCT04624477,OTHER,collaborator,Lawson Health Research Institute,Other
262,9625192,NCT04624477,OTHER,collaborator,Ottawa Hospital Research Institute,Health care Institution
263,9625193,NCT04624477,OTHER,collaborator,McMaster University,University
264,9625194,NCT04624477,OTHER,collaborator,CHU de Quebec-Universite Laval,Health care Institution
265,9625195,NCT04624477,OTHER,collaborator,Centre hospitalier de l'Université de Montréal (CHUM),Health care Institution
266,9625196,NCT04624477,OTHER,collaborator,Dalhousie University,University
267,9625197,NCT04624477,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
268,9625198,NCT04624477,OTHER,collaborator,Canadian Cancer Society (CCS),Other
269,9625948,NCT04614389,OTHER,lead,University of Southern California,University
270,9625887,NCT04615988,OTHER,lead,Icahn School of Medicine at Mount Sinai,Other
271,9625949,NCT04614389,INDUSTRY,collaborator,Siemens Medical Solutions USA - CSG,Other
272,9627801,NCT04589884,OTHER,lead,IHU Strasbourg,Other
273,9626997,NCT04600349,OTHER,lead,University of Bucharest,University
274,9627469,NCT04594720,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
275,9626061,NCT04612894,OTHER,lead,Fudan University,University
276,9626064,NCT04613323,OTHER,lead,Centro Diagnostico Priamar,Other
277,9626411,NCT04608253,OTHER,lead,University Medical Center Groningen,Health care Institution
278,9626935,NCT04601298,OTHER,lead,Shanghai 10th People's Hospital,Health care Institution
279,9701626,NCT03065218,OTHER,lead,Medstar Health Research Institute,Other
280,9627802,NCT04589884,OTHER,collaborator,ARC Foundation for Cancer Research,Other
281,9694811,NCT01496313,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
282,9628550,NCT04580199,OTHER,lead,Mahmoud Fahd,Other
283,9694930,NCT01501110,OTHER,lead,Federal University of Rio Grande do Sul,University
284,9694931,NCT01501110,OTHER,collaborator,Hospital de Clinicas de Porto Alegre,Health care Institution
285,9628199,NCT04585126,OTHER,lead,"University Hospital, Caen",Health care Institution
286,9628200,NCT04585126,OTHER,collaborator,Centre Francois Baclesse,Health care Institution
287,9694947,NCT01502410,NIH,lead,National Cancer Institute (NCI),Government Agency
288,9694932,NCT01501110,UNKNOWN,collaborator,Programa de pós-graduação em endocrinologia,Other
289,9628720,NCT04577664,OTHER,lead,Assiut University,University
290,9629016,NCT04574258,OTHER,lead,Chinese PLA General Hospital,Health care Institution
291,9628961,NCT04574947,OTHER,lead,"Saint Petersburg State University, Russia",University
292,9628964,NCT04574817,INDUSTRY,lead,Taizhou Hanzhong biomedical co. LTD,Industry
293,9695039,NCT01506947,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
294,9629330,NCT04569513,OTHER,lead,National Taiwan University Hospital,Health care Institution
295,9629282,NCT04570033,OTHER,lead,"Military Institute of Medicine, Poland",Other
296,9629283,NCT04570033,OTHER,collaborator,Medical University of Warsaw,University
297,9629945,NCT04560426,OTHER,lead,Fudan University,University
298,9629705,NCT04563780,OTHER,lead,Assiut University,University
299,9629629,NCT04564924,OTHER,lead,Tongji Hospital,Health care Institution
300,9630862,NCT04548284,OTHER,lead,Sun Yat-sen University,University
301,9630334,NCT04554680,OTHER,lead,"National University Hospital, Singapore",Health care Institution
302,9630335,NCT04554680,OTHER,collaborator,Singapore General Hospital,Health care Institution
303,9630593,NCT04551170,OTHER,lead,Vanderbilt University Medical Center,Health care Institution
304,9632567,NCT04447183,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
305,9632325,NCT04528225,OTHER,lead,Chinese Academy of Medical Sciences,Other
306,9317467,NCT04488640,OTHER,lead,Bezmialem Vakif University,University
307,9317479,NCT04488406,OTHER,lead,University of Pisa,University
308,9633035,NCT04495985,OTHER,lead,The Cleveland Clinic,Other
309,9695647,NCT01534897,OTHER,lead,Massachusetts General Hospital,Health care Institution
310,9695648,NCT01534897,INDUSTRY,collaborator,GlaxoSmithKline,Other
311,9851158,NCT01083550,OTHER,lead,"University Health Network, Toronto",University
312,9633334,NCT04450472,OTHER,lead,"Jinling Hospital, China",Health care Institution
313,9851160,NCT01083550,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
314,9851159,NCT01083550,OTHER_GOV,collaborator,Ontario Ministry of Health and Long Term Care,Other
315,9851250,NCT01084356,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Health care Institution
316,9636722,NCT03978351,OTHER,lead,Assiut University,University
317,9635563,NCT04141306,OTHER,lead,Hospices Civils de Lyon,Health care Institution
318,9635598,NCT04135573,OTHER_GOV,lead,Shandong Provincial Hospital,Health care Institution
319,9635607,NCT04133870,OTHER,lead,Royal Marsden NHS Foundation Trust,Other
320,9852221,NCT01095341,OTHER,lead,Heidelberg University,University
321,9851702,NCT01089335,OTHER,lead,Region Skane,Other
322,9635642,NCT04128631,OTHER,lead,Assiut University,University
323,9636487,NCT04013100,OTHER,lead,IHU Strasbourg,Other
324,9636662,NCT03986437,OTHER,lead,Institut Claudius Regaud,Other
325,9636918,NCT03951532,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
326,9636990,NCT03941184,OTHER,lead,Mayo Clinic,Health care Institution
327,9448466,NCT03300765,OTHER,lead,"Xiayun He, MD",Other
328,9636879,NCT03957616,OTHER,lead,Hospices Civils de Lyon,Health care Institution
329,9448519,NCT03300284,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
330,9258588,NCT01862510,OTHER,lead,University of Vermont,University
331,9637397,NCT03884140,OTHER,lead,Assiut University,University
332,9317712,NCT04485975,OTHER,lead,Baskent University,University
333,9852830,NCT01102127,OTHER,lead,Castilla-León Health Service,Other
334,9852701,NCT01100619,INDUSTRY,lead,Exelixis,Other
335,9852739,NCT01101113,OTHER,lead,Seoul National University Hospital,Health care Institution
336,9852740,NCT01101113,INDUSTRY,collaborator,Jeil-Kirin Pharmaceutical Inc.,Industry
337,9258905,NCT01865838,OTHER,lead,"National Cancer Centre, Singapore",Other
338,9258906,NCT01865838,OTHER,collaborator,Singapore General Hospital,Health care Institution
339,9317862,NCT04484116,OTHER,lead,Hospital General Ajusco Medio,Health care Institution
340,9317957,NCT04482907,OTHER,lead,Bezmialem Vakif University,University
341,9852837,NCT01102205,OTHER,lead,Vakif Gureba Training and Research Hospital,Health care Institution
342,9318298,NCT04477798,OTHER,lead,Luo Dingcun,Other
343,9696569,NCT01574287,OTHER,lead,"David M. Schuster, MD",Health care Institution
344,9639073,NCT05024929,OTHER,lead,Children's Hospital of Philadelphia,Health care Institution
345,9639191,NCT04683575,OTHER,lead,Qianfoshan Hospital,Health care Institution
