Unnamed: 0,id,nct_id,status,name,city,state,zip,country,continent,iso
72,34946764,NCT01502410,,Children's Hospital of Pittsburgh of UPMC,Pittsburgh,Pennsylvania,15224,United States,North America,USA
73,34946765,NCT01502410,,BI-LO Charities Children's Cancer Center,Greenville,South Carolina,29605,United States,North America,USA
74,34946766,NCT01502410,,Greenville Cancer Treatment Center,Greenville,South Carolina,29605,United States,North America,USA
75,34946767,NCT01502410,,East Tennessee Childrens Hospital,Knoxville,Tennessee,37916,United States,North America,USA
76,34946769,NCT01502410,,Driscoll Children's Hospital,Corpus Christi,Texas,78411,United States,North America,USA
77,34946772,NCT01502410,,Cook Children's Medical Center,Fort Worth,Texas,76104,United States,North America,USA
78,34946770,NCT01502410,,Medical City Dallas Hospital,Dallas,Texas,75230,United States,North America,USA
79,34946771,NCT01502410,,University of Texas Southwestern Medical Center,Dallas,Texas,75390,United States,North America,USA
80,34946777,NCT01502410,,Midwest Children's Cancer Center,Milwaukee,Wisconsin,53226,United States,North America,USA
81,34946773,NCT01502410,,Baylor College of Medicine,Houston,Texas,77030,United States,North America,USA
82,34946774,NCT01502410,,Childrens Hospital-King's Daughters,Norfolk,Virginia,23507,United States,North America,USA
83,34946775,NCT01502410,,Seattle Children's Hospital,Seattle,Washington,98105,United States,North America,USA
84,34946776,NCT01502410,,Providence Sacred Heart Medical Center and Children's Hospital,Spokane,Washington,99204,United States,North America,USA
85,34946778,NCT01502410,,Sydney Children's Hospital,Randwick,New South Wales,2031,Australia,Pacifica,AUS
86,34946779,NCT01502410,,Princess Margaret Hospital for Children,Perth,Western Australia,6008,Australia,Pacifica,AUS
87,34946780,NCT01502410,,British Columbia Children's Hospital,Vancouver,British Columbia,V6H 3V4,Canada,North America,CAN
88,34946781,NCT01502410,,IWK Health Centre,Halifax,Nova Scotia,B3J 3G9,Canada,North America,CAN
89,34946782,NCT01502410,,McMaster Children's Hospital at Hamilton Health Sciences,Hamilton,Ontario,L8N 3Z5,Canada,North America,CAN
90,34946783,NCT01502410,,Hospital for Sick Children,Toronto,Ontario,M5G 1X8,Canada,North America,CAN
91,34946784,NCT01502410,,The Montreal Children's Hospital of the MUHC,Montreal,Quebec,H3H 1P3,Canada,North America,CAN
92,34946785,NCT01502410,,Centre Hospitalier Universitaire Sainte-Justine,Montreal,Quebec,H3T 1C5,Canada,North America,CAN
93,34946786,NCT01502410,,Centre Hospitalier Universitaire de Quebec,Ste-Foy,Quebec,G1V 4G2,Canada,North America,CAN
94,35480940,NCT00060242,,Josephine Ford Cancer Center at Henry Ford Hospital,Detroit,Michigan,48202,United States,North America,USA
95,35480941,NCT00060242,,"Ireland Cancer Center at University Hosptials Case Medical Center, Case Comprehensive Cancer Center",Cleveland,Ohio,44106-5065,United States,North America,USA
96,35480942,NCT00060242,,Hillman Cancer Center at University of Pittsburgh Cancer Institute,Pittsburgh,Pennsylvania,15232,United States,North America,USA
97,35482083,NCT00061906,,Ohio State University Comrehensive Cancer Center,Columbus,Ohio,43210-1240,United States,North America,USA
98,35482084,NCT00061906,,University of Texas - MD Anderson Cancer Center,Houston,Texas,77030-4009,United States,North America,USA
99,36636296,NCT00742716,,"Pines Clinical Research, Inc.",Pembroke Pines,Florida,33028,United States,North America,USA
100,36636297,NCT00742716,,Boise Kidney and Hypertension Institute,Meridian,Idaho,83642,United States,North America,USA
101,36636298,NCT00742716,,Western New England Renal & Transplant Associates (WNERTA),Springfield,Massachusetts,01107-1121,United States,North America,USA
102,36636299,NCT00742716,,Southeast Renal Research Institute,Chattanooga,Tennessee,37404,United States,North America,USA
103,36636300,NCT00742716,,U.S. Renal Care,Fort Worth,Texas,76105,United States,North America,USA
104,36636301,NCT00742716,,Capital District Heatlth Authority: Centre for Clinical Research,Halifax,Nova Scotia,B3H 1V8,Canada,North America,CAN
105,36636302,NCT00742716,,St. Joseph's Health Care London,London,Ontario,N6A 4V2,Canada,North America,CAN
106,36636303,NCT00742716,,St. Michael's Hospital,Toronto,Ontario,M5N 1W8,Canada,North America,CAN
107,36636304,NCT00742716,,Humber River Regional Hospital,Weston,Ontario,M9N 1N8,Canada,North America,CAN
108,36636305,NCT00742716,,Hôpital Charles-Lemoyne,Greenfield Park,Quebec,J4V 2H1,Canada,North America,CAN
109,36636306,NCT00742716,,Hôpital du Sacré-Coeur de Montréal,Montreal,Quebec,H4J 1C5,Canada,North America,CAN
110,36636307,NCT00742716,,Hospital de Verdun,Verdun,Quebec,H4G 2A3,Canada,North America,CAN
111,35490233,NCT00073710,,Creighton University,Omaha,Nebraska,68131,United States,North America,USA
112,35486666,NCT00068497,,Southwest Oncology Group,San Antonio,Texas,78245,United States,North America,USA
113,35492258,NCT00077103,,Josephine Ford Cancer Center at Henry Ford Hospital,Detroit,Michigan,48202,United States,North America,USA
114,35492259,NCT00077103,,"Ireland Cancer Center at University Hosptials Case Medical Center, Case Comprehensive Cancer Center",Cleveland,Ohio,44106-5065,United States,North America,USA
115,35492260,NCT00077103,,Hillman Cancer Center at University of Pittsburgh Cancer Institute,Pittsburgh,Pennsylvania,15232,United States,North America,USA
116,35494445,NCT00080574,,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Bethesda,Maryland,20892,United States,North America,USA
117,35890160,NCT00961701,,"Endocrine Institute , Haemek Medical Center",Afula,,18101,Israel,Middle East,ISR
118,34953872,NCT01534897,,Massachusetts General Hospital,Boston,Massachusetts,02215,United States,North America,USA
119,36665365,NCT03517267,Recruiting,Rambam Medical Center,Haifa,Israek,,Israel,Middle East,ISR
120,36915346,NCT04136912,,Univeristy of North Carolina Chapel Hill,Chapel Hill,North Carolina,27599,United States,North America,USA
121,36663377,NCT03530462,,"The First Affiliated Hospital, Zhejiang University",Hangzhou,Zhejiang,,China,East Asia,CHN
122,36663422,NCT03530033,Recruiting,Fujian Medical University Union Hospital,FuZhou,Fujian,350001,China,East Asia,CHN
123,36665346,NCT03517579,Recruiting,Johns Hopkins Hospital,Baltimore,Maryland,21247,United States,North America,USA
124,35890218,NCT00962221,,"Endocrine Institute, Haemek Medical Center",Afula,,18101,Israel,Middle East,ISR
125,36666265,NCT03515863,Recruiting,"Zhognshan Ophthalmic Center, Sun Yat-sen University",Guangzhou,,,China,East Asia,CHN
126,36666137,NCT03516773,,Clinical Research Center Hadassah Ein Kerem Medical Center,Jerusalem,,"91120,",Israel,Middle East,ISR
127,36666145,NCT03516747,,Haemek Medical Center,Afula,,1834111,Israel,Middle East,ISR
128,36666266,NCT03515863,Recruiting,the First People's Hospital of Zhaoqing,Zhaoqing,,,China,East Asia,CHN
129,36727666,NCT03149354,Recruiting,CHU Amiens Picardie,Amiens,Picardie,80054,France,Europe,FRA
130,36666599,NCT03514251,Recruiting,Fujian Medical University Union Hospital,FuZhou,Fujian,350001,China,East Asia,CHN
131,36667116,NCT03510143,,Jin Wook Yi,Seoul,,03080,"Korea, Republic of",East Asia,KOR
132,36667708,NCT03506048,,Emory University Hospital/Winship Cancer Institute,Atlanta,Georgia,30322,United States,North America,USA
133,36668691,NCT03498417,,"Endocrinology Unit I, University of Pisa",Pisa,,56124,Italy,Europe,ITA
134,36668435,NCT03500666,Recruiting,Fujian Medical University Union Hospital,FuZhou,Fujian,350001,China,East Asia,CHN
135,36668436,NCT03500666,Recruiting,Wen-xin ZHAO,Fuzhou,Fujian,350001,China,East Asia,CHN
136,36668702,NCT03498183,Not yet recruiting,Centre Hospitalier et Universitaire (chu),Angers,,49000,France,Europe,FRA
137,36668703,NCT03498183,Not yet recruiting,CHU,Grenoble,,38000,France,Europe,FRA
138,36668704,NCT03498183,Not yet recruiting,CHU,Lille,,59000,France,Europe,FRA
139,36668705,NCT03498183,Not yet recruiting,CHU,Limoges,,,France,Europe,FRA
140,36668706,NCT03498183,Not yet recruiting,Hospices Civils,Lyon,,69000,France,Europe,FRA
141,36668707,NCT03498183,Recruiting,CHU,Nantes,,,France,Europe,FRA
142,36668708,NCT03498183,Not yet recruiting,Assistance publique des Hôpitaux de Paris,Paris,,75 000,France,Europe,FRA
143,36672236,NCT03470259,,University Medical Center Groningen,Groningen,,9713GZ,Netherlands,Europe,NLD
144,36670497,NCT03484416,,Ewha Womans University Medical Center,Seoul,,07985,"Korea, Republic of",East Asia,KOR
145,36670935,NCT03479801,Recruiting,SAHZhejiangU,Hanzhou,Zhejiang,310009,China,East Asia,CHN
146,36672237,NCT03470259,,Erasmus Medical Center,Rotterdam,,,Netherlands,Europe,NLD
147,36672990,NCT03464149,,"Department of Internal Medicine III, Division of Nephrology and Dialysis, Medical University of Vienna, Austria",Vienna,,1090,Austria,Europe,AUT
148,36672368,NCT03469310,,GME General Surgery Clinic,Edinburg,Texas,78539,United States,North America,USA
149,36672398,NCT03469011,Recruiting,Cross Cancer Institute,Edmonton,Alberta,,Canada,North America,CAN
150,36672839,NCT03465176,,Franklin Institute of Wellness,Franklin,Tennessee,37067,United States,North America,USA
151,36674081,NCT03454477,Recruiting,Wen-xin ZHAO,Fuzhou,Fujian,350001,China,East Asia,CHN
152,36728312,NCT05152927,Recruiting,"University of California, San Francisco",San Francisco,California,94143,United States,North America,USA
153,36674082,NCT03454464,Recruiting,Wen-xin ZHAO,Fuzhou,Fujian,350001,China,East Asia,CHN
154,35891628,NCT00973336,Recruiting,Medical University of Vienna,Vienna,,1090,Austria,Europe,AUT
155,36728337,NCT05070091,,7 Szpital Marynarki Wojennej,Gdańsk,,,Poland,Europe,POL
156,36728338,NCT05070091,,Medical University of Gdansk,Gdańsk,,,Poland,Europe,POL
157,36676679,NCT04858867,Recruiting,Leiden University Medical Center,Leiden,Zuid-Holland,2333ZA,Netherlands,Europe,NLD
158,35892759,NCT00982722,,Karolinska UH,Stockholm,,17176,Sweden,Europe,SWE
159,35892760,NCT00982722,,Karolinska University Hospital,Stockholm,,SE-17176,Sweden,Europe,SWE
160,36684337,NCT03447093,Recruiting,First affiliated hospital of Harbin medical university,Harbin,Heilongjiang,150001,China,East Asia,CHN
161,36686007,NCT03434067,Recruiting,Wen-xin ZHAO,Fuzhou,Fujian,350001,China,East Asia,CHN
162,36685619,NCT03437174,,Endokrinologie in Charlottenburg,Berlin,,D-10627,Germany,Europe,DEU
163,36685620,NCT03437174,,Charite Berlin,Berlin,,,Germany,Europe,DEU
164,36685621,NCT03437174,,Ludwig-Maximilians-Universität,Munich,,81377,Germany,Europe,DEU
165,36685622,NCT03437174,,University Hospital Rostock,Rostock,,18057,Germany,Europe,DEU
166,36685623,NCT03437174,,"Dept. of Endocrinology and Diabetology, Dept. of Medicine I, University Hospital Wuerzburg",Wuerzburg,,97080,Germany,Europe,DEU
167,36684880,NCT03444246,,"Xijing Hospital, Fourth Military Medical university",Xi'an,Shaanxi,710032,China,East Asia,CHN
168,35893181,NCT00984191,,King Chulalongkorn Hospital,Pathumwan,Bangkok,10330,Thailand,Southest Asia,THA
169,36687343,NCT03425747,,Campus Bio-Medico University,Roma,,00128,Italy,Europe,ITA
170,36686486,NCT03432299,Recruiting,Seoul National University Hospital,Seoul,,03080,"Korea, Republic of",East Asia,KOR
171,36688427,NCT03416686,,Hôpital Saint Louis,Paris,,75010,France,Europe,FRA
172,36687850,NCT03420963,Recruiting,M D Anderson Cancer Center,Houston,Texas,77030,United States,North America,USA
173,35894793,NCT00993837,,Changzheng Hospital,Shanghai,Shanghai,200003,China,East Asia,CHN
174,36689645,NCT03414021,Recruiting,Humanitep,Lomme,Hauts De France,59462,France,Europe,FRA
175,36689646,NCT03414021,Not yet recruiting,Hopital Privé Le Bois,Lille,Hauts-de-France,59000,France,Europe,FRA
176,36692674,NCT03395925,,Johann-Wolfgang Goethe University,Frankfurt,,60590,Germany,Europe,DEU
177,36690265,NCT03411187,Recruiting,Wen-xin ZHAO,Fuzhou,Fujian,350001,China,East Asia,CHN
178,36694881,NCT03377829,Recruiting,"Ultrasound Department, Chinese PLA General Hospital",Beijing,Beijing,010,China,East Asia,CHN
179,36693157,NCT03392402,,"Maria Sklodowska-Curie Memorial Cancer Center, Institute of Oncology",Gliwice,,44-101,Poland,Europe,POL
180,35896931,NCT01003652,,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,Brussels,,1200,Belgium,Europe,BEL
181,36694451,NCT03382158,Recruiting,Children's Minnesota,Minneapolis,Minnesota,55404,United States,North America,USA
182,36693651,NCT03387943,Recruiting,Zhejiang Cancer Hospital,Zhejiang,,,China,East Asia,CHN
183,36694726,NCT03379181,,"University Hospital Basel, Department of Endocrinology",Basel,BS,4031,Switzerland,Europe,CHE
184,36694882,NCT03377829,Recruiting,Ultrasound Department of the Third Hospital Affiliated to Zhongshan University,Guangzhou,Guangdong,020,China,East Asia,CHN
185,36694883,NCT03377829,Recruiting,"Ultrasound Department, the Second Affiliated Hospital of Harbin Medical Univercity",Harbin,Heilongjiang,451,China,East Asia,CHN
186,36694884,NCT03377829,Recruiting,"Ultrasound Department, the Xiangya Third Hospital of Zhongnan University",Changsha,Hunan,731,China,East Asia,CHN
187,36694885,NCT03377829,Recruiting,"Ultrasound Department, the First Affliction Hospital of Nanjing Medical University",Nanjing,Jiangsu,025,China,East Asia,CHN
188,36694886,NCT03377829,Recruiting,"Ultrasound Department, the First Affiliated Hospital of Soochow University",Suzhou,Jiangsu,557,China,East Asia,CHN
189,36694887,NCT03377829,Recruiting,"Ultrasound Department, First people's Hospital Affiliated to Medical School of Shanghai Jiaotong University",Shanghai,Shanghai,021,China,East Asia,CHN
190,36694888,NCT03377829,Recruiting,"Ultrasound Department, Ruijin Hospital Affiliated to Medical School of Shanghai Jiaotong University",Shanghai,Shanghai,021,China,East Asia,CHN
191,36694889,NCT03377829,Recruiting,"The department of ultrasound ,second affiliated hospital of xi'an jiaotong university",Xi'an,Shanxi,029,China,East Asia,CHN
192,36694890,NCT03377829,Recruiting,"Department of Ultrasonography, Zhejiang Cancer Hospital",Hangzhou,Zhejiang,571,China,East Asia,CHN
193,36694891,NCT03377829,Recruiting,"Department of Ultrasound Medicine, the First Hospital Affiliated to Medical School of Zhejiang University",Hangzhou,Zhejiang,571,China,East Asia,CHN
194,36694892,NCT03377829,Recruiting,"Department of Endocrinology, Regina Apostolorum Hospital",Rome,,,Italy,Europe,ITA
195,36694893,NCT03377829,Recruiting,"Diagnostic Imaging, Regina Apostolorum Hospital",Rome,,,Italy,Europe,ITA
196,36695108,NCT03375931,Recruiting,"Department of Anesthesiology and Pain Medicine, Anesthesia and Pain Research Institute, Yonsei University College of Medicine",Seoul,,03722,"Korea, Republic of",East Asia,KOR
197,36695879,NCT03369405,,"School of Dental Medicine, University at Buffalo",Buffalo,New York,14214,United States,North America,USA
198,36931463,NCT03669432,,Gouri Pantvaidya,Mumbai,Maharashtra,400012,India,South Asia,IND
199,34964258,NCT01574287,,Emory University,Atlanta,Georgia,30032,United States,North America,USA
200,36701916,NCT03331172,,Queen Mary Hospital,Hong Kong,,,Hong Kong,East Asia,HKG
201,36702950,NCT03324880,Recruiting,Oslo Universitetssykehus HF Rikshospitalet,Oslo,,372,Norway,Europe,NOR
202,36702313,NCT03327636,,Queen Mary Hospital,Hong Kong,,,Hong Kong,East Asia,HKG
203,36702951,NCT03324880,Recruiting,Oslo Universitetssykehus Aker,Oslo,,N-0514,Norway,Europe,NOR
204,36702952,NCT03324880,Recruiting,Centro Hospitalar E Universitário de Coimbra EPE,Coimbra,,3000-075,Portugal,Europe,PRT
205,36702953,NCT03324880,Recruiting,Unidade Local de Saúde de Matosinhos SA,Matosinhos,,4464-513,Portugal,Europe,PRT
206,36702954,NCT03324880,Recruiting,"Centro Hospitalar de São João, E.P.E.",Porto,,4200-319,Portugal,Europe,PRT
207,36702955,NCT03324880,Recruiting,C.H. Regional Reina Sofia - PPDS,Cordoba,Córdoba,,Spain,Europe,ESP
208,36702956,NCT03324880,Recruiting,Hospital Universitario Quironsalud Madrid,Pozuelo De Alarcón,Madrid,28223,Spain,Europe,ESP
209,36702957,NCT03324880,Recruiting,Hospital Universitario Fundacion Jimenez Diaz,Madrid,,28040,Spain,Europe,ESP
210,36702958,NCT03324880,Recruiting,Hospital Universitario 12 de Octubre,Madrid,,28041,Spain,Europe,ESP
211,36702959,NCT03324880,Withdrawn,Karolinska Universitetssjukhuset Solna,Stockholm,Stockholms Lan,17176,Sweden,Europe,SWE
212,36702960,NCT03324880,Recruiting,Sahlgrenska Universitetssjukhuset,Gothenburg,,41345,Sweden,Europe,SWE
213,36702961,NCT03324880,Withdrawn,Skanes Universitetssjukhus Lund,Lund,,SE-22185,Sweden,Europe,SWE
214,36702962,NCT03324880,Recruiting,Ninewells Hospital - PPDS,Dundee,Dundee City,DD1 9SY,United Kingdom,Europe,GBR
215,36702963,NCT03324880,Recruiting,Norfolk and Norwich University Hospital,Norwich,Norfolk,NR4 7UY,United Kingdom,Europe,GBR
216,36702964,NCT03324880,Recruiting,Queen Elizabeth Hospital,Birmingham,,B15 2TH,United Kingdom,Europe,GBR
217,36702965,NCT03324880,Recruiting,Leicester Royal Infirmary,Leicester,,LE1 5WW,United Kingdom,Europe,GBR
218,36702966,NCT03324880,Not yet recruiting,Manchester Royal Infirmary - PPDS,Manchester,,M13 9WL,United Kingdom,Europe,GBR
219,36730580,NCT02012699,Recruiting,Penrose Cancer Center,Colorado Springs,Colorado,80907,United States,North America,USA
220,36703074,NCT03324022,Recruiting,"National Taiwan University Hospital Taipei, Taiwan",Taipei,,,Taiwan,East Asia,TWN
221,36702923,NCT03324893,,UHN,Toronto,Ont,m5g 2c4,Canada,North America,CAN
222,36702924,NCT03324880,Recruiting,University of Chicago,Chicago,Illinois,60637,United States,North America,USA
223,36702925,NCT03324880,Completed,Michigan Bone and Mineral Clinic,Detroit,Michigan,48236,United States,North America,USA
224,36702926,NCT03324880,Completed,Mayo Clinic - PPDS,Rochester,Minnesota,55905,United States,North America,USA
225,36702927,NCT03324880,Recruiting,Physicians East PA,Greenville,North Carolina,27834,United States,North America,USA
226,36702928,NCT03324880,Recruiting,Ohio State University Wexner Medical Center,Columbus,Ohio,43203,United States,North America,USA
227,36702929,NCT03324880,Recruiting,Children's Hospital of Philadelphia,Philadelphia,Pennsylvania,19104,United States,North America,USA
228,36702930,NCT03324880,Recruiting,UZ Gent,Gent,Oost-Vlaanderen,9000,Belgium,Europe,BEL
229,36702931,NCT03324880,Recruiting,UZ Leuven,Leuven,Vlaams Brabant,3000,Belgium,Europe,BEL
230,36702932,NCT03324880,Not yet recruiting,Nova Scotia Health Authority (Capital District Health Authority),Halifax,Nova Scotia,B3H 1V7,Canada,North America,CAN
231,36702933,NCT03324880,Recruiting,Bone Research and Education Centre,Oakville,Ontario,L6M 1M1,Canada,North America,CAN
232,36702934,NCT03324880,Not yet recruiting,CHU de Quebec-Universite Laval,Quebec,,G1J 1Z4,Canada,North America,CAN
233,36702935,NCT03324880,Recruiting,Eastern Health - Health Sciences Center- General Hospital,Saint John's,,A1B3V6,Canada,North America,CAN
234,36702936,NCT03324880,Recruiting,Aarhus Universitetshospital,Aarhus N,Central Jutland,8200,Denmark,Europe,DNK
235,36702937,NCT03324880,Recruiting,Odense Universitetshospital,Odense C,,5000,Denmark,Europe,DNK
236,36702938,NCT03324880,Recruiting,CHU Angers,Angers,,49933,France,Europe,FRA
237,36702939,NCT03324880,Recruiting,Hopital Jean Minjoz,Besançon,,25030,France,Europe,FRA
238,36702940,NCT03324880,Recruiting,CHU Bicêtre,Le Kremlin-Bicêtre,,94275,France,Europe,FRA
239,36702941,NCT03324880,Recruiting,CHRU Lille,Lille,,59000,France,Europe,FRA
240,36702942,NCT03324880,Recruiting,Universitätsklinikum Carl Gustav Carus an der TU Dresden,Dresden,Sachsen,1307,Germany,Europe,DEU
241,36702943,NCT03324880,Recruiting,Fondazione IRCCS Cà Granda Ospedale Maggiore Policlinico,Milano,Lombardia,20122,Italy,Europe,ITA
242,36702944,NCT03324880,Recruiting,"Universita di Firenze, Dipartimento di Chirurgia e Medicina Traslazionale (DCMT)",Firenze,,50139,Italy,Europe,ITA
243,36702945,NCT03324880,Recruiting,Università Campus Bio Medico Di Roma,Roma,,128,Italy,Europe,ITA
244,36702946,NCT03324880,Recruiting,VU Medisch Centrum,Amsterdam,Noord-Holland,1081 HV,Netherlands,Europe,NLD
245,36702947,NCT03324880,Recruiting,Leids Universitair Medisch Centrum,Leiden,,2300 RC,Netherlands,Europe,NLD
