Unnamed: 0,id,nct_id,agency_class,lead_or_collaborator,name,new_class
39,8516736,NCT01222026,OTHER_GOV,collaborator,National Bank of Austria,Other
40,8089189,NCT03469011,OTHER,lead,AHS Cancer Control Alberta,Other
41,8089190,NCT03469011,OTHER,collaborator,Alberta Cancer Foundation,Other
42,8516975,NCT01225016,OTHER,lead,University of Alabama at Birmingham,University
43,8089143,NCT03469544,OTHER,lead,Assiut University,University
44,8382295,NCT03106337,OTHER,lead,Massachusetts General Hospital,Health care Institution
45,8089685,NCT03464149,OTHER,lead,Medical University of Vienna,University
46,8516865,NCT01223638,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
47,8089580,NCT03465176,OTHER,lead,Franklin Health Research,Other
48,8091579,NCT04858867,OTHER,lead,Leiden University Medical Center,Health care Institution
49,8517382,NCT01229865,INDUSTRY,lead,Vascular Biogenics Ltd. operating as VBL Therapeutics,Industry
50,8517115,NCT01226810,OTHER,lead,Rambam Health Care Campus,Other
51,8517181,NCT01227499,OTHER,lead,xiaolong zhao,Other
52,8517182,NCT01227499,OTHER,collaborator,Zhongda Hospital,Health care Institution
53,8517183,NCT01227499,OTHER,collaborator,Fudan University,University
54,8090639,NCT03454477,OTHER,lead,Fujian Medical University,University
55,8090640,NCT03454464,OTHER,lead,Fujian Medical University,University
56,8517290,NCT01228786,OTHER_GOV,lead,Postgraduate Institute of Medical Education and Research,Other
57,8382535,NCT03131206,OTHER,lead,Dana-Farber Cancer Institute,Health care Institution
58,8382536,NCT03131206,INDUSTRY,collaborator,"Genentech, Inc.",Industry
59,8098372,NCT03387943,INDUSTRY,lead,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",Industry
60,8383225,NCT05347082,OTHER,lead,Hospital Regional 1o de Octubre,Health care Institution
61,8382724,NCT03150108,INDUSTRY,lead,Shire,Other
62,8382914,NCT03174925,OTHER,lead,Stanford University,University
63,8383226,NCT05347082,OTHER,collaborator,Universidad Nacional Autonoma de Mexico,University
64,8383227,NCT05347082,OTHER,collaborator,"National Polytechnic Institute, Mexico",Other
65,8092925,NCT03444246,OTHER,lead,Xijing Hospital,Health care Institution
66,8383344,NCT05242055,OTHER,lead,Capital Medical University,University
67,8383345,NCT05241834,INDUSTRY,lead,Eli Lilly and Company,Other
68,8383346,NCT05241834,INDUSTRY,collaborator,"Loxo Oncology, Inc.",Industry
69,8383904,NCT04644315,INDUSTRY,lead,Hoffmann-La Roche,Other
70,8092663,NCT03447093,OTHER,lead,First Affiliated Hospital of Harbin Medical University,Health care Institution
71,8648440,NCT04433936,OTHER,lead,Ameera Gamal Abdelhameed,Other
72,8250801,NCT04953195,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
73,8384393,NCT03922087,OTHER,lead,Sun Yat-sen University,University
74,8384394,NCT03922087,UNKNOWN,collaborator,Huizhou No.1 Maternal and Child Care Service Cencer,Other
75,8457937,NCT03986593,OTHER,lead,Instituto do Cancer do Estado de São Paulo,Other
76,8250868,NCT04952012,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
77,8250869,NCT04952012,UNKNOWN,collaborator,First People's Hospital of Yuhang,Health care Institution
78,8250870,NCT04952012,UNKNOWN,collaborator,Taizhou Women and Children's Hospital Affiliated to Wenzhou Medical University,Health care Institution
79,8250871,NCT04952012,UNKNOWN,collaborator,Changxing People's Hospital,Health care Institution
80,8251308,NCT04946123,INDUSTRY,lead,Lo.Li.Pharma s.r.l,Other
81,8386205,NCT03211117,OTHER,lead,Mayo Clinic,Health care Institution
82,8386206,NCT03211117,NIH,collaborator,National Cancer Institute (NCI),Government Agency
83,8386794,NCT03280264,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
84,8251154,NCT04948437,OTHER,lead,National Taiwan University Hospital,Health care Institution
85,8457938,NCT03986593,OTHER,collaborator,University of Sao Paulo General Hospital,Health care Institution
86,8457944,NCT03960554,OTHER,lead,"Thomas Nickolas, MD MS",Other
87,8386818,NCT03283098,INDUSTRY,lead,Amgen,Other
88,8388341,NCT03463889,OTHER,lead,"University of California, San Francisco",University
89,8386976,NCT03299244,INDUSTRY,lead,Amgen,Other
90,8387583,NCT03364738,INDUSTRY,lead,Shire,Other
91,8251565,NCT04942769,OTHER,lead,Beijing Chao Yang Hospital,Health care Institution
92,8251536,NCT04943146,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
93,8251537,NCT04943146,UNKNOWN,collaborator,Ningbo Women and Children's Hospital,Health care Institution
94,8251538,NCT04943146,UNKNOWN,collaborator,People's Hospital of Jinhua,Health care Institution
95,8594905,NCT01969019,OTHER,lead,Ruijin Hospital,Health care Institution
96,8388876,NCT03535974,OTHER,lead,Fundatia Bio-Forum,Other
97,8093590,NCT03437174,OTHER,lead,University of Wuerzburg,University
98,8093591,NCT03437174,OTHER,collaborator,Ludwig-Maximilians - University of Munich,University
99,8093592,NCT03437174,OTHER,collaborator,University Medical Center Rostock,Health care Institution
100,8093593,NCT03437174,UNKNOWN,collaborator,"Praxis Endokrinologie in Charlottenburg, Berlin",Other
101,8093594,NCT03437174,OTHER,collaborator,"Charite University, Berlin, Germany",University
102,8093595,NCT03437174,UNKNOWN,collaborator,"Endocrine Practice, Oldenburg, Germany",Other
103,8390065,NCT03835728,OTHER,lead,University of Texas Southwestern Medical Center,Health care Institution
104,8390066,NCT03835728,INDUSTRY,collaborator,"Genentech, Inc.",Industry
105,8458625,NCT05002998,INDUSTRY,lead,"Horizon Therapeutics USA, Inc.",Industry
106,8390044,NCT03764007,OTHER,lead,Thomas Hope,Other
107,8458792,NCT04542278,OTHER,lead,"University of Wisconsin, Madison",University
108,8093861,NCT03434067,OTHER,lead,"Bo Wang,MD",Other
109,8392027,NCT03720210,OTHER,lead,Mayo Clinic,Health care Institution
110,8392047,NCT03630120,OTHER,lead,H. Lee Moffitt Cancer Center and Research Institute,Health care Institution
111,8392753,NCT01974284,OTHER,lead,Yale University,University
112,8393271,NCT01269749,OTHER,lead,University of Florida,University
113,8393272,NCT01269749,OTHER,collaborator,Baylor College of Medicine,Other
114,8094024,NCT03432299,OTHER,lead,Seoul National University Hospital,Health care Institution
115,8393415,NCT01127503,INDUSTRY,lead,"Bausch Health Americas, Inc.",Industry
116,8252000,NCT04936698,OTHER,lead,Chang Gung Memorial Hospital,Health care Institution
117,8393510,NCT01012414,OTHER,lead,Thomas Jefferson University,University
118,8393511,NCT01012414,INDUSTRY,collaborator,Abbott,Other
119,8520414,NCT01263951,OTHER,lead,Thomas Jefferson University,University
120,8394082,NCT00582712,OTHER,lead,"University of Wisconsin, Madison",University
121,8394432,NCT00206375,OTHER,lead,Baylor College of Medicine,Other
122,8394433,NCT00206375,INDUSTRY,collaborator,Eli Lilly and Company,Other
123,8394434,NCT00206375,INDUSTRY,collaborator,TAP Pharmaceutical Products Inc.,Industry
124,8394497,NCT00100828,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Health care Institution
125,8394498,NCT00100828,NIH,collaborator,National Cancer Institute (NCI),Government Agency
126,8393978,NCT00646282,OTHER,lead,Emory University,University
127,8520415,NCT01263951,INDUSTRY,collaborator,Bayer,Other
128,8520416,NCT01263951,INDUSTRY,collaborator,Novartis Pharmaceuticals,Other
129,8469021,NCT00665795,OTHER,lead,University of Sao Paulo,University
130,8520556,NCT01265381,NIH,lead,National Cancer Institute (NCI),Government Agency
131,8521277,NCT01273714,OTHER,lead,Jagiellonian University,University
132,8520992,NCT01270425,OTHER,lead,Meir Medical Center,Health care Institution
133,8459433,NCT05334771,OTHER,lead,Assiut University,University
134,8521168,NCT01272414,OTHER,lead,University of Toronto,University
135,8521169,NCT01272414,INDUSTRY,collaborator,Allergan,Other
136,8459495,NCT05334069,OTHER,lead,Alliance for Clinical Trials in Oncology,Other
137,8252304,NCT04932135,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
138,8396336,NCT00001394,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
139,8459496,NCT05334069,NIH,collaborator,National Cancer Institute (NCI),Government Agency
140,8399424,NCT00004089,NIH,lead,National Cancer Institute (NCI),Government Agency
141,8396573,NCT00001730,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
142,8521882,NCT01280214,OTHER,lead,"HaEmek Medical Center, Israel",Health care Institution
143,8521889,NCT01280292,OTHER_GOV,lead,Sheba Medical Center,Health care Institution
144,8252378,NCT04931576,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
145,8459736,NCT05263141,OTHER,lead,Sun Yat-sen University,University
146,8400212,NCT00004843,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
147,8399363,NCT00004048,OTHER,lead,Garden State Cancer Center at the Center for Molecular Medicine and Immunology,Health care Institution
148,8399404,NCT00004074,NIH,lead,National Cancer Institute (NCI),Government Agency
149,8399777,NCT00004340,NIH,lead,National Center for Research Resources (NCRR),Other
150,8399778,NCT00004340,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
151,8399779,NCT00004340,OTHER,collaborator,"University of California, Los Angeles",University
152,8399798,NCT00004351,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Government Agency
153,8399799,NCT00004351,OTHER,collaborator,Baylor College of Medicine,Other
154,8400030,NCT00004660,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
155,8400031,NCT00004660,OTHER,collaborator,Mayo Clinic,Health care Institution
156,8400032,NCT00004661,NIH,lead,National Center for Research Resources (NCRR),Other
157,8400033,NCT00004661,OTHER,collaborator,"University of California, Los Angeles",University
158,8399814,NCT00004361,NIH,lead,National Center for Research Resources (NCRR),Other
159,8399815,NCT00004361,OTHER,collaborator,Ann & Robert H Lurie Children's Hospital of Chicago,Health care Institution
160,8400213,NCT00004843,OTHER,collaborator,Henry Ford Hospital,Health care Institution
161,8400525,NCT00005102,NIH,lead,National Center for Research Resources (NCRR),Other
162,8400526,NCT00005102,OTHER,collaborator,Children's Hospital of Philadelphia,Health care Institution
163,8402142,NCT00006329,NIH,lead,National Center for Research Resources (NCRR),Other
164,8400630,NCT00005184,NIH,lead,"National Heart, Lung, and Blood Institute (NHLBI)",Other
165,8460168,NCT04991493,OTHER,lead,Affiliated Cancer Hospital of Shantou University Medical College,Health care Institution
166,8252715,NCT04927468,OTHER,lead,Sun Yat-sen University,University
167,8522936,NCT01292044,OTHER,lead,Centre Hospitalier Universitaire de Nīmes,Health care Institution
168,8460486,NCT04708704,OTHER,lead,Yale University,University
169,8405173,NCT00037635,INDUSTRY,lead,Amgen,Other
170,8523232,NCT01295333,OTHER,lead,Assistance Publique Hopitaux De Marseille,Health care Institution
171,8094649,NCT03425747,OTHER,lead,Campus Bio-Medico University,University
172,8405129,NCT00037193,NIH,lead,National Center for Research Resources (NCRR),Other
173,8405163,NCT00037518,INDUSTRY,lead,Amgen,Other
174,8407060,NCT00060242,OTHER,lead,Case Comprehensive Cancer Center,Health care Institution
175,8405616,NCT00042653,INDUSTRY,lead,Amgen,Other
176,8523449,NCT01297699,OTHER,lead,Hospital Clinico Universitario de Santiago,Health care Institution
177,8523450,NCT01297699,OTHER,collaborator,Fundación Ramón Domínguez,Other
178,8649067,NCT04425512,OTHER,lead,Kahramanmaras Sutcu Imam University,University
179,8406505,NCT00053547,INDUSTRY,lead,Abbott,Other
180,8460968,NCT04211337,INDUSTRY,lead,"Loxo Oncology, Inc.",Industry
181,8460969,NCT04211337,INDUSTRY,collaborator,Eli Lilly and Company,Other
182,8407061,NCT00060242,NIH,collaborator,National Cancer Institute (NCI),Government Agency
183,8407758,NCT00068497,NIH,lead,National Cancer Institute (NCI),Government Agency
184,8407189,NCT00061906,OTHER,lead,Ohio State University Comprehensive Cancer Center,Health care Institution
185,8461404,NCT03631771,INDUSTRY,lead,GE Healthcare,Other
186,8461405,NCT03631771,INDUSTRY,collaborator,Bayer,Other
187,8461406,NCT03631771,UNKNOWN,collaborator,Guerbet/Liebel-Flarsheim,Other
188,8408190,NCT00073710,INDUSTRY,lead,Abbott,Other
189,8649152,NCT04424485,OTHER_GOV,lead,Umraniye Education and Research Hospital,Health care Institution
190,8408448,NCT00077103,OTHER,lead,Case Comprehensive Cancer Center,Health care Institution
191,8408449,NCT00077103,NIH,collaborator,National Cancer Institute (NCI),Government Agency
192,8408726,NCT00080574,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
193,8049741,NCT05132478,OTHER,lead,"University of Wisconsin, Madison",University
194,8049742,NCT05132478,NIH,collaborator,National Cancer Institute (NCI),Government Agency
195,8049743,NCT05132478,OTHER,collaborator,University of Michigan,University
196,8049919,NCT04856488,OTHER,lead,Jan Calissendorff,Other
197,8409737,NCT00095693,NIH,lead,National Cancer Institute (NCI),Government Agency
198,8409639,NCT00094237,OTHER,lead,"University of North Carolina, Chapel Hill",University
199,8409640,NCT00094237,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Other
200,8409657,NCT00094484,INDUSTRY,lead,Amgen,Other
201,8253011,NCT04922892,OTHER,lead,The Second Hospital of Nanjing Medical University,Health care Institution
202,8410042,NCT00098852,OTHER,lead,"University of California, San Francisco",University
203,8410043,NCT00098852,NIH,collaborator,National Cancer Institute (NCI),Government Agency
204,8410777,NCT00108394,FED,lead,US Department of Veterans Affairs,Other
205,8410377,NCT00103155,OTHER,lead,"University of California, San Francisco",University
206,8410378,NCT00103155,NIH,collaborator,National Cancer Institute (NCI),Government Agency
207,8410540,NCT00105274,NIH,lead,National Institute of Mental Health (NIMH),Government Agency
208,8051022,NCT05199103,OTHER,lead,Medical University of Silesia,University
209,8410959,NCT00110929,INDUSTRY,lead,Amgen,Other
210,8051230,NCT05007093,OTHER,lead,Yansong Lin,Other
211,8411034,NCT00111735,OTHER,lead,Sir Charles Gairdner Hospital,Health care Institution
212,8411486,NCT00117052,INDUSTRY,lead,Amgen,Other
213,8411372,NCT00115895,OTHER,lead,University of Helsinki,University
214,8411373,NCT00115895,OTHER,collaborator,Helsinki University Central Hospital,Health care Institution
215,8051354,NCT04560127,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
216,8411950,NCT00121628,INDUSTRY,lead,Amgen,Other
217,8412284,NCT00124527,INDUSTRY,lead,Eisai Inc.,Industry
218,8412146,NCT00123461,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
219,8412174,NCT00123760,OTHER,lead,AHS Cancer Control Alberta,Other
220,8412175,NCT00123760,OTHER,collaborator,Cross Cancer Institute,Other
221,8051597,NCT03440697,OTHER,lead,Indiana University,University
222,8051675,NCT02731352,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
223,8413067,NCT00132431,INDUSTRY,lead,Amgen,Other
224,8051754,NCT01552434,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
225,8413386,NCT00135304,INDUSTRY,lead,Amgen,Other
226,8051755,NCT01552434,NIH,collaborator,National Cancer Institute (NCI),Government Agency
227,8051925,NCT05180214,OTHER,lead,Sohag University,University
228,8051782,NCT00169806,OTHER,lead,Indiana Kidney Stone Institute,Other
229,8051783,NCT00169806,OTHER,collaborator,Indiana University School of Medicine,University
230,8051784,NCT00169806,OTHER,collaborator,University of Chicago,University
231,8414812,NCT00148213,UNKNOWN,collaborator,"Nichols Institute Diagnostika GmbH, Bad Vilbel, Germany",Other
232,8414345,NCT00144079,OTHER,lead,University Hospital Muenster,Health care Institution
233,8414346,NCT00144079,OTHER,collaborator,"Deutsche Krebshilfe e.V., Bonn (Germany)",Other
234,8414467,NCT00145366,OTHER,lead,Odense University Hospital,Health care Institution
235,8052028,NCT04922801,OTHER,lead,King's College London,Other
236,8052029,NCT04922801,OTHER,collaborator,Guy's and St Thomas' NHS Foundation Trust,Other
237,8414723,NCT00147433,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
238,8052092,NCT04682340,OTHER,lead,Jagiellonian University,University
239,8462556,NCT05323539,OTHER,lead,Adana City Training and Research Hospital,Health care Institution
240,8462869,NCT05117853,OTHER,lead,Onze Lieve Vrouw Hospital,Health care Institution
241,8415026,NCT00150111,OTHER,lead,Odense University Hospital,Health care Institution
242,8415027,NCT00150124,OTHER,lead,Steen Bonnema,Other
243,8415028,NCT00150137,OTHER,lead,Odense University Hospital,Health care Institution
244,8415029,NCT00150150,OTHER,lead,Odense University Hospital,Health care Institution
245,8415200,NCT00151723,OTHER,lead,Radboud University Medical Center,Health care Institution
246,8414811,NCT00148213,OTHER,lead,University Hospital Muenster,Health care Institution
247,8416221,NCT00161109,OTHER,lead,UMC Utrecht,Other
248,8416222,NCT00161109,OTHER,collaborator,Netherlands Brain Foundation,Other
249,8416223,NCT00161109,OTHER,collaborator,Children's Hospital of Philadelphia,Health care Institution
250,8462843,NCT05149898,INDUSTRY,lead,"Zynerba Pharmaceuticals, Inc.",Industry
251,8053656,NCT03922321,INDUSTRY,lead,Immunovant Sciences GmbH,Other
252,8095105,NCT03420963,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
253,8095106,NCT03420963,NIH,collaborator,National Cancer Institute (NCI),Government Agency
254,8524270,NCT01306916,FED,lead,Walter Reed Army Medical Center,Health care Institution
255,8053432,NCT04351945,OTHER,lead,Semmelweis University Heart and Vascular Center,University
256,8053433,NCT04351945,OTHER,collaborator,Semmelweis University,University
257,8463030,NCT04940052,INDUSTRY,lead,Novartis Pharmaceuticals,Other
258,8524347,NCT01307761,OTHER,lead,Far Eastern Memorial Hospital,Health care Institution
259,8524407,NCT01308320,OTHER,lead,Yonsei University,University
260,8417664,NCT00175149,OTHER,lead,Per Ivarsen,Other
261,8650161,NCT04411290,OTHER_GOV,lead,Umraniye Education and Research Hospital,Health care Institution
262,8650208,NCT04410601,OTHER_GOV,lead,Umraniye Education and Research Hospital,Health care Institution
263,8417580,NCT00174057,OTHER,lead,National Taiwan University Hospital,Health care Institution
264,8054969,NCT03215095,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
265,8417828,NCT00176748,OTHER,lead,University of Michigan Rogel Cancer Center,Health care Institution
266,8417829,NCT00176748,INDUSTRY,collaborator,Pfizer,Other
267,8054733,NCT04509011,OTHER,lead,Region Skane,Other
268,8054734,NCT04509011,OTHER,collaborator,Haukeland University Hospital,Health care Institution
269,8054735,NCT04509011,OTHER,collaborator,Jagiellonian University,University
270,8054736,NCT04509011,OTHER,collaborator,"Sahlgrenska University Hospital, Sweden",Health care Institution
271,8054737,NCT04509011,OTHER,collaborator,Hospital Rudolfstiftung,Health care Institution
272,8253299,NCT04919694,OTHER,lead,Sun Yat-sen University,University
273,8419177,NCT00189501,INDUSTRY,lead,Amgen,Other
274,8054971,NCT03215095,INDUSTRY,collaborator,MedImmune LLC,Other
275,8054970,NCT03215095,INDUSTRY,collaborator,AstraZeneca,Other
276,8055000,NCT02966093,INDUSTRY,lead,"Eisai Co., Ltd.",Industry
277,8055132,NCT05214274,OTHER,lead,Peking University,University
278,8419913,NCT00196729,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
279,8055133,NCT05214274,OTHER,collaborator,Peking Union Medical College Hospital,Health care Institution
280,8055134,NCT05214274,OTHER,collaborator,Shanghai 6th People's Hospital,Health care Institution
281,8055135,NCT05214274,OTHER,collaborator,First Hospital of China Medical University,Health care Institution
282,8055136,NCT05214274,OTHER,collaborator,Central South University,University
283,8055137,NCT05214274,OTHER,collaborator,"First Affiliated Hospital, Sun Yat-Sen University",Health care Institution
284,8055138,NCT05214274,OTHER,collaborator,West China Hospital,Health care Institution
285,8055139,NCT05214274,OTHER,collaborator,First Affiliated Hospital of Xinjiang Medical University,Health care Institution
286,8421616,NCT00211939,INDUSTRY,lead,Nabi Biopharmaceuticals,Other
287,8421292,NCT00209235,OTHER,lead,Connecticut Children's Medical Center,Health care Institution
288,8421293,NCT00209235,OTHER,collaborator,Johns Hopkins University,University
289,8421294,NCT00209235,OTHER,collaborator,"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",Industry
290,8421295,NCT00209235,OTHER,collaborator,UConn Health,Other
291,8421296,NCT00209235,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
292,8421819,NCT00213720,OTHER,lead,"University Hospital, Strasbourg, France",Health care Institution
293,8422005,NCT00215605,INDUSTRY,lead,Exelixis,Other
294,8463744,NCT04064827,INDUSTRY,lead,AbbVie,Other
295,8055702,NCT04952493,INDUSTRY,collaborator,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Industry
296,8055701,NCT04952493,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
297,8055914,NCT04639388,OTHER,lead,Hôpital le Vinatier,Other
298,8055836,NCT04742959,INDUSTRY,lead,"TransThera Sciences (Nanjing), Inc.",Industry
299,8057458,NCT05218395,OTHER_GOV,collaborator,Chinese Academy of Sciences,Other
300,8056237,NCT04013139,OTHER,lead,Shahid Beheshti University of Medical Sciences,University
301,8464548,NCT01412762,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
302,8422897,NCT00223158,OTHER,lead,Patrice Perron,Other
303,8422898,NCT00223158,UNKNOWN,collaborator,Theramed co.,Industry
304,8056079,NCT04373226,OTHER,lead,Hôpital le Vinatier,Other
305,8056349,NCT03773120,OTHER,lead,Seoul National University Hospital,Health care Institution
306,8524656,NCT01311089,OTHER,lead,Yonsei University,University
307,8056778,NCT05216718,OTHER,lead,Inje University,University
308,8427429,NCT00271427,OTHER,lead,Ege University,University
309,8057457,NCT05218395,OTHER,lead,Qianfoshan Hospital,Health care Institution
310,8651319,NCT04396158,OTHER,lead,Assiut University,University
311,8651245,NCT04396912,OTHER_GOV,lead,Umraniye Education and Research Hospital,Health care Institution
312,8651690,NCT04391244,OTHER,lead,Royal Marsden NHS Foundation Trust,Other
313,8651691,NCT04391244,OTHER,collaborator,European Commission,Other
314,8428099,NCT00278005,OTHER,lead,Children's Healthcare of Atlanta,Other
315,8651737,NCT04391439,OTHER,lead,Medical University of Warsaw,University
316,8427812,NCT00275171,OTHER,lead,Steen Bonnema,Other
317,8428252,NCT00279721,OTHER,lead,Alberta Health Services,Other
318,8428052,NCT00277589,INDUSTRY,lead,Sanofi,Other
319,8125594,NCT03127098,INDUSTRY,lead,"NantCell, Inc.",Industry
320,8428380,NCT00280852,OTHER,lead,Alberta Health Services,Other
321,8429118,NCT00288873,OTHER,lead,Weill Medical College of Cornell University,University
322,8058161,NCT03924804,OTHER,lead,"China Medical University, China",University
323,8253629,NCT04916262,OTHER,lead,Qianfoshan Hospital,Health care Institution
324,8428939,NCT00287144,OTHER_GOV,lead,Sykehuset Telemark,Other
325,8058635,NCT05221008,INDUSTRY,lead,"Shanghai Hengrui Pharmaceutical Co., Ltd.",Industry
326,8429086,NCT00288522,INDUSTRY,lead,Ipsen,Other
327,8525705,NCT01322165,NIH,lead,"National Heart, Lung, and Blood Institute (NHLBI)",Other
328,8525564,NCT01320813,OTHER,lead,Centre Hospitalier Universitaire de Nīmes,Health care Institution
329,8525706,NCT01322165,NIH,collaborator,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),Government Agency
330,8465040,NCT00615537,INDUSTRY,lead,"BioTex, Inc.",Industry
331,8526019,NCT01325857,OTHER,lead,Yonsei University,University
332,8465041,NCT00615537,OTHER,collaborator,Rhode Island Hospital,Health care Institution
333,8430786,NCT00307840,OTHER,lead,Papageorgiou General Hospital,Health care Institution
334,8429719,NCT00295763,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
335,8095508,NCT03416686,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
336,8429853,NCT00297297,OTHER,lead,Herlev Hospital,Health care Institution
337,8059114,NCT04776993,OTHER,lead,University of Pisa,University
338,8059537,NCT04061980,OTHER,lead,Providence Health & Services,Other
339,8433179,NCT00336102,OTHER,lead,University of South Florida,University
340,8059893,NCT02947035,OTHER,lead,University of Pittsburgh,University
341,8431585,NCT00316823,OTHER,lead,"University of California, San Francisco",University
342,8431586,NCT00316823,NIH,collaborator,National Cancer Institute (NCI),Government Agency
343,8651862,NCT04388956,OTHER,lead,National Taiwan University Hospital,Health care Institution
344,8432025,NCT00322322,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
345,8432221,NCT00325104,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
346,8433112,NCT00335062,OTHER,lead,Boston Children's Hospital,Health care Institution
347,8433180,NCT00336102,NIH,collaborator,National Cancer Institute (NCI),Government Agency
