index,nct_id,location,continent,iso
4725,NCT04760288,Denmark,Europe,DNK
4725,NCT04760288,France,Europe,FRA
4725,NCT04760288,Greece,Europe,GRC
4725,NCT04760288,Hungary,Europe,HUN
4725,NCT04760288,India,South Asia,IND
4725,NCT04760288,Israel,Middle East,ISR
4725,NCT04760288,Italy,Europe,ITA
4725,NCT04760288,"Korea, Republic of",East Asia,KOR
4725,NCT04760288,Netherlands,Europe,NLD
4725,NCT04760288,Philippines,Southest Asia,PHL
4725,NCT04760288,Poland,Europe,POL
4725,NCT04760288,Portugal,Europe,PRT
4725,NCT04760288,Romania,Europe,ROU
4725,NCT04760288,Spain,Europe,ESP
4725,NCT04760288,Thailand,Southest Asia,THA
4725,NCT04760288,Ukraine,Europe,UKR
4725,NCT04760288,United Kingdom,Europe,GBR
4725,NCT04760288,United States,North America,USA
4726,NCT04778865,Chile,South America,CHL
4729,NCT04784208,India,South Asia,IND
4731,NCT04787328,China,East Asia,CHN
4734,NCT04795947,China,East Asia,CHN
4735,NCT04798092,France,Europe,FRA
4736,NCT04802876,Spain,Europe,ESP
4737,NCT04806269,"Korea, Republic of",East Asia,KOR
4739,NCT04821336,France,Europe,FRA
4740,NCT04825964,Turkey,Middle East,TUR
4741,NCT04831957,Belgium,Europe,BEL
4742,NCT04844164,Russian Federation,North Asia,RUS
4743,NCT04853680,"Korea, Republic of",East Asia,KOR
4746,NCT04857086,China,East Asia,CHN
4747,NCT04858867,Netherlands,Europe,NLD
4748,NCT04860622,Turkey,Middle East,TUR
4749,NCT04868045,United States,North America,USA
4750,NCT04876287,France,Europe,FRA
4752,NCT04877665,Pakistan,South Asia,PAK
4753,NCT04878614,United States,North America,USA
4755,NCT04880798,China,East Asia,CHN
4756,NCT04892303,United States,North America,USA
4758,NCT04904159,Turkey,Middle East,TUR
4761,NCT04922801,United Kingdom,Europe,GBR
4768,NCT04940052,China,East Asia,CHN
4768,NCT04940052,"Korea, Republic of",East Asia,KOR
4768,NCT04940052,Malaysia,Southest Asia,MYS
4768,NCT04940052,Taiwan,East Asia,TWN
4768,NCT04940052,Turkey,Middle East,TUR
4769,NCT04946123,Italy,Europe,ITA
4771,NCT04948437,Taiwan,East Asia,TWN
4773,NCT04948671,Switzerland,Europe,CHE
4774,NCT04952012,China,East Asia,CHN
4775,NCT04952493,China,East Asia,CHN
4776,NCT04964284,China,East Asia,CHN
4779,NCT04970134,Spain,Europe,ESP
4780,NCT04971473,China,East Asia,CHN
4784,NCT05003856,United States,North America,USA
4787,NCT05014698,France,Europe,FRA
4789,NCT05015725,Hungary,Europe,HUN
4790,NCT05022641,United States,North America,USA
4793,NCT05022667,United States,North America,USA
4797,NCT05024929,United States,North America,USA
4798,NCT05025046,China,East Asia,CHN
4800,NCT05033496,Israel,Middle East,ISR
4801,NCT05043584,Denmark,Europe,DNK
4802,NCT05049551,Monaco,Europe,MCO
4803,NCT05052359,Singapore,Southest Asia,SGP
4804,NCT05054634,Spain,Europe,ESP
4809,NCT05077865,United States,North America,USA
4810,NCT05078853,Israel,Middle East,ISR
4814,NCT05102292,China,East Asia,CHN
4815,NCT05103956,Spain,Europe,ESP
4816,NCT05114980,United States,North America,USA
4821,NCT05124938,Egypt,Africa,EGY
4823,NCT05132205,United States,North America,USA
4824,NCT05132478,United States,North America,USA
4827,NCT05152927,United States,North America,USA
4833,NCT05172921,United States,North America,USA
4834,NCT05175404,Belgium,Europe,BEL
4836,NCT05178186,Italy,Europe,ITA
4838,NCT05182931,Australia,Pacifica,AUS
4839,NCT05191927,China,East Asia,CHN
4841,NCT05218395,China,East Asia,CHN
4843,NCT05228184,United States,North America,USA
4845,NCT05240911,China,East Asia,CHN
4848,NCT05241834,United States,North America,USA
4850,NCT05247476,China,East Asia,CHN
4852,NCT05252884,Colombia,South America,COL
4856,NCT05260255,Thailand,Southest Asia,THA
4857,NCT05263141,China,East Asia,CHN
4862,NCT05275946,Japan,East Asia,JPN
4867,NCT05278364,China,East Asia,CHN
4868,NCT05294393,Greece,Europe,GRC
4871,NCT05314790,Italy,Europe,ITA
4877,NCT03191188,United States,North America,USA
4878,NCT03369405,United States,North America,USA
4879,NCT03414021,France,Europe,FRA
4880,NCT04279184,Denmark,Europe,DNK
4881,NCT04351945,Hungary,Europe,HUN
4882,NCT04427904,Canada,North America,CAN
4883,NCT04471597,Egypt,Africa,EGY
4884,NCT04542278,United States,North America,USA
4885,NCT04794257,Poland,Europe,POL
4886,NCT04842942,Canada,North America,CAN
4887,NCT04943146,China,East Asia,CHN
