index,nct_id,intervention_types
420,NCT04288531,Dietary Supplement
422,NCT04298684,Drug
433,NCT04311606,Drug
441,NCT04329455,Procedure
443,NCT04333342,Device
448,NCT04339205,Other
453,NCT04359979,Drug
457,NCT04373226,Behavioral
458,NCT04376203,Procedure
459,NCT04383795,Drug
463,NCT04396158,Radiation
468,NCT04396912,Procedure
471,NCT04410601,Procedure
475,NCT04412694,Drug
475,NCT04412694,Diagnostic Test
475,NCT04412694,Procedure
475,NCT04412694,Other
479,NCT04424485,Procedure
479,NCT04424485,Diagnostic Test
482,NCT04458233,Procedure
487,NCT04463316,Diagnostic Test
489,NCT04463719,Behavioral
490,NCT04467021,Other
492,NCT04472026,Behavioral
494,NCT04477798,Diagnostic Test
497,NCT04509011,Device
498,NCT04514484,Drug
498,NCT04514484,Biological
503,NCT04522622,Drug
503,NCT04522622,Diagnostic Test
503,NCT04522622,Procedure
503,NCT04522622,Other
506,NCT04523974,Procedure
511,NCT04548284,Drug
520,NCT04560127,Drug
525,NCT04564924,Radiation
529,NCT04574947,Drug
529,NCT04574947,Procedure
532,NCT04577664,Procedure
537,NCT04580199,Procedure
539,NCT04583735,Biological
539,NCT04583735,Drug
545,NCT04598815,Drug
553,NCT04614389,Other
553,NCT04614389,Device
558,NCT04632524,Drug
560,NCT04639388,Behavioral
562,NCT04639960,Drug
566,NCT04647500,Drug
567,NCT04662190,Device
567,NCT04662190,Procedure
571,NCT04663451,Radiation
575,NCT04666103,Procedure
578,NCT04671719,Biological
585,NCT04680650,Drug
586,NCT04683575,Drug
594,NCT04704414,Device
599,NCT04708626,Other
606,NCT04730726,Device
612,NCT04737330,Drug
630,NCT04776993,Drug
630,NCT04776993,Procedure
639,NCT04782856,Drug
642,NCT04785443,Drug
642,NCT04785443,Procedure
657,NCT04823728,Genetic
659,NCT04842994,Device
663,NCT04846010,Combination Product
666,NCT04856488,Drug
677,NCT04876534,Drug
680,NCT04877613,Drug
683,NCT04879173,Device
685,NCT04879355,Device
687,NCT04883294,Diagnostic Test
689,NCT04895631,Drug
689,NCT04895631,Procedure
694,NCT04919694,Procedure
702,NCT04922892,Procedure
703,NCT04927416,Drug
705,NCT04927468,Procedure
711,NCT04932135,Diagnostic Test
712,NCT04936854,Drug
719,NCT04942769,Drug
730,NCT04953195,Drug
741,NCT04976816,Procedure
744,NCT04988802,Dietary Supplement
744,NCT04988802,Other
749,NCT05002998,Drug
755,NCT05007093,Drug
757,NCT05012033,Other
762,NCT05015127,Drug
769,NCT05019118,Other
781,NCT05043233,Drug
786,NCT05049603,Drug
786,NCT05049603,Other
790,NCT05059470,Drug
791,NCT05068687,Diagnostic Test
797,NCT05096195,Drug
797,NCT05096195,Other
797,NCT05096195,Diagnostic Test
799,NCT05098600,Other
805,NCT05108298,Other
806,NCT05110040,Drug
810,NCT05112211,Drug
817,NCT05117853,Drug
817,NCT05117853,Procedure
819,NCT05119296,Drug
822,NCT05126147,Drug
825,NCT05126706,Behavioral
827,NCT05130476,Procedure
832,NCT05142904,Device
832,NCT05142904,Drug
837,NCT05149898,Drug
845,NCT05176639,Drug
850,NCT05177939,Drug
853,NCT05186883,Biological
853,NCT05186883,Other
854,NCT05189314,Procedure
856,NCT05189808,Procedure
858,NCT05189821,Procedure
862,NCT05199103,Drug
867,NCT05214274,Other
869,NCT05216718,Procedure
876,NCT05225883,Genetic
879,NCT05229341,Procedure
879,NCT05229341,Other
882,NCT05239221,Drug
888,NCT05242055,Other
901,NCT05264857,Behavioral
907,NCT05276063,Drug
910,NCT05276856,Drug
912,NCT05280379,Other
915,NCT05280600,Other
916,NCT05286801,Biological
918,NCT05290493,Drug
918,NCT05290493,Other
919,NCT05299437,Drug
920,NCT05299632,Diagnostic Test
923,NCT02378233,Dietary Supplement
924,NCT02742597,Behavioral
925,NCT02789800,Behavioral
928,NCT03149354,Other
932,NCT03922087,Other
933,NCT03932487,Other
934,NCT04019509,Diagnostic Test
934,NCT04019509,Other
936,NCT04208503,Diagnostic Test
938,NCT04323007,Diagnostic Test
944,NCT04571736,Other
945,NCT04585126,Drug
947,NCT04658524,Diagnostic Test
948,NCT04684953,Procedure
948,NCT04684953,Drug
949,NCT04708704,Dietary Supplement
952,NCT04845867,Device
953,NCT04936698,Drug
955,NCT04991493,Drug
955,NCT04991493,Other
956,NCT05016518,Drug
958,NCT05103774,Diagnostic Test
959,NCT05126108,Procedure
959,NCT05126108,Other
960,NCT05151120,Biological
961,NCT05251194,Device
970,NCT00169806,Other
973,NCT00410761,Drug
974,NCT00537095,Drug
974,NCT00537095,Other
977,NCT00673010,Radiation
981,NCT01087619,Procedure
982,NCT01141309,Drug
985,NCT01236547,Radiation
985,NCT01236547,Drug
985,NCT01236547,Other
986,NCT01263951,Drug
987,NCT01298323,Behavioral
987,NCT01298323,Drug
988,NCT01398085,Radiation
989,NCT01412762,Behavioral
990,NCT01496313,Drug
991,NCT01552434,Biological
991,NCT01552434,Other
991,NCT01552434,Drug
993,NCT01709292,Drug
993,NCT01709292,Other
994,NCT01723202,Drug
994,NCT01723202,Other
998,NCT01774279,Other
999,NCT01831869,Drug
1001,NCT01848171,Drug
1003,NCT01876784,Drug
1004,NCT01896479,Drug
1005,NCT01922440,Other
1006,NCT01947023,Drug
1008,NCT02013479,Dietary Supplement
1009,NCT02088645,Drug
1010,NCT02145143,Drug
1010,NCT02145143,Device
1011,NCT02152137,Drug
1015,NCT02156362,Other
1016,NCT02185560,Drug
1021,NCT02208544,Procedure
1021,NCT02208544,Device
1021,NCT02208544,Radiation
1025,NCT02244463,Drug
1028,NCT02465060,Drug
1028,NCT02465060,Other
1028,NCT02465060,Biological
1029,NCT02567877,Procedure
1029,NCT02567877,Drug
1030,NCT02568267,Drug
1031,NCT02592356,Procedure
1031,NCT02592356,Other
1031,NCT02592356,Drug
1033,NCT02628067,Biological
1034,NCT02657551,Drug
1035,NCT02713269,Procedure
1035,NCT02713269,Other
1035,NCT02713269,Radiation
1036,NCT02747888,Genetic
1037,NCT02834013,Procedure
1037,NCT02834013,Biological
1038,NCT02838927,Other
1039,NCT02867592,Drug
1039,NCT02867592,Other
1040,NCT02869620,Other
1043,NCT02947035,Procedure
1050,NCT03029429,Drug
1051,NCT03037385,Drug
1054,NCT03048877,Drug
1055,NCT03053115,Drug
1056,NCT03053999,Other
1057,NCT03064542,Drug
1058,NCT03085056,Drug
1059,NCT03099356,Drug
1062,NCT03157128,Drug
1063,NCT03160274,Genetic
1064,NCT03170960,Drug
1065,NCT03181100,Drug
1065,NCT03181100,Biological
1068,NCT03196518,Procedure
1068,NCT03196518,Other
1069,NCT03215095,Drug
1069,NCT03215095,Radiation
1070,NCT03246958,Drug
1073,NCT03324880,Biological
1074,NCT03324893,Diagnostic Test
1075,NCT03360890,Drug
1076,NCT03377829,Procedure
1078,NCT03432299,Procedure
1079,NCT03449108,Biological
1079,NCT03449108,Drug
1079,NCT03449108,Other
1082,NCT03469011,Drug
1083,NCT03475953,Drug
1084,NCT03483337,Other
1085,NCT03484884,Diagnostic Test
1089,NCT03570021,Procedure
1090,NCT03573960,Drug
1091,NCT03624751,Radiation
1092,NCT03631771,Drug
1093,NCT03633708,Drug
1094,NCT03639662,Other
1095,NCT03643055,Diagnostic Test
1096,NCT03647358,Device
1096,NCT03647358,Drug
1097,NCT03657654,Other
1102,NCT03690388,Drug
1104,NCT03713671,Diagnostic Test
1106,NCT03757637,Other
1108,NCT03779906,Drug
1109,NCT03822507,Drug
1110,NCT03823859,Diagnostic Test
1115,NCT03841617,Drug
1115,NCT03841617,Radiation
1115,NCT03841617,Other
1117,NCT03892993,Other
1118,NCT03899792,Drug
1120,NCT03905369,Other
1126,NCT03942380,Diagnostic Test
1127,NCT03969329,Drug
1128,NCT03973450,Other
1130,NCT03975231,Drug
1130,NCT03975231,Radiation
1131,NCT03977207,Drug
1132,NCT04000880,Behavioral
1132,NCT04000880,Other
1134,NCT04009291,Combination Product
1138,NCT04031339,Procedure
1139,NCT04040673,Procedure
1139,NCT04040673,Device
1142,NCT04051099,Procedure
1142,NCT04051099,Drug
1143,NCT04061980,Drug
1143,NCT04061980,Biological
1144,NCT04076514,Procedure
1146,NCT04104529,Other
1148,NCT04126954,Other
1149,NCT04129411,Device
1151,NCT04136912,Drug
1151,NCT04136912,Device
1152,NCT04137185,Drug
1153,NCT04161391,Drug
1157,NCT04197960,Procedure
1158,NCT04211337,Drug
1159,NCT04224792,Other
1161,NCT04238624,Drug
1163,NCT04252001,Device
1163,NCT04252001,Other
1164,NCT04280081,Drug
1167,NCT04285476,Diagnostic Test
1168,NCT04290663,Drug
1168,NCT04290663,Other
1169,NCT04299425,Device
1171,NCT04305561,Procedure
1172,NCT04309136,Drug
1172,NCT04309136,Procedure
1174,NCT04312087,Procedure
1175,NCT04320901,Device
1177,NCT04321954,Drug
1178,NCT04327999,Drug
1180,NCT04354324,Drug
1188,NCT04400474,Drug
1192,NCT04420754,Biological
1195,NCT04447183,Drug
1195,NCT04447183,Other
1197,NCT04459273,Procedure
1197,NCT04459273,Drug
1200,NCT04462471,Diagnostic Test
1200,NCT04462471,Drug
1206,NCT04481893,Behavioral
1207,NCT04521348,Drug
1209,NCT04522570,Device
1210,NCT04524884,Drug
1212,NCT04544111,Drug
1218,NCT04551170,Drug
1221,NCT04552769,Drug
1222,NCT04554680,Drug
1223,NCT04560426,Device
1224,NCT04563780,Device
1225,NCT04569513,Biological
1227,NCT04574817,Drug
1229,NCT04579757,Drug
1232,NCT04589624,Drug
1232,NCT04589624,Procedure
1233,NCT04589884,Other
1236,NCT04612894,Drug
1236,NCT04612894,Procedure
1239,NCT04619316,Drug
1240,NCT04623801,Procedure
1244,NCT04644315,Drug
1249,NCT04675710,Procedure
1249,NCT04675710,Drug
1249,NCT04675710,Radiation
1249,NCT04675710,Biological
1249,NCT04675710,Other
1252,NCT04693377,Procedure
1252,NCT04693377,Other
1252,NCT04693377,Radiation
1253,NCT04693936,Combination Product
1255,NCT04701203,Combination Product
1259,NCT04731467,Drug
1260,NCT04734457,Drug
1262,NCT04739566,Drug
1263,NCT04742608,Procedure
1263,NCT04742608,Other
1265,NCT04742959,Drug
1265,NCT04742959,Combination Product
1266,NCT04745793,Other
1268,NCT04747275,Drug
1270,NCT04754607,Other
1272,NCT04759911,Other
1272,NCT04759911,Drug
1272,NCT04759911,Procedure
1278,NCT04760288,Drug
1279,NCT04778865,Dietary Supplement
1282,NCT04784208,Diagnostic Test
1284,NCT04787328,Drug
1285,NCT04795947,Behavioral
1286,NCT04798092,Procedure
1287,NCT04802876,Drug
1288,NCT04806269,Device
1290,NCT04821336,Other
1291,NCT04831957,Diagnostic Test
1292,NCT04844164,Drug
1293,NCT04853680,Device
1297,NCT04858867,Radiation
1298,NCT04868045,Drug
1298,NCT04868045,Other
1300,NCT04878614,Drug
1302,NCT04880798,Diagnostic Test
1303,NCT04892303,Combination Product
1305,NCT04922801,Diagnostic Test
1305,NCT04922801,Device
1309,NCT04931576,Procedure
1312,NCT04940052,Drug
1313,NCT04946123,Dietary Supplement
1317,NCT04948671,Other
1318,NCT04952012,Drug
1319,NCT04952493,Drug
1320,NCT04964284,Biological
1320,NCT04964284,Radiation
1323,NCT04970134,Other
1324,NCT04971473,Biological
1326,NCT04994080,Drug
1328,NCT05003856,Other
1328,NCT05003856,Procedure
1331,NCT05014698,Genetic
1333,NCT05015725,Diagnostic Test
1334,NCT05022641,Device
1337,NCT05022667,Device
1341,NCT05024929,Procedure
1342,NCT05025046,Diagnostic Test
1344,NCT05043584,Device
1345,NCT05078853,Device
1349,NCT05102292,Drug
1351,NCT05114980,Procedure
1354,NCT05124938,Diagnostic Test
1356,NCT05132205,Procedure
1357,NCT05132478,Other
1359,NCT05143918,Other
1360,NCT05152927,Device
1367,NCT05175404,Diagnostic Test
1369,NCT05182931,Drug
1372,NCT05221008,Drug
1373,NCT05228184,Drug
1375,NCT05240911,Drug
1377,NCT05241834,Drug
1378,NCT05243979,Radiation
1379,NCT05247476,Drug
1381,NCT05252884,Diagnostic Test
1381,NCT05252884,Drug
1385,NCT05260255,Drug
1386,NCT05263141,Procedure
1388,NCT05265819,Device
1388,NCT05265819,Dietary Supplement
1388,NCT05265819,Drug
1389,NCT05270798,Drug
1390,NCT05275374,Drug
1391,NCT05275946,Drug
1396,NCT05278364,Drug
1399,NCT03191188,Drug
1400,NCT03369405,Other
1401,NCT03414021,Diagnostic Test
1404,NCT04351945,Procedure
1405,NCT04427904,Drug
1406,NCT04471597,Drug
1407,NCT04542278,Drug
1408,NCT04794257,Device
1409,NCT04842942,Procedure
1410,NCT04943146,Drug
1411,NCT05036525,Device
