index,nct_id,investigators
48,NCT01611896,"Department of Medicine, Gentofte Hospital"
48,NCT01611896,"Department of Internal Medicine O 106, Endocrine Unit, Herlev Hospital"
48,NCT01611896,"Department of Cardiology and Endocrinology, Endocrine Unit, Hillerød Hospital"
48,NCT01611896,"Department of Endocrinology, Section 541, Hvidovre Hospital"
48,NCT01611896,"Department of Endocrinology and Metabolism, Odense University Hospital"
49,NCT01638533,City of Hope Comprehensive Cancer Center
49,NCT01638533,University of California Davis Comprehensive Cancer Center
49,NCT01638533,Emory University Hospital/Winship Cancer Institute
49,NCT01638533,University of Chicago Comprehensive Cancer Center
49,NCT01638533,Johns Hopkins University/Sidney Kimmel Cancer Center
49,NCT01638533,National Cancer Institute Developmental Therapeutics Clinic
49,NCT01638533,Wayne State University/Karmanos Cancer Institute
49,NCT01638533,Mayo Clinic in Rochester
49,NCT01638533,Case Western Reserve University
49,NCT01638533,Penn State Milton S Hershey Medical Center
49,NCT01638533,Thomas Jefferson University Hospital
49,NCT01638533,University Health Network-Princess Margaret Hospital
51,NCT01704586,"Clinic of Nuclear Medicine, University Clinic Essen"
51,NCT01704586,University Clinic Würzburg
59,NCT01821781,Washington University
59,NCT01821781,Methodist Heathcare
61,NCT01837745,Institut Gustave Roussy
72,NCT02041260,Abramson Cancer Center of the University of Pennsylvania
73,NCT02061111,Gynaecologic-Obstetrics Department Naestved Hospital
75,NCT02143726,Mayo Clinic in Florida
75,NCT02143726,Northwestern University
75,NCT02143726,Siouxland Regional Cancer Center
75,NCT02143726,University of Michigan Comprehensive Cancer Center
75,NCT02143726,Mayo Clinic
75,NCT02143726,Nebraska Methodist Hospital
75,NCT02143726,Memorial Sloan Kettering Basking Ridge
75,NCT02143726,Memorial Sloan Kettering Monmouth
75,NCT02143726,Memorial Sloan Kettering Bergen
75,NCT02143726,Memorial Sloan Kettering Commack
75,NCT02143726,Memorial Sloan Kettering Westchester
75,NCT02143726,Memorial Sloan Kettering Cancer Center
75,NCT02143726,Memorial Sloan Kettering Sleepy Hollow
75,NCT02143726,Memorial Sloan Kettering Nassau
75,NCT02143726,Southeastern Medical Oncology Center-Clinton
75,NCT02143726,Southeastern Medical Oncology Center-Goldsboro
75,NCT02143726,Wayne Memorial Hospital
75,NCT02143726,Southeastern Medical Oncology Center-Jacksonville
75,NCT02143726,Ohio State University Comprehensive Cancer Center
75,NCT02143726,Fox Chase Cancer Center
75,NCT02143726,Mercy Health System
79,NCT02147782,Anhui Province Hospital of TCM
79,NCT02147782,Jiangsu Province Hospital of TCM
79,NCT02147782,Longhua hospital affiliated to Shanghai University of TCM
79,NCT02147782,Huadong Hospital Affiliated to Fudan University
83,NCT02152995,Memorial Sloan Kettering Cancer Center
90,NCT02203682,Zhongshan Ophthalmic Center
94,NCT02210741,National Taiwan University Hospital
98,NCT02378298,"Center for Endocrinology and Metabolism, Sahlgrenska University Hospital"
98,NCT02378298,"MedTech West, Institute of Neuro Science and Physiology, Department for Clinical Neuro Science and Rehabilitation, Sahlgrenska Academy, University of Gothenburg"
98,NCT02378298,"Department of Ophthalmology, Sahlgrenska University Hospital/Mölndal"
98,NCT02378298,"Department of Rheumatology, Sahlgrenska University Hospital/Mölndal"
98,NCT02378298,"Department of Radiology, Karolinska University Hospital"
103,NCT02393690,UC San Diego Moores Cancer Center
103,NCT02393690,Hoag Memorial Hospital
103,NCT02393690,University of Colorado Hospital
103,NCT02393690,MedStar Georgetown University Hospital
103,NCT02393690,Dana-Farber Cancer Institute
103,NCT02393690,Mayo Clinic in Rochester
103,NCT02393690,Memorial Sloan Kettering Cancer Center
103,NCT02393690,Duke University Medical Center
103,NCT02393690,Ohio State University Comprehensive Cancer Center
103,NCT02393690,Vanderbilt University/Ingram Cancer Center
103,NCT02393690,M D Anderson Cancer Center
106,NCT02430584,Regional Obstetrical Consultants
107,NCT02432274,Texas Children's Hospital
107,NCT02432274,CHU Strasbourg - Hopital Hautepierre
107,NCT02432274,Centre Oscar Lambret Lille
107,NCT02432274,Centre Leon Berard
107,NCT02432274,CHU Nantes - Hopital Mere-Enfant
107,NCT02432274,Institut Curie - Centre de Lutte Contre le Cancer (CLCC) de Paris
107,NCT02432274,Institut Gustave Roussy
107,NCT02432274,CHU de Toulouse - Hopital des Enfants
107,NCT02432274,Universitaetsklinikum Muenster
107,NCT02432274,Kinderklinik des Olga hospitals
107,NCT02432274,Istituto Ortopedico Rizzoli
107,NCT02432274,Fondazione IRCCS Istituto Nazionale dei Tumori
107,NCT02432274,Ospedale Pediatrico Bambino Gesu
107,NCT02432274,Hospital Universitari Vall d'Hebron
107,NCT02432274,Hospital Infantil Universitario Nino Jesus
107,NCT02432274,Hospital Universitario y Politecnico La Fe Hospital La Fe Valencia
107,NCT02432274,Birmingham Children's Hospital
107,NCT02432274,University College London Hospital
107,NCT02432274,Royal Victoria Infirmary
110,NCT02440581,University of Kentucky
116,NCT02609685,Cedars-Sinai Medical Center
119,NCT02681328,Jonsson Comprehensive Cancer Center at UCLA
124,NCT02725879,"2nd Department of Paediatrics, School of Medicine Faculty of Health Sciences, Aristotle University of Thessaloniki, AHEPA Hospital Thessaloniki, Greece"
129,NCT02839655,Gustave Roussy
132,NCT02859896,Investigational Site Number :8400022
132,NCT02859896,Investigational Site Number :8400023
132,NCT02859896,Investigational Site Number :8400033
132,NCT02859896,Investigational Site Number :8400005
132,NCT02859896,Investigational Site Number :8400029
132,NCT02859896,Investigational Site Number :8400006
132,NCT02859896,Investigational Site Number :8400008
132,NCT02859896,Investigational Site Number :8400020
132,NCT02859896,Investigational Site Number :8400036
132,NCT02859896,Investigational Site Number :8400014
132,NCT02859896,Investigational Site Number :8400015
132,NCT02859896,Investigational Site Number :8400010
132,NCT02859896,Investigational Site Number :8400016
132,NCT02859896,Investigational Site Number :8400017
132,NCT02859896,Investigational Site Number :8400007
132,NCT02859896,Investigational Site Number :8400021
132,NCT02859896,Investigational Site Number :8400034
132,NCT02859896,Investigational Site Number :8400025
132,NCT02859896,Investigational Site Number :8400004
132,NCT02859896,Investigational Site Number :8400035
132,NCT02859896,Investigational Site Number :8400028
132,NCT02859896,Investigational Site Number :8400027
132,NCT02859896,Investigational Site Number :8400024
132,NCT02859896,Investigational Site Number :8400013
132,NCT02859896,Investigational Site Number :8400019
132,NCT02859896,Investigational Site Number :8400026
132,NCT02859896,Investigational Site Number :8400009
132,NCT02859896,Investigational Site Number :8400001
132,NCT02859896,Investigational Site Number :1520004
132,NCT02859896,Investigational Site Number :1520003
141,NCT02973997,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center
141,NCT02973997,University of Colorado Hospital
141,NCT02973997,Massachusetts General Hospital Cancer Center
141,NCT02973997,University of Michigan Comprehensive Cancer Center
141,NCT02973997,Memorial Sloan Kettering Cancer Center
141,NCT02973997,Ohio State University Comprehensive Cancer Center
141,NCT02973997,M D Anderson Cancer Center
142,NCT03012620,Gustave Roussy Cancer Campus
144,NCT03013257,Queen Mary Hospital
151,NCT03051126,University of Texas MD Anderson Cancer Center
158,NCT03093909,The University of Texas MD Anderson Cancer Center
164,NCT03105648,National Taiwan University Hospital
165,NCT03109847,Sidney Kimmel Cancer Center at Thomas Jefferson University
167,NCT03122496,Memoral Sloan Kettering Basking Ridge
167,NCT03122496,Memoral Sloan Kettering Monmouth
167,NCT03122496,Memorial Sloan Kettering Bergen
167,NCT03122496,Memorial Sloan Kettering Commack
167,NCT03122496,Memoral Sloan Kettering Westchester
167,NCT03122496,Memorial Sloan Kettering Cancer Center
167,NCT03122496,Memorial Sloan Kettering @ Rockville
167,NCT03122496,Memorial Sloan Kettering Nassau
169,NCT03122847,Aarhus University Hospital
169,NCT03122847,Odense University Hospital
173,NCT03131726,"Dpt. of Endocrinology, SUS Malmö"
178,NCT03162627,University of Texas MD Anderson Cancer Center
184,NCT03244956,Gustave Roussy
187,NCT03249012,CHU de Quebec
189,NCT03271892,University Health Network
190,NCT03274258,M D Anderson Cancer Center
194,NCT03285854,Great Ormond Street Hospital for Children NHS Foundation Trust
196,NCT03300284,Hartford Healthcare (Data Collection)
196,NCT03300284,Memoral Sloan Kettering Monmouth (Consent and Follow up)
196,NCT03300284,MAIMONIDES MEDICAL CENTER (Data collection only)
196,NCT03300284,NYU Langone Health
196,NCT03300284,Memorial Sloan Kettering Cancer Center
196,NCT03300284,Lehigh Valley Health Network
198,NCT03309384,CHU Nancy
206,NCT03375359,"University Hospital Tuebingen, Department of Women's Health"
209,NCT03382158,Children's Minnesota
211,NCT03395925,Johann-Wolfgang Goethe University
212,NCT03420963,M D Anderson Cancer Center
214,NCT03435952,University of Texas MD Anderson Cancer Center
216,NCT03440697,IU School of Medicine
225,NCT03498183,Centre Hospitalier et Universitaire (chu)
225,NCT03498183,CHU
225,NCT03498183,Hospices Civils
225,NCT03498183,Assistance publique des Hôpitaux de Paris
227,NCT03515863,"Zhognshan Ophthalmic Center, Sun Yat-sen University"
227,NCT03515863,the First People's Hospital of Zhaoqing
233,NCT03517579,Johns Hopkins Hospital
240,NCT03574051,First affiliated hospital of Harbin medical university
243,NCT03602261,AKDHC Medical Research Services
243,NCT03602261,"WCCT Global, Inc."
243,NCT03602261,Hacienda Dialysis Center
243,NCT03602261,California Institute of Renal Research CKD/Dialysis & Transplant Division
243,NCT03602261,Long Beach Quest Dialysis Center
243,NCT03602261,Ontario Dialysis Center
243,NCT03602261,"North America Research Institute, Inc."
243,NCT03602261,"Laurel Canyon Dialysis, LLC"
243,NCT03602261,University of Colorado Denver Anschutz Medical Campus
243,NCT03602261,"Research by Design, LLC"
243,NCT03602261,Northshore University Health
243,NCT03602261,Renal and Transplant Associates of New England
243,NCT03602261,Southwest MS Nephrology
243,NCT03602261,Southwest Houston Research LTD
243,NCT03602261,Kidney & Hypertension Specialists
254,NCT03643081,CHU de Nantes
255,NCT03646383,"CHU Toulouse, Hôpital Larrey"
263,NCT03676647,City of Hope Medical Center
266,NCT03708627,University of Washington
275,NCT03724188,Faculty of medicine - Mansoura university
276,NCT03732495,CHU Angers
276,NCT03732495,CHRU Besançon
276,NCT03732495,CHU Bordeaux - Hôpital Saint-André
276,NCT03732495,Institut Bergonie
276,NCT03732495,Hospices Civils de Lyon - Groupement Hospitalier Est
276,NCT03732495,Centre Geogres François Leclerc
276,NCT03732495,Centre Léon Bérard
276,NCT03732495,Centre Antoine Lacassagne
276,NCT03732495,APHP Saint Louis
276,NCT03732495,APHP La Pitié Salpétrière
276,NCT03732495,Institut Jean Godinot
276,NCT03732495,Institut du Cancer Strasbourg (ICANS)
276,NCT03732495,Institut Universitaire du Cancer de Toulouse - Oncopole
276,NCT03732495,Institut Gustave Roussy
278,NCT03753919,Instituto Catalán de Oncología de Hospitalet
278,NCT03753919,Hospital Provincial de Castellón
278,NCT03753919,Hospital Clínic Barcelona
278,NCT03753919,Hospital Universitari Vall d'Hebron
278,NCT03753919,MD Anderson Cancer Center
278,NCT03753919,Hospital Clínico San Carlos
278,NCT03753919,Hospital Universitario 12 de Octubre
278,NCT03753919,Hospital Universitario HM Sanchinarro
278,NCT03753919,Hospital Universitario La Paz
278,NCT03753919,Hospital Universitario Ramón y Cajal
278,NCT03753919,Hospital General Universitario Morales Meseguer
278,NCT03753919,Hospital Universitario Virgen de la Victoria
278,NCT03753919,Clínica Universidad de Navarra
278,NCT03753919,Instituto Valenciano de Oncología
278,NCT03753919,Complejo Hospitalario Universitario de Vigo (CHUVI)
283,NCT03808779,"General Surgery Department, Tianjin Medical University General Hospital"
283,NCT03808779,"Department of Ultrasound, Second Affiliated Hospital, School of Medicine, Zhejiang University"
283,NCT03808779,"Interventional Oncology Centre, State Institution ""Grigoriev Intstitute for Medical Radiology NAMS of Ukraine"""
294,NCT03830242,"Fifth Affiliated Hospital, Sun Yat-Sen University"
299,NCT03866382,University of Alabama at Birmingham Cancer Center
299,NCT03866382,Anchorage Associates in Radiation Medicine
299,NCT03866382,Anchorage Radiation Therapy Center
299,NCT03866382,Alaska Breast Care and Surgery LLC
299,NCT03866382,Alaska Oncology and Hematology LLC
299,NCT03866382,Alaska Women's Cancer Care
299,NCT03866382,Anchorage Oncology Centre
299,NCT03866382,Katmai Oncology Group
299,NCT03866382,Providence Alaska Medical Center
299,NCT03866382,Kingman Regional Medical Center
299,NCT03866382,Cancer Center at Saint Joseph's
299,NCT03866382,Mayo Clinic Hospital in Arizona
299,NCT03866382,Mayo Clinic in Arizona
299,NCT03866382,University of Arizona Cancer Center-Orange Grove Campus
299,NCT03866382,Banner University Medical Center - Tucson
299,NCT03866382,University of Arizona Cancer Center-North Campus
299,NCT03866382,Mercy Hospital Fort Smith
299,NCT03866382,CHI Saint Vincent Cancer Center Hot Springs
299,NCT03866382,Mission Hope Medical Oncology - Arroyo Grande
299,NCT03866382,PCR Oncology
299,NCT03866382,Providence Saint Joseph Medical Center/Disney Family Cancer Center
299,NCT03866382,Community Cancer Institute
299,NCT03866382,University Oncology Associates
299,NCT03866382,Epic Care-Dublin
299,NCT03866382,Bay Area Breast Surgeons Inc
299,NCT03866382,Epic Care Partners in Cancer Care
299,NCT03866382,Marin Cancer Care Inc
299,NCT03866382,Los Angeles County-USC Medical Center
299,NCT03866382,USC / Norris Comprehensive Cancer Center
299,NCT03866382,UCLA / Jonsson Comprehensive Cancer Center
299,NCT03866382,Contra Costa Regional Medical Center
299,NCT03866382,USC Norris Oncology/Hematology-Newport Beach
299,NCT03866382,Alta Bates Summit Medical Center - Summit Campus
299,NCT03866382,Bay Area Tumor Institute
299,NCT03866382,Pacific Central Coast Health Center-San Luis Obispo
299,NCT03866382,Mission Hope Medical Oncology - Santa Maria
299,NCT03866382,Epic Care Cyberknife Center
299,NCT03866382,Penrose-Saint Francis Healthcare
299,NCT03866382,Rocky Mountain Cancer Centers-Penrose
299,NCT03866382,Porter Adventist Hospital
299,NCT03866382,Mercy Medical Center
299,NCT03866382,Southwest Oncology PC
299,NCT03866382,Saint Anthony Hospital
299,NCT03866382,Littleton Adventist Hospital
299,NCT03866382,Longmont United Hospital
299,NCT03866382,Rocky Mountain Cancer Centers-Longmont
299,NCT03866382,Parker Adventist Hospital
299,NCT03866382,Saint Mary Corwin Medical Center
299,NCT03866382,MedStar Georgetown University Hospital
299,NCT03866382,Mount Sinai Comprehensive Cancer Center at Aventura
299,NCT03866382,Holy Cross Hospital
299,NCT03866382,Mayo Clinic in Florida
299,NCT03866382,Mount Sinai Medical Center
299,NCT03866382,Orlando Health Cancer Institute
299,NCT03866382,Emory University Hospital Midtown
299,NCT03866382,Emory University Hospital/Winship Cancer Institute
299,NCT03866382,Emory Saint Joseph's Hospital
299,NCT03866382,Emory Johns Creek Hospital
299,NCT03866382,Saint Alphonsus Cancer Care Center-Boise
299,NCT03866382,Saint Luke's Cancer Institute - Boise
299,NCT03866382,Saint Alphonsus Cancer Care Center-Caldwell
299,NCT03866382,Kootenai Health - Coeur d'Alene
299,NCT03866382,Walter Knox Memorial Hospital
299,NCT03866382,Saint Luke's Cancer Institute - Fruitland
299,NCT03866382,Idaho Urologic Institute-Meridian
299,NCT03866382,Saint Luke's Cancer Institute - Meridian
299,NCT03866382,Saint Alphonsus Medical Center-Nampa
299,NCT03866382,Saint Luke's Cancer Institute - Nampa
299,NCT03866382,Kootenai Clinic Cancer Services - Post Falls
299,NCT03866382,Kootenai Cancer Clinic
299,NCT03866382,Saint Luke's Cancer Institute - Twin Falls
299,NCT03866382,Saint Anthony's Health
299,NCT03866382,Rush - Copley Medical Center
299,NCT03866382,Illinois CancerCare-Bloomington
299,NCT03866382,Loyola Center for Health at Burr Ridge
299,NCT03866382,Illinois CancerCare-Canton
299,NCT03866382,Memorial Hospital of Carbondale
299,NCT03866382,SIH Cancer Institute
299,NCT03866382,Illinois CancerCare-Carthage
299,NCT03866382,Northwestern University
299,NCT03866382,Rush University Medical Center
299,NCT03866382,University of Illinois
299,NCT03866382,University of Chicago Comprehensive Cancer Center
299,NCT03866382,Carle on Vermilion
299,NCT03866382,Cancer Care Specialists of Illinois - Decatur
299,NCT03866382,Decatur Memorial Hospital
299,NCT03866382,Illinois CancerCare-Dixon
299,NCT03866382,Carle Physician Group-Effingham
299,NCT03866382,Crossroads Cancer Center
299,NCT03866382,Illinois CancerCare-Eureka
299,NCT03866382,Illinois CancerCare-Galesburg
299,NCT03866382,Western Illinois Cancer Treatment Center
299,NCT03866382,Loyola Medicine Homer Glen
299,NCT03866382,Illinois CancerCare-Kewanee Clinic
299,NCT03866382,Northwestern Medicine Lake Forest Hospital
299,NCT03866382,Illinois CancerCare-Macomb
299,NCT03866382,Carle Physician Group-Mattoon/Charleston
299,NCT03866382,Loyola University Medical Center
299,NCT03866382,Marjorie Weinberg Cancer Center at Loyola-Gottlieb
299,NCT03866382,Good Samaritan Regional Health Center
299,NCT03866382,UC Comprehensive Cancer Center at Silver Cross
299,NCT03866382,Cancer Care Center of O'Fallon
299,NCT03866382,University of Chicago Medicine-Orland Park
299,NCT03866382,Illinois CancerCare-Ottawa Clinic
299,NCT03866382,Illinois CancerCare-Pekin
299,NCT03866382,Illinois CancerCare-Peoria
299,NCT03866382,Methodist Medical Center of Illinois
299,NCT03866382,Illinois CancerCare-Peru
299,NCT03866382,Valley Radiation Oncology
299,NCT03866382,Illinois CancerCare-Princeton
299,NCT03866382,Southern Illinois University School of Medicine
299,NCT03866382,Springfield Clinic
299,NCT03866382,Memorial Medical Center
299,NCT03866382,Southwest Illinois Health Services LLP
299,NCT03866382,Carle Cancer Center
299,NCT03866382,The Carle Foundation Hospital
299,NCT03866382,Illinois CancerCare - Washington
299,NCT03866382,Rush-Copley Healthcare Center
299,NCT03866382,Reid Health
299,NCT03866382,Mary Greeley Medical Center
299,NCT03866382,McFarland Clinic PC - Ames
299,NCT03866382,McFarland Clinic PC-Boone
299,NCT03866382,Medical Oncology and Hematology Associates-West Des Moines
299,NCT03866382,Mercy Cancer Center-West Lakes
299,NCT03866382,Alegent Health Mercy Hospital
299,NCT03866382,Greater Regional Medical Center
299,NCT03866382,Medical Oncology and Hematology Associates-Laurel
299,NCT03866382,Mercy Medical Center - Des Moines
299,NCT03866382,McFarland Clinic PC-Trinity Cancer Center
299,NCT03866382,McFarland Clinic PC-Jefferson
299,NCT03866382,McFarland Clinic PC-Marshalltown
299,NCT03866382,Mercy Medical Center-West Lakes
299,NCT03866382,Cancer Center of Kansas - Chanute
299,NCT03866382,Cancer Center of Kansas - Dodge City
299,NCT03866382,Cancer Center of Kansas - El Dorado
299,NCT03866382,University of Kansas Clinical Research Center
299,NCT03866382,Central Care Cancer Center - Garden City
299,NCT03866382,Central Care Cancer Center - Great Bend
299,NCT03866382,HaysMed University of Kansas Health System
299,NCT03866382,Cancer Center of Kansas-Independence
299,NCT03866382,Cancer Center of Kansas-Kingman
299,NCT03866382,Lawrence Memorial Hospital
299,NCT03866382,Cancer Center of Kansas-Liberal
299,NCT03866382,Cancer Center of Kansas-Manhattan
299,NCT03866382,Cancer Center of Kansas - McPherson
299,NCT03866382,Cancer Center of Kansas - Newton
299,NCT03866382,Olathe Health Cancer Center
299,NCT03866382,Cancer Center of Kansas - Parsons
299,NCT03866382,Ascension Via Christi - Pittsburg
299,NCT03866382,Cancer Center of Kansas - Pratt
299,NCT03866382,Cancer Center of Kansas - Salina
299,NCT03866382,Salina Regional Health Center
299,NCT03866382,University of Kansas Health System Saint Francis Campus
299,NCT03866382,Cancer Center of Kansas - Wellington
299,NCT03866382,University of Kansas Hospital-Westwood Cancer Center
299,NCT03866382,Cancer Center of Kansas-Wichita Medical Arts Tower
299,NCT03866382,Ascension Via Christi Hospitals Wichita
299,NCT03866382,Cancer Center of Kansas - Wichita
299,NCT03866382,Cancer Center of Kansas - Winfield
299,NCT03866382,Flaget Memorial Hospital
299,NCT03866382,Commonwealth Cancer Center-Corbin
299,NCT03866382,Saint Joseph Radiation Oncology Resource Center
299,NCT03866382,Saint Joseph Hospital East
299,NCT03866382,University of Kentucky/Markey Cancer Center
299,NCT03866382,Saint Joseph London
299,NCT03866382,Jewish Hospital
299,NCT03866382,Saints Mary and Elizabeth Hospital
299,NCT03866382,UofL Health Medical Center Northeast
299,NCT03866382,Jewish Hospital Medical Center South
299,NCT03866382,Hematology/Oncology Clinic PLLC
299,NCT03866382,Ochsner High Grove
299,NCT03866382,Ochsner Medical Center Kenner
299,NCT03866382,East Jefferson General Hospital
299,NCT03866382,LSU Healthcare Network / Metairie Multi-Specialty Clinic
299,NCT03866382,Louisiana State University Health Science Center
299,NCT03866382,Tulane University Health Sciences Center
299,NCT03866382,Ochsner Medical Center Jefferson
299,NCT03866382,Greater Baltimore Medical Center
299,NCT03866382,National Institutes of Health Clinical Center
299,NCT03866382,Lahey Hospital and Medical Center
299,NCT03866382,Lahey Medical Center-Peabody
299,NCT03866382,Winchester Hospital
299,NCT03866382,Saint Joseph Mercy Hospital
299,NCT03866382,IHA Hematology Oncology Consultants-Brighton
299,NCT03866382,Saint Joseph Mercy Brighton
299,NCT03866382,Henry Ford Cancer Institute-Downriver
299,NCT03866382,IHA Hematology Oncology Consultants-Canton
299,NCT03866382,Saint Joseph Mercy Canton
299,NCT03866382,Caro Cancer Center
299,NCT03866382,IHA Hematology Oncology Consultants-Chelsea
299,NCT03866382,Saint Joseph Mercy Chelsea
299,NCT03866382,Hematology Oncology Consultants-Clarkston
299,NCT03866382,Newland Medical Associates-Clarkston
299,NCT03866382,Henry Ford Macomb Hospital-Clinton Township
299,NCT03866382,Henry Ford Medical Center-Fairlane
299,NCT03866382,Henry Ford Hospital
299,NCT03866382,Ascension Saint John Hospital
299,NCT03866382,Great Lakes Cancer Management Specialists-Doctors Park
299,NCT03866382,Genesee Cancer and Blood Disease Treatment Center
299,NCT03866382,Genesee Hematology Oncology PC
299,NCT03866382,Genesys Hurley Cancer Institute
299,NCT03866382,Hurley Medical Center
299,NCT03866382,Academic Hematology Oncology Specialists
299,NCT03866382,Great Lakes Cancer Management Specialists-Van Elslander Cancer Center
299,NCT03866382,Michigan Breast Specialists-Grosse Pointe Woods
299,NCT03866382,Allegiance Health
299,NCT03866382,Sparrow Hospital
299,NCT03866382,Hope Cancer Clinic
299,NCT03866382,Saint Mary Mercy Hospital
299,NCT03866382,Great Lakes Cancer Management Specialists-Macomb Medical Campus
299,NCT03866382,Michigan Breast Specialists-Macomb Township
299,NCT03866382,Saint Mary's Oncology/Hematology Associates of Marlette
299,NCT03866382,Henry Ford Medical Center-Columbus
299,NCT03866382,21st Century Oncology-Pontiac
299,NCT03866382,Hope Cancer Center
299,NCT03866382,Newland Medical Associates-Pontiac
299,NCT03866382,Saint Joseph Mercy Oakland
299,NCT03866382,Huron Medical Center PC
299,NCT03866382,Lake Huron Medical Center
299,NCT03866382,Great Lakes Cancer Management Specialists-Rochester Hills
299,NCT03866382,Ascension Saint Mary's Hospital
299,NCT03866382,Oncology Hematology Associates of Saginaw Valley PC
299,NCT03866382,Henry Ford Macomb Health Center - Shelby Township
299,NCT03866382,Bhadresh Nayak MD PC-Sterling Heights
299,NCT03866382,Ascension Saint Joseph Hospital
299,NCT03866382,Advanced Breast Care Center PLLC
299,NCT03866382,Great Lakes Cancer Management Specialists-Macomb Professional Building
299,NCT03866382,Macomb Hematology Oncology PC
299,NCT03866382,Michigan Breast Specialists-Warren
299,NCT03866382,Saint John Macomb-Oakland Hospital
299,NCT03866382,Henry Ford West Bloomfield Hospital
299,NCT03866382,Saint Mary's Oncology/Hematology Associates of West Branch
299,NCT03866382,Huron Gastroenterology PC
299,NCT03866382,IHA Hematology Oncology Consultants-Ann Arbor
299,NCT03866382,Riverwood Healthcare Center
299,NCT03866382,Essentia Health Saint Joseph's Medical Center
299,NCT03866382,Fairview Ridges Hospital
299,NCT03866382,Minnesota Oncology - Burnsville
299,NCT03866382,Cambridge Medical Center
299,NCT03866382,Mercy Hospital
299,NCT03866382,Essentia Health - Deer River Clinic
299,NCT03866382,Essentia Health Saint Mary's - Detroit Lakes Clinic
299,NCT03866382,Essentia Health Cancer Center
299,NCT03866382,Essentia Health Saint Mary's Medical Center
299,NCT03866382,Miller-Dwan Hospital
299,NCT03866382,Fairview Southdale Hospital
299,NCT03866382,Lake Region Healthcare Corporation-Cancer Care
299,NCT03866382,Essentia Health - Fosston
299,NCT03866382,Unity Hospital
299,NCT03866382,Essentia Health Hibbing Clinic
299,NCT03866382,Fairview Clinics and Surgery Center Maple Grove
299,NCT03866382,Minnesota Oncology Hematology PA-Maplewood
299,NCT03866382,Saint John's Hospital - Healtheast
299,NCT03866382,Abbott-Northwestern Hospital
299,NCT03866382,Hennepin County Medical Center
299,NCT03866382,Health Partners Inc
299,NCT03866382,Monticello Cancer Center
299,NCT03866382,New Ulm Medical Center
299,NCT03866382,Essentia Health - Park Rapids
299,NCT03866382,Fairview Northland Medical Center
299,NCT03866382,North Memorial Medical Health Center
