id,nct_id,agency_class,lead_or_collaborator,name,new_class
5643850,NCT00537095,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
5645394,NCT05247476,OTHER,lead,Zhongshan Hospital Xiamen University,Health care Institution
5646223,NCT02592356,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
5646224,NCT02592356,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5645721,NCT05059470,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
5645757,NCT04940052,INDUSTRY,lead,Novartis Pharmaceuticals,Other
5653728,NCT04623801,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
6001485,NCT03986593,OTHER,lead,Instituto do Cancer do Estado de São Paulo,Other
5996073,NCT04046354,OTHER,lead,Chinese PLA General Hospital,Health care Institution
5997417,NCT04031638,OTHER,lead,Centre Georges Francois Leclerc,Other
6128526,NCT03013257,OTHER,lead,The University of Hong Kong,University
5995686,NCT04051099,OTHER,lead,Mahidol University,University
5997694,NCT04028479,INDUSTRY,lead,Taproot Health,Other
5998560,NCT04019509,OTHER,lead,Universitair Ziekenhuis Brussel,Health care Institution
6128667,NCT03012620,OTHER,lead,UNICANCER,Other
6128668,NCT03012620,OTHER_GOV,collaborator,"National Cancer Institute, France",Government Agency
6128669,NCT03012620,OTHER,collaborator,"Ligue contre le cancer, France",Other
6128670,NCT03012620,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
5999450,NCT04009863,OTHER,lead,The University of Hong Kong,University
6001486,NCT03986593,OTHER,collaborator,University of Sao Paulo General Hospital,Health care Institution
6002310,NCT03977207,OTHER,lead,"University of California, Irvine",University
6002098,NCT03980132,OTHER,lead,Jesús María Villar del Moral,Other
6002311,NCT03977207,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
5663877,NCT03969329,INDUSTRY,lead,Amgen,Other
6002646,NCT03973450,OTHER,lead,Neuromed IRCCS,Other
6003693,NCT03960554,OTHER,lead,"Thomas Nickolas, MD MS",Other
6003711,NCT03960437,OTHER,lead,"Thomas Nickolas, MD MS",Other
6005179,NCT03942380,OTHER,lead,Christian von Buchwald,Other
6005180,NCT03942380,OTHER,collaborator,"Copenhagen University Hospital, Denmark",Health care Institution
6005181,NCT03942380,UNKNOWN,collaborator,"Department of Otorhinolaryngology, Head and Neck Surgery and Audiology",Other
6006627,NCT03926585,OTHER,lead,Birte Nygaard,Other
6005610,NCT03937349,OTHER,lead,"Saint Petersburg State University, Russia",University
6006078,NCT03932487,OTHER,lead,Xiaomei Zhang,Other
6015609,NCT03822507,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
6007072,NCT03922087,OTHER,lead,Sun Yat-sen University,University
6007073,NCT03922087,UNKNOWN,collaborator,Huizhou No.1 Maternal and Child Care Service Cencer,Other
6008468,NCT03905369,OTHER,lead,Radboud University Medical Center,Health care Institution
6008469,NCT03905369,OTHER,collaborator,Dutch Cancer Society,Other
6010801,NCT03878953,INDUSTRY,lead,Shire,Other
5668319,NCT01236547,NIH,lead,National Cancer Institute (NCI),Government Agency
5668320,NCT01236547,OTHER,collaborator,NRG Oncology,Other
6133334,NCT02966405,OTHER,lead,Xiaomei Zhang,Other
6009149,NCT03896958,INDUSTRY,lead,SpeciCare,Other
6009150,NCT03896958,OTHER,collaborator,Georgia Institute of Technology,Other
6009151,NCT03896958,UNKNOWN,collaborator,Predictive Oncology,Other
6009152,NCT03896958,OTHER,collaborator,University of Washington,University
6009153,NCT03896958,UNKNOWN,collaborator,Netnoids,Other
6009154,NCT03896958,UNKNOWN,collaborator,Northeast Georgia Hospital System,Health care Institution
6014913,NCT03830242,OTHER,lead,"Fifth Affiliated Hospital, Sun Yat-Sen University",Health care Institution
5669928,NCT01298323,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
6015525,NCT03823859,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
6015526,NCT03823859,OTHER,collaborator,ETH Zurich,Other
6015610,NCT03822507,INDUSTRY,collaborator,"Kyowa Hakko Kirin China Pharmaceutical Co., LTD.",Industry
6015611,NCT03822507,INDUSTRY,collaborator,"Kyowa Kirin Korea Co., Ltd.",Industry
6076331,NCT03517579,OTHER,lead,Johns Hopkins University,University
6016386,NCT03813706,OTHER,lead,Zhejiang University,University
6016454,NCT03813173,OTHER,lead,Zhejiang University,University
6016817,NCT03808779,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
6084421,NCT03435952,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6084422,NCT03435952,INDUSTRY,collaborator,"BioMed Valley Discoveries, Inc",Other
6026338,NCT05175404,OTHER,lead,"University Hospital, Ghent",Health care Institution
6084423,NCT03435952,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
6076536,NCT03515863,OTHER,lead,Sun Yat-sen University,University
6024432,NCT03724188,OTHER,lead,Mansoura General Hospital,Health care Institution
6020683,NCT03765333,OTHER,lead,Grupo Espanol de Tumores Neuroendocrinos,Other
6025012,NCT03718403,OTHER,lead,Massachusetts General Hospital,Health care Institution
6026514,NCT05102292,INDUSTRY,lead,Shanghai Henlius Biotech,Other
6028441,NCT03484884,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
6026751,NCT04693377,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6027178,NCT05299632,OTHER,lead,Emory University,University
5674634,NCT01496313,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
6027927,NCT04579757,INDUSTRY,lead,Hutchison Medipharma Limited,Other
6027928,NCT04579757,INDUSTRY,collaborator,BeiGene,Other
6028823,NCT02568267,INDUSTRY,lead,Hoffmann-La Roche,Other
6029364,NCT00673010,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
6028974,NCT02143726,OTHER,lead,Alliance for Clinical Trials in Oncology,Other
6028975,NCT02143726,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6028976,NCT02143726,INDUSTRY,collaborator,Novartis,Other
6029365,NCT00673010,OTHER,collaborator,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
6030125,NCT05276063,INDUSTRY,lead,"VasaraGen, Inc.",Industry
6029698,NCT04327999,OTHER,lead,Vanderbilt-Ingram Cancer Center,Health care Institution
6030040,NCT03162627,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6030041,NCT03162627,INDUSTRY,collaborator,AstraZeneca,Other
6030050,NCT05276856,OTHER,lead,Nova Scotia Health Authority,Other
6030141,NCT05275946,OTHER,lead,Osaka University,University
6030750,NCT03676348,OTHER,lead,Oslo University Hospital,Health care Institution
6030380,NCT05108298,NETWORK,lead,Eastern Cooperative Oncology Group,Other
6030419,NCT05014698,OTHER,lead,Nantes University Hospital,Health care Institution
6030848,NCT03196518,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
6030875,NCT03085056,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
6030876,NCT03085056,INDUSTRY,collaborator,Novartis,Other
6032496,NCT04879355,OTHER,lead,Preben Homøe,Other
6031001,NCT02185560,INDUSTRY,lead,Bayer,Other
6032497,NCT04879355,OTHER,collaborator,Herlev Hospital,Health care Institution
6032498,NCT04879355,OTHER,collaborator,"Rigshospitalet, Denmark",Health care Institution
6032958,NCT05240911,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Health care Institution
6032878,NCT02973997,OTHER,lead,Academic and Community Cancer Research United,Other
6032879,NCT02973997,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6078451,NCT03498183,OTHER,lead,Nantes University Hospital,Health care Institution
6034539,NCT05177939,INDUSTRY,lead,"Nihon Pharmaceutical Co., Ltd",Industry
6034808,NCT05022667,OTHER,lead,University of Michigan,University
6034809,NCT05022667,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6034810,NCT05022667,OTHER,collaborator,Vanderbilt University,University
6034811,NCT05022641,OTHER,lead,University of Michigan,University
6034812,NCT05022641,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6034813,NCT05022641,OTHER,collaborator,Vanderbilt University,University
6035324,NCT04463719,OTHER,lead,University of Florida,University
6035111,NCT04684953,OTHER,lead,Assiut University,University
6035325,NCT04463719,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6036024,NCT03570021,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
6037442,NCT03375359,OTHER,lead,University Hospital Tuebingen,Health care Institution
6036800,NCT05189314,OTHER,lead,Columbia University,University
6037024,NCT04971473,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
6037025,NCT04964284,INDUSTRY,lead,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Industry
6037447,NCT03309384,OTHER,lead,"Central Hospital, Nancy, France",Health care Institution
6041541,NCT03440697,OTHER,lead,Indiana University,University
6037717,NCT05189821,OTHER,lead,Columbia University,University
6037718,NCT05189808,OTHER,lead,Columbia University,University
6037729,NCT05186883,OTHER_GOV,lead,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,Other
6037730,NCT05186883,OTHER,collaborator,Belarusian State Medical University,University
6039524,NCT05132478,OTHER,lead,"University of Wisconsin, Madison",University
6039525,NCT05132478,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6039526,NCT05132478,OTHER,collaborator,University of Michigan,University
6039719,NCT04856488,OTHER,lead,Jan Calissendorff,Other
6040911,NCT05199103,OTHER,lead,Medical University of Silesia,University
6041275,NCT04560127,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
6037993,NCT04471597,OTHER_GOV,lead,Zagazig University,University
6038727,NCT04467021,NETWORK,lead,ECOG-ACRIN Cancer Research Group,Other
6038728,NCT04467021,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6084762,NCT03432299,OTHER,lead,Seoul National University Hospital,Health care Institution
6041137,NCT05007093,OTHER,lead,Yansong Lin,Other
6041710,NCT01552434,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
6041711,NCT01552434,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6041740,NCT00169806,OTHER,lead,Indiana Kidney Stone Institute,Other
6041741,NCT00169806,OTHER,collaborator,Indiana University School of Medicine,University
6041742,NCT00169806,OTHER,collaborator,University of Chicago,University
6042031,NCT04922801,OTHER,lead,King's College London,Other
6042032,NCT04922801,OTHER,collaborator,Guy's and St Thomas' NHS Foundation Trust,Other
6043623,NCT04351945,OTHER,lead,Semmelweis University Heart and Vascular Center,University
6043528,NCT04552769,OTHER,lead,Stanford University,University
6043624,NCT04351945,OTHER,collaborator,Semmelweis University,University
6044289,NCT02628067,INDUSTRY,lead,Merck Sharp & Dohme Corp.,Other
6045366,NCT02867592,NIH,lead,National Cancer Institute (NCI),Government Agency
6045320,NCT03215095,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
6045321,NCT03215095,INDUSTRY,collaborator,AstraZeneca,Other
6045322,NCT03215095,INDUSTRY,collaborator,MedImmune LLC,Other
6045065,NCT04509011,OTHER,lead,Region Skane,Other
6045066,NCT04509011,OTHER,collaborator,Haukeland University Hospital,Health care Institution
6045067,NCT04509011,OTHER,collaborator,Jagiellonian University,University
6045068,NCT04509011,OTHER,collaborator,"Sahlgrenska University Hospital, Sweden",Health care Institution
6045069,NCT04509011,OTHER,collaborator,Hospital Rudolfstiftung,Health care Institution
6046156,NCT04952493,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
6045499,NCT05214274,OTHER,lead,Peking University,University
6045500,NCT05214274,OTHER,collaborator,Peking Union Medical College Hospital,Health care Institution
6045501,NCT05214274,OTHER,collaborator,Shanghai 6th People's Hospital,Health care Institution
6045502,NCT05214274,OTHER,collaborator,First Hospital of China Medical University,Health care Institution
6045503,NCT05214274,OTHER,collaborator,Central South University,University
6045504,NCT05214274,OTHER,collaborator,"First Affiliated Hospital, Sun Yat-Sen University",Health care Institution
6045505,NCT05214274,OTHER,collaborator,West China Hospital,Health care Institution
6045506,NCT05214274,OTHER,collaborator,First Affiliated Hospital of Xinjiang Medical University,Health care Institution
6046157,NCT04952493,INDUSTRY,collaborator,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Industry
6046697,NCT04136912,OTHER,lead,UNC Lineberger Comprehensive Cancer Center,Health care Institution
6046308,NCT04742959,INDUSTRY,lead,"TransThera Sciences (Nanjing), Inc.",Industry
6046585,NCT04373226,OTHER,lead,Hôpital le Vinatier,Other
6046407,NCT04639388,OTHER,lead,Hôpital le Vinatier,Other
6046698,NCT04136912,NIH,collaborator,National Cancer Institute (NCI),Government Agency
6047289,NCT01723202,OTHER,lead,Manisha Shah,Other
6047341,NCT05216718,OTHER,lead,Inje University,University
6047290,NCT01723202,NETWORK,collaborator,National Comprehensive Cancer Network,Other
6047697,NCT04514484,NIH,lead,National Cancer Institute (NCI),Government Agency
6081136,NCT03469011,OTHER,lead,AHS Cancer Control Alberta,Other
6081137,NCT03469011,OTHER,collaborator,Alberta Cancer Foundation,Other
6048018,NCT02152995,NIH,lead,National Cancer Institute (NCI),Government Agency
6135939,NCT02938702,OTHER,lead,Seoul National University Hospital,Health care Institution
6048117,NCT05218395,OTHER,lead,Qianfoshan Hospital,Health care Institution
6048118,NCT05218395,OTHER_GOV,collaborator,Chinese Academy of Sciences,Other
6048903,NCT03924804,OTHER,lead,"China Medical University, China",University
6049989,NCT04776993,OTHER,lead,University of Pisa,University
6049426,NCT05221008,INDUSTRY,lead,"Shanghai Hengrui Pharmaceutical Co., Ltd.",Industry
6050842,NCT02947035,OTHER,lead,University of Pittsburgh,University
6050451,NCT04061980,OTHER,lead,Providence Health & Services,Other
5683197,NCT01876784,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
6140433,NCT04019379,OTHER,lead,University of Minnesota,University
6139580,NCT04969926,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
6139636,NCT04927416,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
6140434,NCT04019379,OTHER,collaborator,Indiana University,University
6141342,NCT01660984,NIH,lead,National Cancer Institute (NCI),Government Agency
6140564,NCT03841617,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
6141067,NCT02465060,NIH,lead,National Cancer Institute (NCI),Government Agency
6140539,NCT03866382,NIH,lead,National Cancer Institute (NCI),Government Agency
6140929,NCT02834013,NIH,lead,National Cancer Institute (NCI),Government Agency
6141481,NCT01109420,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
6141508,NCT01005654,NIH,lead,National Cancer Institute (NCI),Government Agency
6062102,NCT03602261,INDUSTRY,lead,"OPKO Health, Inc.",Industry
6141856,NCT00001242,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
6058397,NCT03643081,OTHER,lead,Nantes University Hospital,Health care Institution
6058399,NCT03643055,OTHER,lead,University Medical Centre Ljubljana,University
6058400,NCT03643055,OTHER,collaborator,Institute of Oncology Ljubljana,Other
6141621,NCT00342446,NIH,lead,National Cancer Institute (NCI),Government Agency
6141872,NCT00001160,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
6141873,NCT00001159,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
6056820,NCT03657654,OTHER,lead,University of Virginia,University
6058751,NCT03639662,OTHER,lead,Assistance Publique Hopitaux De Marseille,Health care Institution
6060053,NCT03624751,OTHER,lead,Taichung Veterans General Hospital,Health care Institution
5867837,NCT01611896,OTHER,collaborator,The Danish Council for Strategic Research,Other
5688978,NCT02152137,OTHER,lead,Alliance for Clinical Trials in Oncology,Other
5688979,NCT02152137,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5688980,NCT02152137,INDUSTRY,collaborator,"Daiichi Sankyo, Inc.",Industry
6064878,NCT03574051,OTHER,lead,First Affiliated Hospital of Harbin Medical University,Health care Institution
5741071,NCT00209235,OTHER,lead,Connecticut Children's Medical Center,Health care Institution
6069672,NCT04420754,INDUSTRY,lead,"AffyImmune Therapeutics, Inc.",Industry
6070267,NCT03690388,INDUSTRY,lead,Exelixis,Other
5867828,NCT01611896,OTHER,lead,"Rigshospitalet, Denmark",Health care Institution
5867829,NCT01611896,OTHER,collaborator,Odense University Hospital,Health care Institution
5867830,NCT01611896,OTHER,collaborator,Hospital of South West Denmark,Health care Institution
5867831,NCT01611896,OTHER,collaborator,Herlev Hospital,Health care Institution
5867832,NCT01611896,OTHER,collaborator,Bispebjerg Hospital,Health care Institution
5867833,NCT01611896,OTHER,collaborator,Hvidovre University Hospital,Health care Institution
5867834,NCT01611896,OTHER,collaborator,"Hillerod Hospital, Denmark",Health care Institution
5867835,NCT01611896,OTHER,collaborator,"Copenhagen Trial Unit, Center for Clinical Intervention Research",Other
5867836,NCT01611896,OTHER,collaborator,Danish Council for Independent Research,Other
5741072,NCT00209235,OTHER,collaborator,Johns Hopkins University,University
5741073,NCT00209235,OTHER,collaborator,"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",Industry
5741074,NCT00209235,OTHER,collaborator,UConn Health,Other
5741075,NCT00209235,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
5493607,NCT02725879,OTHER,lead,Aristotle University Of Thessaloniki,University
5694255,NCT02432274,INDUSTRY,lead,Eisai Limited,Other
5694256,NCT02432274,INDUSTRY,collaborator,Merck Sharp & Dohme Corp.,Other
5476610,NCT02886949,OTHER,lead,Taichung Veterans General Hospital,Health care Institution
5478276,NCT02869620,OTHER,lead,Institut Paoli-Calmettes,Other
5494811,NCT02713269,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
5481425,NCT04400474,OTHER,lead,Grupo Espanol de Tumores Neuroendocrinos,Other
5481426,NCT04400474,INDUSTRY,collaborator,Ipsen,Other
5481427,NCT04400474,INDUSTRY,collaborator,Roche Pharma AG,Other
5478414,NCT02868476,OTHER,lead,National Taiwan University Hospital,Health care Institution
5480963,NCT05242055,OTHER,lead,Capital Medical University,University
5494812,NCT02713269,NIH,collaborator,National Cancer Institute (NCI),Government Agency
5487263,NCT02789800,OTHER,lead,Université de Sherbrooke,Other
5482384,NCT02839655,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
5495534,NCT05264857,OTHER,lead,Stony Brook University,University
5487264,NCT02789800,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
5487265,NCT02789800,OTHER,collaborator,"Western University, Canada",University
5487266,NCT02789800,OTHER,collaborator,Agence de la Sante et des Services Sociaux du Saguenay-Lac-Saint-Jean,Other
6071964,NCT01638533,INDUSTRY,collaborator,Celgene Corporation,Other
5495744,NCT05260255,OTHER_GOV,lead,Rajavithi Hospital,Health care Institution
5495833,NCT05239221,INDUSTRY,lead,Amolyt Pharma,Other
5496276,NCT04948671,OTHER,lead,Centre Hospitalier Universitaire Vaudois,Health care Institution
5496277,NCT04948671,OTHER,collaborator,The Novartis Foundation,Other
5492000,NCT02742597,OTHER,lead,Lawson Health Research Institute,Other
5492001,NCT02742597,OTHER,collaborator,"Western University, Canada",University
5492002,NCT02742597,OTHER,collaborator,Université de Sherbrooke,Other
5492003,NCT02742597,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Other
5492004,NCT02742597,OTHER,collaborator,Sunnybrook Health Sciences Centre,Other
5492005,NCT02742597,OTHER,collaborator,Unity Health Toronto,Other
5492006,NCT02742597,OTHER,collaborator,"University Health Network, Toronto",University
5492007,NCT02742597,OTHER,collaborator,Michael Garron Hospital,Health care Institution
5492008,NCT02742597,OTHER,collaborator,Providence Healthcare,Other
5492009,NCT02742597,OTHER,collaborator,"Mount Sinai Hospital, Canada",Health care Institution
